#chrom	chrom_start	chrom_stop	length	left_gene	left_strand	right_gene	right_strand
Chr_12	1415725	1416556	832	CC1G_06507.2	-1	CC1G_06508.2	-1
Chr_12	1416893	1417287	395	CC1G_06508.2	-1	CC1G_06509.2	-1
Chr_12	1419208	1419615	408	CC1G_06509.2	-1	CC1G_06510.2	-1
Chr_12	1422135	1424652	2518	CC1G_06510.2	-1	CC1G_06511.2	+1
Chr_12	1425920	1426807	888	CC1G_06511.2	+1	CC1G_06512.2	+1
Chr_12	1428151	1429654	1504	CC1G_06512.2	+1	CC1G_06513.2	+1
Chr_12	1430767	1431732	966	CC1G_06513.2	+1	CC1G_15442.2	-1
Chr_12	1433138	1433779	642	CC1G_15442.2	-1	CC1G_06514.2	-1
Chr_12	1435946	1437736	1791	CC1G_06514.2	-1	CC1G_06515.2	-1
Chr_12	1439038	1439696	659	CC1G_06515.2	-1	CC1G_06516.2	+1
Chr_12	1444383	1445664	1282	CC1G_06516.2	+1	CC1G_06517.2	+1
Chr_12	1447662	1448148	487	CC1G_06517.2	+1	CC1G_06518.2	-1
Chr_12	1449405	1451366	1962	CC1G_06518.2	-1	CC1G_06519.2	+1
Chr_12	1452255	1453176	922	CC1G_06519.2	+1	CC1G_06520.2	-1
Chr_12	1453590	1453844	255	CC1G_06520.2	-1	CC1G_06521.2	+1
Chr_12	1455172	1455805	634	CC1G_06521.2	+1	CC1G_15443.2	-1
Chr_12	1456630	1457086	457	CC1G_15443.2	-1	CC1G_06522.2	-1
Chr_12	1457252	1459470	2219	CC1G_06522.2	-1	CC1G_06523.2	-1
Chr_12	1459943	1462393	2451	CC1G_06523.2	-1	CC1G_06524.2	+1
Chr_12	1464581	1465604	1024	CC1G_06524.2	+1	CC1G_06525.2	-1
Chr_12	1467815	1469334	1520	CC1G_06525.2	-1	CC1G_06526.2	-1
Chr_12	1470203	1471772	1570	CC1G_06526.2	-1	CC1G_06527.2	-1
Chr_12	1474280	1476083	1804	CC1G_06527.2	-1	CC1G_15444.2	-1
Chr_12	1476408	1476894	487	CC1G_15444.2	-1	CC1G_06528.2	+1
Chr_12	1478172	1479372	1201	CC1G_06528.2	+1	CC1G_06529.2	+1
Chr_12	1479856	1480121	266	CC1G_06529.2	+1	CC1G_06530.2	-1
Chr_12	1481844	1484951	3108	CC1G_06530.2	-1	CC1G_06531.2	-1
Chr_12	1485808	1486153	346	CC1G_06531.2	-1	CC1G_06532.2	-1
Chr_12	1492070	1493054	985	CC1G_06532.2	-1	CC1G_06533.2	-1
Chr_12	1496398	1507689	11292	CC1G_06533.2	-1	CC1G_15445.2	+1
Chr_12	1508972	1515613	6642	CC1G_15445.2	+1	CC1G_07276.2	-1
Chr_12	1516005	1516589	585	CC1G_07276.2	-1	CC1G_07277.2	+1
Chr_12	1517322	1518177	856	CC1G_07277.2	+1	CC1G_07278.2	+1
Chr_12	1520012	1520852	841	CC1G_07278.2	+1	CC1G_07279.2	+1
Chr_12	1524252	1526358	2107	CC1G_07279.2	+1	CC1G_07280.2	+1
Chr_12	1527351	1529322	1972	CC1G_07280.2	+1	CC1G_15446.2	-1
Chr_12	1530781	1530824	44	CC1G_15446.2	-1	CC1G_15447.2	-1
Chr_12	1531660	1534926	3267	CC1G_15447.2	-1	CC1G_07282.2	+1
Chr_12	1535377	1536809	1433	CC1G_07282.2	+1	CC1G_07283.2	+1
Chr_12	1537290	1537772	483	CC1G_07283.2	+1	CC1G_15448.2	+1
Chr_12	1538403	1540700	2298	CC1G_15448.2	+1	CC1G_07284.2	-1
Chr_12	1542401	1544263	1863	CC1G_07284.2	-1	CC1G_07286.2	-1
Chr_12	1546208	1546619	412	CC1G_07286.2	-1	CC1G_07287.2	-1
Chr_12	1547778	1548525	748	CC1G_07287.2	-1	CC1G_07288.2	+1
Chr_12	1549341	1549924	584	CC1G_07288.2	+1	CC1G_07289.2	-1
Chr_12	1558403	1559382	980	CC1G_07289.2	-1	CC1G_07290.2	+1
Chr_12	1561076	1561518	443	CC1G_07290.2	+1	CC1G_07291.2	+1
Chr_12	1562505	1563206	702	CC1G_07291.2	+1	CC1G_07292.2	+1
Chr_12	1565024	1565873	850	CC1G_07292.2	+1	CC1G_07293.2	-1
Chr_12	1567047	1568589	1543	CC1G_07293.2	-1	CC1G_07294.2	-1
Chr_12	1571772	1573991	2220	CC1G_07294.2	-1	CC1G_07296.2	-1
Chr_12	1575843	1576227	385	CC1G_07296.2	-1	CC1G_07297.2	-1
Chr_12	1578848	1579755	908	CC1G_07297.2	-1	CC1G_07298.2	-1
Chr_12	1583905	1584081	177	CC1G_07298.2	-1	CC1G_07299.2	-1
Chr_12	1585470	1585787	318	CC1G_07299.2	-1	CC1G_07300.2	-1
Chr_12	1587098	1588677	1580	CC1G_07300.2	-1	CC1G_07301.2	-1
Chr_12	1591592	1593166	1575	CC1G_07301.2	-1	CC1G_07302.2	+1
Chr_12	1594977	1596030	1054	CC1G_07302.2	+1	CC1G_07303.2	-1
Chr_12	1596536	1597269	734	CC1G_07303.2	-1	CC1G_07304.2	-1
Chr_12	1598573	1599161	589	CC1G_07304.2	-1	CC1G_07305.2	-1
Chr_12	1600433	1601014	582	CC1G_07305.2	-1	CC1G_07306.2	+1
Chr_12	1602854	1603638	785	CC1G_07306.2	+1	CC1G_07307.2	-1
Chr_12	1605059	1605778	720	CC1G_07307.2	-1	CC1G_07308.2	-1
Chr_12	1606324	1606698	375	CC1G_07308.2	-1	CC1G_07309.2	-1
Chr_12	1609628	1610122	495	CC1G_07309.2	-1	CC1G_07310.2	+1
Chr_12	1612132	1612376	245	CC1G_07310.2	+1	CC1G_07311.2	+1
Chr_12	1618809	1621155	2347	CC1G_07311.2	+1	CC1G_07312.2	+1
Chr_12	1621969	1622837	869	CC1G_07312.2	+1	CC1G_07313.2	-1
Chr_12	1626913	1629935	3023	CC1G_07313.2	-1	CC1G_07314.2	-1
Chr_12	1630980	1634453	3474	CC1G_07314.2	-1	CC1G_07315.2	+1
Chr_12	1636240	1637341	1102	CC1G_07315.2	+1	CC1G_07316.2	+1
Chr_12	1638644	1640096	1453	CC1G_07316.2	+1	CC1G_07317.2	-1
Chr_12	1642420	1643826	1407	CC1G_07317.2	-1	CC1G_07318.2	-1
Chr_12	1644790	1645927	1138	CC1G_07318.2	-1	CC1G_07319.2	+1
Chr_12	1647208	1647407	200	CC1G_07319.2	+1	CC1G_15449.2	-1
Chr_12	1647687	1647999	313	CC1G_15449.2	-1	CC1G_15450.2	-1
Chr_12	1648117	1648873	757	CC1G_15450.2	-1	CC1G_07320.2	-1
Chr_12	1649690	1650224	535	CC1G_07320.2	-1	CC1G_07321.2	-1
Chr_12	1650973	1652133	1161	CC1G_07321.2	-1	CC1G_07322.2	-1
Chr_12	1653313	1654892	1580	CC1G_07322.2	-1	CC1G_15451.2	+1
Chr_12	1656501	1656716	216	CC1G_15451.2	+1	CC1G_15452.2	+1
Chr_12	1658334	1658672	339	CC1G_15452.2	+1	CC1G_07324.2	+1
Chr_12	1660489	1660762	274	CC1G_07324.2	+1	CC1G_15453.2	-1
Chr_12	1661916	1662306	391	CC1G_15453.2	-1	CC1G_15454.2	-1
Chr_12	1664098	1664714	617	CC1G_15454.2	-1	CC1G_07327.2	-1
Chr_12	1666915	1667947	1033	CC1G_07327.2	-1	CC1G_07328.2	-1
Chr_12	1668880	1670201	1322	CC1G_07328.2	-1	CC1G_07329.2	-1
Chr_12	1671646	1671813	168	CC1G_07329.2	-1	CC1G_07330.2	-1
Chr_12	1672028	1676096	4069	CC1G_07330.2	-1	CC1G_07331.2	+1
Chr_12	1677685	1678682	998	CC1G_07331.2	+1	CC1G_07332.2	-1
Chr_12	1684580	1684963	384	CC1G_07332.2	-1	CC1G_15455.2	-1
Chr_12	1685177	1685554	378	CC1G_15455.2	-1	CC1G_07333.2	-1
Chr_12	1687361	1688390	1030	CC1G_07333.2	-1	CC1G_07334.2	-1
Chr_12	1692215	1693041	827	CC1G_07334.2	-1	CC1G_15456.2	+1
Chr_12	1693836	1694160	325	CC1G_15456.2	+1	CC1G_07335.2	+1
Chr_12	1695788	1696623	836	CC1G_07335.2	+1	CC1G_07336.2	+1
Chr_12	1698891	1699074	184	CC1G_07336.2	+1	CC1G_07337.2	+1
Chr_12	1699696	1700602	907	CC1G_07337.2	+1	CC1G_07338.2	+1
Chr_12	1706158	1706983	826	CC1G_07338.2	+1	CC1G_07339.2	-1
Chr_12	1707943	1708523	581	CC1G_07339.2	-1	CC1G_07340.2	+1
Chr_12	1709321	1710121	801	CC1G_07340.2	+1	CC1G_07341.2	+1
Chr_12	1710552	1711704	1153	CC1G_07341.2	+1	CC1G_07744.2	-1
Chr_12	1712756	1713462	707	CC1G_07744.2	-1	CC1G_07745.2	-1
Chr_12	1717024	1720055	3032	CC1G_07745.2	-1	CC1G_07746.2	-1
Chr_12	1720876	1723509	2634	CC1G_07746.2	-1	CC1G_07747.2	-1
Chr_12	1724873	1725503	631	CC1G_07747.2	-1	CC1G_07748.2	-1
Chr_12	1727996	1728271	276	CC1G_07748.2	-1	CC1G_07749.2	-1
Chr_12	1729208	1729930	723	CC1G_07749.2	-1	CC1G_07750.2	+1
Chr_12	1731081	1732518	1438	CC1G_07750.2	+1	CC1G_07751.2	-1
Chr_12	1733858	1735547	1690	CC1G_07751.2	-1	CC1G_15457.2	+1
Chr_12	1738239	1738440	202	CC1G_15457.2	+1	CC1G_15458.2	+1
Chr_12	1741846	1742514	669	CC1G_15458.2	+1	CC1G_07753.2	-1
Chr_12	1742833	1745213	2381	CC1G_07753.2	-1	CC1G_15459.2	-1
Chr_12	1747561	1748378	818	CC1G_15459.2	-1	CC1G_15460.2	-1
Chr_12	1750049	1750460	412	CC1G_15460.2	-1	CC1G_07758.2	+1
Chr_12	1752808	1753620	813	CC1G_07758.2	+1	CC1G_07759.2	+1
Chr_12	1755725	1756973	1249	CC1G_07759.2	+1	CC1G_15461.2	+1
Chr_12	1757266	1757506	241	CC1G_15461.2	+1	CC1G_07760.2	+1
Chr_12	1758952	1760809	1858	CC1G_07760.2	+1	CC1G_07761.2	-1
Chr_12	1761930	1763460	1531	CC1G_07761.2	-1	CC1G_07762.2	+1
Chr_12	1764388	1765360	973	CC1G_07762.2	+1	CC1G_07764.2	-1
Chr_12	1767596	1771090	3495	CC1G_07764.2	-1	CC1G_07765.2	-1
Chr_12	1773017	1773622	606	CC1G_07765.2	-1	CC1G_15462.2	+1
Chr_12	1775871	1776713	843	CC1G_15462.2	+1	CC1G_07768.2	-1
Chr_12	1778774	1780698	1925	CC1G_07768.2	-1	CC1G_07769.2	-1
Chr_12	1782335	1783478	1144	CC1G_07769.2	-1	CC1G_07770.2	-1
Chr_12	1785158	1785970	813	CC1G_07770.2	-1	CC1G_07771.2	+1
Chr_12	1787117	1787401	285	CC1G_07771.2	+1	CC1G_07772.2	-1
Chr_12	1789571	1789963	393	CC1G_07772.2	-1	CC1G_07773.2	+1
Chr_12	1791187	1792533	1347	CC1G_07773.2	+1	CC1G_15463.2	+1
Chr_12	1794366	1794817	452	CC1G_15463.2	+1	CC1G_15464.2	+1
Chr_12	1798406	1798825	420	CC1G_15464.2	+1	CC1G_07775.2	+1
Chr_12	1799493	1809242	9750	CC1G_07775.2	+1	CC1G_07778.2	-1
Chr_12	1810719	1811842	1124	CC1G_07778.2	-1	CC1G_07779.2	+1
Chr_12	1813544	1816012	2469	CC1G_07779.2	+1	CC1G_07780.2	+1
Chr_12	1818376	1818485	110	CC1G_07780.2	+1	CC1G_07781.2	-1
Chr_12	1819730	1819999	270	CC1G_07781.2	-1	CC1G_15465.2	-1
Chr_12	1821535	1822019	485	CC1G_15465.2	-1	CC1G_07782.2	+1
Chr_12	1824608	1824826	219	CC1G_07782.2	+1	CC1G_07783.2	-1
Chr_12	1827087	1827750	664	CC1G_07783.2	-1	CC1G_07784.2	+1
Chr_12	1828779	1829177	399	CC1G_07784.2	+1	CC1G_07785.2	-1
Chr_12	1831913	1833126	1214	CC1G_07785.2	-1	CC1G_07786.2	-1
Chr_12	1833964	1835042	1079	CC1G_07786.2	-1	CC1G_07787.2	-1
Chr_12	1835587	1836828	1242	CC1G_07787.2	-1	CC1G_15466.2	-1
Chr_12	1837595	1838118	524	CC1G_15466.2	-1	CC1G_15467.2	-1
Chr_12	1840806	1841375	570	CC1G_15467.2	-1	CC1G_07789.2	+1
Chr_12	1842257	1843725	1469	CC1G_07789.2	+1	CC1G_07790.2	+1
Chr_12	1843983	1844276	294	CC1G_07790.2	+1	CC1G_07791.2	+1
Chr_12	1844722	1845540	819	CC1G_07791.2	+1	CC1G_07792.2	+1
Chr_12	1847475	1848086	612	CC1G_07792.2	+1	CC1G_15468.2	-1
Chr_12	1851710	1852828	1119	CC1G_15468.2	-1	CC1G_07795.2	-1
Chr_12	1855577	1857285	1709	CC1G_07795.2	-1	CC1G_07797.2	+1
Chr_12	1859555	1861129	1575	CC1G_07797.2	+1	CC1G_07798.2	-1
Chr_12	1862121	1862737	617	CC1G_07798.2	-1	CC1G_07799.2	+1
Chr_12	1864865	1865265	401	CC1G_07799.2	+1	CC1G_07800.2	-1
Chr_12	1866004	1866429	426	CC1G_07800.2	-1	CC1G_07801.2	-1
Chr_12	1867002	1867573	572	CC1G_07801.2	-1	CC1G_07802.2	+1
Chr_12	1868855	1869410	556	CC1G_07802.2	+1	CC1G_07803.2	+1
Chr_12	1870711	1871378	668	CC1G_07803.2	+1	CC1G_07804.2	-1
Chr_12	1872080	1872967	888	CC1G_07804.2	-1	CC1G_07805.2	-1
Chr_12	1874096	1875138	1043	CC1G_07805.2	-1	CC1G_07806.2	+1
Chr_12	1876511	1877526	1016	CC1G_07806.2	+1	CC1G_07807.2	-1
Chr_12	1878331	1879219	889	CC1G_07807.2	-1	CC1G_07808.2	+1
Chr_12	1881109	1881651	543	CC1G_07808.2	+1	CC1G_07809.2	+1
Chr_12	1883059	1883248	190	CC1G_07809.2	+1	CC1G_07810.2	-1
Chr_12	1883893	1885827	1935	CC1G_07810.2	-1	CC1G_15469.2	-1
Chr_12	1886816	1889179	2364	CC1G_15469.2	-1	CC1G_15470.2	+1
Chr_12	1889595	1890118	524	CC1G_15470.2	+1	CC1G_15471.2	+1
Chr_12	1894018	1896389	2372	CC1G_15471.2	+1	CC1G_12599.2	+1
Chr_12	1897955	1898916	962	CC1G_12599.2	+1	CC1G_12600.2	-1
Chr_12	1900272	1900588	317	CC1G_12600.2	-1	CC1G_12601.2	-1
Chr_12	1902035	1902502	468	CC1G_12601.2	-1	CC1G_12602.2	+1
Chr_12	1903844	1904717	874	CC1G_12602.2	+1	CC1G_12603.2	+1
Chr_12	1905687	1906487	801	CC1G_12603.2	+1	CC1G_15472.2	+1
Chr_12	1906797	1907196	400	CC1G_15472.2	+1	CC1G_12604.2	-1
Chr_12	1907862	1909473	1612	CC1G_12604.2	-1	CC1G_15473.2	+1
Chr_12	1909747	1910155	409	CC1G_15473.2	+1	CC1G_15474.2	+1
Chr_12	1911113	1911375	263	CC1G_15474.2	+1	CC1G_12606.2	-1
Chr_12	1912396	1913197	802	CC1G_12606.2	-1	CC1G_15475.2	-1
Chr_12	1914529	1915092	564	CC1G_15475.2	-1	CC1G_15476.2	-1
Chr_12	1916048	1916715	668	CC1G_15476.2	-1	CC1G_12608.2	+1
Chr_12	1918077	1923366	5290	CC1G_12608.2	+1	CC1G_10210.2	-1
Chr_12	1924501	1926044	1544	CC1G_10210.2	-1	CC1G_10211.2	-1
Chr_12	1926501	1926825	325	CC1G_10211.2	-1	CC1G_15477.2	-1
Chr_12	1927427	1934975	7549	CC1G_15477.2	-1	CC1G_10216.2	-1
Chr_12	1935279	1935491	213	CC1G_10216.2	-1	CC1G_10217.2	+1
Chr_12	1938047	1938362	316	CC1G_10217.2	+1	CC1G_10218.2	-1
Chr_12	1941182	1941463	282	CC1G_10218.2	-1	CC1G_15478.2	+1
Chr_12	1945069	1945133	65	CC1G_15478.2	+1	CC1G_15479.2	+1
Chr_12	1945865	1946044	180	CC1G_15479.2	+1	CC1G_10220.2	-1
Chr_12	1947338	1947531	194	CC1G_10220.2	-1	CC1G_10221.2	-1
Chr_12	1948872	1949218	347	CC1G_10221.2	-1	CC1G_15480.2	-1
Chr_12	1949722	1950144	423	CC1G_15480.2	-1	CC1G_15481.2	-1
Chr_12	1950494	1955874	5381	CC1G_15481.2	-1	CC1G_10224.2	+1
Chr_12	1956825	1957325	501	CC1G_10224.2	+1	CC1G_10225.2	+1
Chr_12	1958708	1958753	46	CC1G_10225.2	+1	CC1G_10226.2	-1
Chr_12	1962422	1962680	259	CC1G_10226.2	-1	CC1G_10227.2	+1
Chr_12	1965023	1965918	896	CC1G_10227.2	+1	CC1G_10228.2	-1
Chr_12	1967633	1969287	1655	CC1G_10228.2	-1	CC1G_15482.2	+1
Chr_12	1971669	1971930	262	CC1G_15482.2	+1	CC1G_10231.2	-1
Chr_12	1973310	1973671	362	CC1G_10231.2	-1	CC1G_10232.2	+1
Chr_12	1976493	1978312	1820	CC1G_10232.2	+1	CC1G_10233.2	-1
Chr_12	1980256	1987597	7342	CC1G_10233.2	-1	CC1G_10237.2	-1
Chr_12	1988132	1989928	1797	CC1G_10237.2	-1	CC1G_10238.2	+1
Chr_12	1990876	1991692	817	CC1G_10238.2	+1	CC1G_10239.2	+1
Chr_12	1992839	1993254	416	CC1G_10239.2	+1	CC1G_10240.2	+1
Chr_12	1994674	1994932	259	CC1G_10240.2	+1	CC1G_10241.2	-1
Chr_12	1995618	1996323	706	CC1G_10241.2	-1	CC1G_10242.2	-1
Chr_12	1997279	1998101	823	CC1G_10242.2	-1	CC1G_10243.2	-1
Chr_12	2003425	2004157	733	CC1G_10243.2	-1	CC1G_10244.2	+1
Chr_12	2005565	2006792	1228	CC1G_10244.2	+1	CC1G_10245.2	+1
Chr_12	2009459	2010629	1171	CC1G_10245.2	+1	CC1G_10246.2	-1
Chr_12	2011268	2012836	1569	CC1G_10246.2	-1	CC1G_10247.2	+1
Chr_12	2013310	2014831	1522	CC1G_10247.2	+1	CC1G_10249.2	-1
Chr_12	2015708	2016985	1278	CC1G_10249.2	-1	CC1G_15483.2	+1
Chr_12	2018881	2020930	2050	CC1G_15483.2	+1	CC1G_10252.2	+1
Chr_12	2022980	2023556	577	CC1G_10252.2	+1	CC1G_10253.2	+1
Chr_12	2023896	2024505	610	CC1G_10253.2	+1	CC1G_10254.2	+1
Chr_12	2026642	2027306	665	CC1G_10254.2	+1	CC1G_10255.2	-1
Chr_12	2030395	2042544	12150	CC1G_10255.2	-1	CC1G_11768.2	-1
Chr_12	2047797	2049968	2172	CC1G_11768.2	-1	CC1G_11769.2	+1
Chr_12	2052046	2052463	418	CC1G_11769.2	+1	CC1G_11770.2	+1
Chr_12	2054094	2055333	1240	CC1G_11770.2	+1	CC1G_11771.2	+1
Chr_12	2057700	2059560	1861	CC1G_11771.2	+1	CC1G_15484.2	-1
Chr_12	2060263	2061487	1225	CC1G_15484.2	-1	CC1G_11774.2	-1
Chr_12	2062372	2062971	600	CC1G_11774.2	-1	CC1G_11775.2	-1
Chr_12	2063614	2064596	983	CC1G_11775.2	-1	CC1G_11776.2	-1
Chr_12	2065864	2066429	566	CC1G_11776.2	-1	CC1G_11777.2	-1
Chr_12	2067742	2068686	945	CC1G_11777.2	-1	CC1G_11778.2	-1
Chr_12	2069291	2070411	1121	CC1G_11778.2	-1	CC1G_11779.2	+1
Chr_12	2071630	2072136	507	CC1G_11779.2	+1	CC1G_11780.2	+1
Chr_12	2072512	2072804	293	CC1G_11780.2	+1	CC1G_15485.2	-1
Chr_12	2073192	2073955	764	CC1G_15485.2	-1	CC1G_11781.2	-1
Chr_12	2074565	2075861	1297	CC1G_11781.2	-1	CC1G_11782.2	+1
Chr_12	2077086	2077824	739	CC1G_11782.2	+1	CC1G_11783.2	+1
Chr_12	2079140	2079580	441	CC1G_11783.2	+1	CC1G_11784.2	-1
Chr_12	2080019	2082896	2878	CC1G_11784.2	-1	CC1G_11785.2	+1
Chr_12	2083448	2084180	733	CC1G_11785.2	+1	CC1G_11786.2	+1
Chr_12	2084966	2085118	153	CC1G_11786.2	+1	CC1G_11787.2	-1
Chr_12	2086627	2087752	1126	CC1G_11787.2	-1	CC1G_11788.2	-1
Chr_12	2089538	2090396	859	CC1G_11788.2	-1	CC1G_11789.2	+1
Chr_12	2091730	2092111	382	CC1G_11789.2	+1	CC1G_11790.2	-1
Chr_12	2092886	2097595	4710	CC1G_11790.2	-1	CC1G_11792.2	-1
Chr_12	2097947	2097972	26	CC1G_11792.2	-1	CHROM_END	+1
Chr_13	4191	5207	1017	CC1G_05545.2	-1	CC1G_15753.2	-1
Chr_13	5846	6925	1080	CC1G_15753.2	-1	CC1G_05546.2	+1
Chr_13	7568	7863	296	CC1G_05546.2	+1	CC1G_05547.2	+1
Chr_13	8548	8914	367	CC1G_05547.2	+1	CC1G_05548.2	-1
Chr_13	9581	10696	1116	CC1G_05548.2	-1	CC1G_05550.2	+1
Chr_13	11531	12591	1061	CC1G_05550.2	+1	CC1G_15754.2	+1
Chr_13	13444	13492	49	CC1G_15754.2	+1	CC1G_15755.2	+1
Chr_13	14255	15800	1546	CC1G_15755.2	+1	CC1G_05553.2	-1
Chr_13	17296	17648	353	CC1G_05553.2	-1	CC1G_05554.2	-1
Chr_13	18958	20226	1269	CC1G_05554.2	-1	CC1G_15756.2	+1
Chr_13	20496	20542	47	CC1G_15756.2	+1	CC1G_15757.2	+1
Chr_13	21992	22973	982	CC1G_15757.2	+1	CC1G_05556.2	+1
Chr_13	24930	25478	549	CC1G_05556.2	+1	CC1G_15758.2	+1
Chr_13	30586	30621	36	CC1G_15758.2	+1	CC1G_05559.2	+1
Chr_13	31998	33653	1656	CC1G_05559.2	+1	CC1G_05560.2	+1
Chr_13	34390	36874	2485	CC1G_05560.2	+1	CC1G_05561.2	-1
Chr_13	39072	42127	3056	CC1G_05561.2	-1	CC1G_05562.2	+1
Chr_13	42830	43895	1066	CC1G_05562.2	+1	CC1G_05563.2	-1
Chr_13	44730	46157	1428	CC1G_05563.2	-1	CC1G_15759.2	+1
Chr_13	55003	55244	242	CC1G_15759.2	+1	CC1G_05566.2	-1
Chr_13	56952	57607	656	CC1G_05566.2	-1	CC1G_05567.2	+1
Chr_13	59099	60075	977	CC1G_05567.2	+1	CC1G_05568.2	-1
Chr_13	64291	65287	997	CC1G_05568.2	-1	CC1G_15760.2	-1
Chr_13	66189	66866	678	CC1G_15760.2	-1	CC1G_15761.2	-1
Chr_13	68753	69390	638	CC1G_15761.2	-1	CC1G_05571.2	-1
Chr_13	70303	70765	463	CC1G_05571.2	-1	CC1G_05572.2	+1
Chr_13	71652	72172	521	CC1G_05572.2	+1	CC1G_05573.2	+1
Chr_13	72686	73404	719	CC1G_05573.2	+1	CC1G_05574.2	+1
Chr_13	74579	75167	589	CC1G_05574.2	+1	CC1G_05575.2	-1
Chr_13	76668	78157	1490	CC1G_05575.2	-1	CC1G_05576.2	+1
Chr_13	80138	81354	1217	CC1G_05576.2	+1	CC1G_05577.2	+1
Chr_13	82165	82558	394	CC1G_05577.2	+1	CC1G_05578.2	+1
Chr_13	84464	86328	1865	CC1G_05578.2	+1	CC1G_05579.2	+1
Chr_13	87358	87544	187	CC1G_05579.2	+1	CC1G_05580.2	-1
Chr_13	88105	90101	1997	CC1G_05580.2	-1	CC1G_05581.2	+1
Chr_13	90617	91308	692	CC1G_05581.2	+1	CC1G_05582.2	-1
Chr_13	93880	94173	294	CC1G_05582.2	-1	CC1G_05583.2	-1
Chr_13	94982	95271	290	CC1G_05583.2	-1	CC1G_05584.2	-1
Chr_13	96667	97825	1159	CC1G_05584.2	-1	CC1G_15762.2	+1
Chr_13	99136	101460	2325	CC1G_15762.2	+1	CC1G_15763.2	+1
Chr_13	109874	112464	2591	CC1G_15763.2	+1	CC1G_05588.2	-1
Chr_13	113473	113757	285	CC1G_05588.2	-1	CC1G_05589.2	+1
Chr_13	115205	115238	34	CC1G_05589.2	+1	CC1G_15764.2	-1
Chr_13	116634	116725	92	CC1G_15764.2	-1	CC1G_15765.2	-1
Chr_13	120510	120681	172	CC1G_15765.2	-1	CC1G_05591.2	+1
Chr_13	123217	123294	78	CC1G_05591.2	+1	CC1G_05592.2	-1
Chr_13	125713	136557	10845	CC1G_05592.2	-1	CC1G_15766.2	-1
Chr_13	136849	136993	145	CC1G_15766.2	-1	CC1G_05597.2	-1
Chr_13	138461	140001	1541	CC1G_05597.2	-1	CC1G_05598.2	+1
Chr_13	141501	141974	474	CC1G_05598.2	+1	CC1G_05599.2	-1
Chr_13	143319	145005	1687	CC1G_05599.2	-1	CC1G_05600.2	+1
Chr_13	145635	145880	246	CC1G_05600.2	+1	CC1G_05601.2	+1
Chr_13	146472	147450	979	CC1G_05601.2	+1	CC1G_15767.2	+1
Chr_13	148173	149223	1051	CC1G_15767.2	+1	CC1G_05602.2	-1
Chr_13	153386	153577	192	CC1G_05602.2	-1	CC1G_05603.2	+1
Chr_13	156342	156667	326	CC1G_05603.2	+1	CC1G_05604.2	+1
Chr_13	158994	159783	790	CC1G_05604.2	+1	CC1G_05605.2	+1
Chr_13	160373	161406	1034	CC1G_05605.2	+1	CC1G_05606.2	+1
Chr_13	161899	162349	451	CC1G_05606.2	+1	CC1G_05607.2	-1
Chr_13	162938	163962	1025	CC1G_05607.2	-1	CC1G_05608.2	-1
Chr_13	168199	169059	861	CC1G_05608.2	-1	CC1G_05609.2	-1
Chr_13	170341	171288	948	CC1G_05609.2	-1	CC1G_05610.2	-1
Chr_13	172489	173428	940	CC1G_05610.2	-1	CC1G_05611.2	+1
Chr_13	174593	174704	112	CC1G_05611.2	+1	CC1G_05612.2	-1
Chr_13	176166	176817	652	CC1G_05612.2	-1	CC1G_05613.2	-1
Chr_13	178087	179626	1540	CC1G_05613.2	-1	CC1G_15768.2	-1
Chr_13	180015	180986	972	CC1G_15768.2	-1	CC1G_05614.2	+1
Chr_13	181410	181909	500	CC1G_05614.2	+1	CC1G_05615.2	-1
Chr_13	182733	183955	1223	CC1G_05615.2	-1	CC1G_05616.2	-1
Chr_13	187052	188681	1630	CC1G_05616.2	-1	CC1G_05617.2	+1
Chr_13	189669	189944	276	CC1G_05617.2	+1	CC1G_05618.2	+1
Chr_13	190266	191102	837	CC1G_05618.2	+1	CC1G_05619.2	+1
Chr_13	192529	193538	1010	CC1G_05619.2	+1	CC1G_05620.2	+1
Chr_13	196027	196286	260	CC1G_05620.2	+1	CC1G_05621.2	-1
Chr_13	198174	198715	542	CC1G_05621.2	-1	CC1G_05622.2	-1
Chr_13	199726	218050	18325	CC1G_05622.2	-1	CC1G_05628.2	+1
Chr_13	219158	220976	1819	CC1G_05628.2	+1	CC1G_05629.2	+1
Chr_13	221765	222188	424	CC1G_05629.2	+1	CC1G_05630.2	-1
Chr_13	223623	224330	708	CC1G_05630.2	-1	CC1G_05631.2	+1
Chr_13	226125	226389	265	CC1G_05631.2	+1	CC1G_05632.2	-1
Chr_13	230946	234066	3121	CC1G_05632.2	-1	CC1G_05633.2	-1
Chr_13	235527	236009	483	CC1G_05633.2	-1	CC1G_05634.2	+1
Chr_13	237191	238204	1014	CC1G_05634.2	+1	CC1G_15769.2	-1
Chr_13	238658	239097	440	CC1G_15769.2	-1	CC1G_15770.2	-1
Chr_13	239848	240355	508	CC1G_15770.2	-1	CC1G_05635.2	-1
Chr_13	241886	242719	834	CC1G_05635.2	-1	CC1G_05636.2	-1
Chr_13	244194	244600	407	CC1G_05636.2	-1	CC1G_05637.2	+1
Chr_13	246429	246524	96	CC1G_05637.2	+1	CC1G_05638.2	-1
Chr_13	247174	248369	1196	CC1G_05638.2	-1	CC1G_05639.2	-1
