#gene	chrom	chrom_start	chrom_stop
CC1G_03380	Chr_8	668726	670174
CC1G_03389	Chr_8	696240	697166
CC1G_03391	Chr_8	701628	701957
CC1G_03396	Chr_8	714833	717172
CC1G_03398	Chr_8	723762	727184
CC1G_03404	Chr_8	740181	740700
CC1G_03415	Chr_8	767598	769797
CC1G_03420	Chr_8	778499	780599
CC1G_03422	Chr_8	781187	782480
CC1G_03429	Chr_8	803844	804612
CC1G_03434	Chr_8	811887	812793
CC1G_03451	Chr_8	859889	860309
CC1G_03477	Chr_9	1619639	1621689
CC1G_03479	Chr_9	1628225	1629298
CC1G_03484	Chr_9	1639998	1640711
CC1G_03485	Chr_9	1641038	1641695
CC1G_03488	Chr_9	1653339	1654885
CC1G_03491	Chr_9	1662202	1662471
CC1G_03493	Chr_9	1665923	1666775
CC1G_03495	Chr_9	1673558	1674480
CC1G_03497	Chr_9	1676781	1677185
CC1G_03499	Chr_9	1678156	1678956
CC1G_03501	Chr_9	1681249	1681758
CC1G_03507	Chr_9	1694096	1695415
CC1G_03509	Chr_9	1697850	1699968
CC1G_03513	Chr_9	1704129	1705334
CC1G_03514	Chr_9	1710027	1710863
CC1G_03515	Chr_9	1711242	1712412
CC1G_03516	Chr_9	1714615	1719217
CC1G_03523	Chr_9	1736339	1736936
CC1G_03524	Chr_9	1738078	1740108
CC1G_03528	Chr_9	1749800	1751466
CC1G_03530	Chr_9	1753569	1755241
CC1G_03535	Chr_9	1765048	1766123
CC1G_03536	Chr_9	1767246	1770541
CC1G_03537	Chr_9	1771280	1772537
CC1G_03538	Chr_9	1772833	1773083
CC1G_03539	Chr_9	1774019	1775030
CC1G_03544	Chr_9	1780721	1783166
CC1G_03545	Chr_9	1784526	1788239
CC1G_03546	Chr_9	1788573	1790244
CC1G_03550	Chr_9	1802743	1803550
CC1G_03560	Chr_9	1829836	1830894
CC1G_03561	Chr_9	1831261	1832369
CC1G_03565	Chr_9	1841286	1845027
CC1G_03567	Chr_9	1847793	1848328
CC1G_03570	Chr_9	1853439	1855149
CC1G_03582	Chr_9	1882568	1885430
CC1G_03583	Chr_9	1886278	1887023
CC1G_03589	Chr_9	1905730	1906192
CC1G_03592	Chr_9	1911862	1912333
CC1G_03594	Chr_9	1913589	1914018
CC1G_03596	Chr_9	1914644	1917960
CC1G_03597	Chr_9	1918884	1919209
CC1G_03599	Chr_9	1926037	1927483
CC1G_03602	Chr_9	1932273	1936233
CC1G_03603	Chr_9	1936868	1940937
CC1G_03604	Chr_9	1941328	1941861
CC1G_03609	Chr_9	1957990	1959148
CC1G_03617	Chr_9	1976762	1977556
CC1G_03619	Chr_9	1984527	1985127
CC1G_03621	Chr_1	1875181	1876066
CC1G_03642	Chr_1	1925514	1927633
CC1G_03644	Chr_1	1929024	1929554
CC1G_03646	Chr_1	1931973	1932393
CC1G_03664	Chr_1	1969097	1969975
CC1G_03673	Chr_1	2000365	2002434
CC1G_03674	Chr_1	2002908	2003847
CC1G_03675	Chr_1	2004007	2005340
CC1G_03677	Chr_1	2006831	2007758
CC1G_03681	Chr_1	2011964	2013387
CC1G_03685	Chr_1	2019324	2020973
CC1G_03686	Chr_1	2021381	2022460
CC1G_03696	Chr_1	2042771	2044097
CC1G_03704	Chr_1	2069468	2071999
CC1G_03713	Chr_1	2087069	2088023
CC1G_03721	Chr_1	2105562	2106875
CC1G_03725	Chr_1	2120687	2122946
CC1G_03733	Chr_1	2135508	2137315
CC1G_03738	Chr_1	2147317	2149362
CC1G_03740	Chr_1	2150692	2154325
CC1G_03741	Chr_1	2157167	2158511
CC1G_03748	Chr_1	2169466	2171997
CC1G_03751	Chr_1	2174825	2175040
CC1G_03752	Chr_1	2175631	2177182
CC1G_03759	Chr_1	2195338	2197548
CC1G_03764	Chr_1	2203552	2205520
CC1G_03765	Chr_1	2205852	2207376
CC1G_03771	Chr_1	2224498	2227438
CC1G_03773	Chr_1	2229550	2231659
CC1G_03790	Chr_2	2255479	2257741
CC1G_03796	Chr_2	2267718	2268813
CC1G_03799	Chr_2	2274368	2275137
CC1G_03803	Chr_2	2287448	2288657
CC1G_03807	Chr_2	2295573	2297204
CC1G_03818	Chr_2	2325364	2328325
CC1G_03820	Chr_2	2331289	2331896
CC1G_03827	Chr_2	2343800	2345087
CC1G_03828	Chr_2	2345583	2346314
CC1G_03831	Chr_2	2350455	2351562
CC1G_03833	Chr_2	2353794	2356165
CC1G_03839	Chr_2	2369545	2373245
CC1G_03841	Chr_2	2375780	2376781
CC1G_03843	Chr_2	2379279	2380745
CC1G_03844	Chr_2	2381263	2383184
CC1G_03860	Chr_2	2425083	2426273
CC1G_03863	Chr_2	2432655	2433743
CC1G_03864	Chr_2	2434117	2435720
CC1G_03876	Chr_2	2461970	2463766
CC1G_03885	Chr_2	2475100	2475279
CC1G_03890	Chr_2	2484398	2486984
CC1G_03893	Chr_2	2499450	2499863
CC1G_03897	Chr_2	2509573	2513978
CC1G_03930	Chr_7	437724	438483
CC1G_03943	Chr_7	475153	477414
CC1G_03945	Chr_7	481899	484923
CC1G_03958	Chr_7	523480	524500
CC1G_03964	Chr_7	532814	534026
CC1G_03968	Chr_7	546779	550296
CC1G_03975	Chr_7	567520	570337
CC1G_03980	Chr_7	581424	582544
CC1G_03981	Chr_7	582966	583917
CC1G_03982	Chr_7	585231	585936
CC1G_03985	Chr_7	590500	591457
CC1G_03992	Chr_7	608224	609097
CC1G_03993	Chr_7	609472	610529
CC1G_03994	Chr_7	610740	613721
CC1G_03998	Chr_7	621437	621678
CC1G_04005	Chr_7	643859	645087
CC1G_04006	Chr_7	646238	647492
CC1G_04012	Chr_7	675833	676197
CC1G_04017	Chr_7	690556	691008
CC1G_04020	Chr_7	700701	701671
CC1G_04026	Chr_7	717434	718176
CC1G_04034	Chr_7	754029	754698
CC1G_04037	Chr_7	757428	759464
CC1G_04049	Chr_4	3198992	3200402
CC1G_04050	Chr_4	3202101	3203816
CC1G_04051	Chr_4	3204469	3206700
CC1G_04057	Chr_4	3228225	3228858
CC1G_04059	Chr_4	3233657	3235115
CC1G_04069	Chr_4	3265547	3267106
CC1G_04070	Chr_4	3270656	3271143
CC1G_04074	Chr_4	3279940	3281689
CC1G_04075	Chr_4	3283171	3283643
CC1G_04077	Chr_4	3288680	3289702
CC1G_04078	Chr_4	3290207	3290527
CC1G_04080	Chr_4	3296812	3297352
CC1G_04089	Chr_4	3315308	3315850
CC1G_04091	Chr_4	3319611	3323907
CC1G_04092	Chr_4	3324169	3325430
CC1G_04095	Chr_4	3338618	3339354
CC1G_04098	Chr_4	3346773	3348374
CC1G_04101	Chr_4	3354972	3355652
CC1G_04103	Chr_4	3357689	3359482
CC1G_04104	Chr_4	3359700	3360948
CC1G_04105	Chr_4	3361503	3361966
CC1G_04107	Chr_4	3364612	3365356
CC1G_04109	Chr_4	3368339	3369262
CC1G_04110	Chr_4	3369693	3370065
CC1G_04116	Chr_4	3385535	3386960
CC1G_04118	Chr_4	3390460	3391325
CC1G_04123	Chr_4	3411488	3413050
CC1G_04129	Chr_4	3423346	3425250
CC1G_04130	Chr_4	3425943	3427430
CC1G_04132	Chr_4	3434124	3434774
CC1G_04148	Chr_4	3481264	3482550
CC1G_04154	Chr_4	3492079	3492670
CC1G_04156	Chr_4	3497678	3498474
CC1G_04160	Chr_4	3505723	3508314
CC1G_04162	Chr_4	3514319	3516288
CC1G_04163	Chr_4	3517527	3517841
CC1G_04165	Chr_4	3521026	3523262
CC1G_04171	Chr_4	3541016	3541433
CC1G_04172	Chr_4	3546077	3547513
CC1G_04174	Chr_4	3551196	3552025
CC1G_04184	Chr_2	1375737	1377423
CC1G_04185	Chr_2	1378858	1379314
CC1G_04198	Chr_2	1403803	1405019
CC1G_04200	Chr_2	1407026	1409919
CC1G_04203	Chr_2	1414175	1416496
CC1G_04210	Chr_2	1431235	1439190
CC1G_04211	Chr_2	1439928	1441839
CC1G_04220	Chr_2	1466023	1466711
CC1G_04227	Chr_2	1484490	1485000
CC1G_04229	Chr_2	1489463	1489917
CC1G_04241	Chr_2	1519583	1520988
CC1G_04244	Chr_2	1525932	1528624
CC1G_04250	Chr_2	1537136	1540406
CC1G_04257	Chr_2	1561604	1563800
CC1G_04265	Chr_2	1580587	1583099
CC1G_04266	Chr_2	1583492	1585269
CC1G_04281	Chr_2	1626185	1627117
CC1G_04294	Chr_2	1653282	1653873
CC1G_04297	Chr_2	1656107	1658309
CC1G_04299	Chr_2	1664969	1665841
CC1G_04302	Chr_2	1668705	1668977
CC1G_04305	Chr_2	1677707	1678854
CC1G_04319	Chr_2	1705537	1707092
CC1G_04323	Chr_2	1710691	1712354
CC1G_04335	Chr_1	658144	661449
CC1G_04339	Chr_1	673475	675024
CC1G_04342	Chr_1	683797	686150
CC1G_04357	Chr_1	730415	732377
CC1G_04359	Chr_1	735978	737023
CC1G_04361	Chr_1	746143	748227
CC1G_04362	Chr_1	749485	749997
CC1G_04378	Chr_1	789905	790679
CC1G_04381	Chr_1	799326	801696
CC1G_04384	Chr_1	807709	809027
CC1G_04386	Chr_1	812032	812377
CC1G_04389	Chr_1	817991	819733
CC1G_04397	Chr_1	838124	839368
CC1G_04410	Chr_1	883128	884708
CC1G_04422	Chr_1	911587	912540
CC1G_04433	Chr_1	939800	940078
CC1G_04440	Chr_1	955401	955878
CC1G_04442	Chr_1	959734	961071
CC1G_04462	Chr_3	886435	887013
CC1G_04464	Chr_3	889376	891240
CC1G_04477	Chr_3	928345	929401
CC1G_04485	Chr_3	951125	951748
CC1G_04499	Chr_3	982683	983048
CC1G_04500	Chr_3	983666	987007
CC1G_04505	Chr_3	998640	999530
CC1G_04507	Chr_3	1003242	1004056
CC1G_04511	Chr_3	1010598	1013624
CC1G_04513	Chr_3	1016307	1018681
CC1G_04514	Chr_3	1019133	1023151
CC1G_04525	Chr_3	1053675	1054170
CC1G_04535	Chr_3	1080427	1081972
CC1G_04542	Chr_3	1096299	1098661
CC1G_04548	Chr_3	1111132	1114793
CC1G_04550	Chr_3	1120199	1121439
CC1G_04560	Chr_3	1153835	1154654
CC1G_04573	Chr_3	1187338	1188283
CC1G_04584	Chr_3	511723	513643
CC1G_04585	Chr_3	514385	516767
CC1G_04592	Chr_3	537847	538385
CC1G_04594	Chr_3	541674	542035
CC1G_04597	Chr_3	550763	552543
CC1G_04605	Chr_3	582911	587113
CC1G_04627	Chr_3	653330	654787
CC1G_04648	Chr_3	707141	707803
CC1G_04652	Chr_3	719698	720417
CC1G_04657	Chr_3	735055	737451
CC1G_04659	Chr_3	740891	742029
CC1G_04667	Chr_3	753476	755512
CC1G_04668	Chr_3	755957	756324
CC1G_04669	Chr_3	756954	757556
CC1G_04679	Chr_3	782525	786953
CC1G_04684	Chr_3	801951	804050
CC1G_04685	Chr_3	804704	806690
CC1G_04686	Chr_3	807397	808391
CC1G_04687	Chr_3	808981	810504
CC1G_04688	Chr_3	811273	812793
CC1G_04691	Chr_3	815508	818191
CC1G_04695	Chr_3	828819	830091
CC1G_04696	Chr_3	831662	833178
CC1G_04697	Chr_3	835227	836358
CC1G_04702	Chr_13	548548	548828
CC1G_04709	Chr_13	565218	566424
CC1G_04714	Chr_13	591025	593537
CC1G_04721	Chr_13	605294	606243
CC1G_04728	Chr_13	622020	623397
CC1G_04729	Chr_13	626277	627468
CC1G_04733	Chr_13	634041	636017
CC1G_04739	Chr_13	650663	651099
CC1G_04740	Chr_13	651600	652702
CC1G_04742	Chr_13	657372	658814
CC1G_04746	Chr_13	666949	668428
CC1G_04754	Chr_13	688769	689310
CC1G_04756	Chr_13	693595	695578
CC1G_04759	Chr_13	710402	712062
CC1G_04773	Chr_13	754278	756724
CC1G_04774	Chr_13	757748	758890
CC1G_04777	Chr_13	765119	765810
CC1G_04782	Chr_13	778799	779224
CC1G_04783	Chr_13	779523	781497
CC1G_04797	Chr_13	819039	821396
CC1G_04799	Chr_13	831193	831911
CC1G_04803	Chr_13	839400	840977
CC1G_04812	Chr_13	860898	861993
CC1G_04815	Chr_13	870367	871443
CC1G_04817	Chr_13	873788	877662
CC1G_04832	Chr_2	3418908	3419257
CC1G_04833	Chr_2	3420140	3420503
CC1G_04834	Chr_2	3421347	3421859
CC1G_04838	Chr_2	3428119	3429035
CC1G_04841	Chr_2	3433741	3434628
CC1G_04844	Chr_2	3440188	3442228
CC1G_04845	Chr_2	3442924	3443715
CC1G_04846	Chr_2	3445529	3449171
CC1G_04855	Chr_2	3470199	3474903
CC1G_04856	Chr_2	3475637	3477080
CC1G_04858	Chr_2	3479059	3480866
CC1G_04859	Chr_2	3481736	3482390
CC1G_04861	Chr_2	3484591	3485052
CC1G_04864	Chr_2	3494048	3494303
CC1G_04881	Chr_2	3535810	3536550
CC1G_04882	Chr_2	3536749	3537012
CC1G_04883	Chr_2	3537930	3538629
CC1G_04886	Chr_2	3540987	3541679
CC1G_04887	Chr_2	3541891	3542187
CC1G_04891	Chr_2	3544875	3545718
CC1G_04894	Chr_2	3550434	3552549
CC1G_04897	Chr_2	3569786	3570506
CC1G_04899	Chr_2	3577254	3579570
CC1G_04901	Chr_2	3585933	3588119
CC1G_04902	Chr_2	3588999	3589258
CC1G_04904	Chr_2	3590823	3592269
CC1G_04905	Chr_2	3593702	3594149
CC1G_04906	Chr_2	3594394	3595176
CC1G_04909	Chr_2	3604056	3608276
CC1G_04913	Chr_2	3617732	3618101
CC1G_04914	Chr_2	3618647	3620679
CC1G_04922	Chr_2	3637063	3638694
CC1G_04924	Chr_2	3642989	3645543
CC1G_04925	Chr_2	3647049	3647789
CC1G_04935	Chr_2	3666037	3667510
CC1G_04940	Chr_2	3684861	3685520
CC1G_04947	Chr_2	3705151	3710070
CC1G_04949	Chr_2	3714285	3717259
CC1G_04951	Chr_2	3731705	3732730
CC1G_04962	Chr_8	1689401	1691474
CC1G_04964	Chr_8	1695360	1695833
CC1G_04965	Chr_8	1696210	1696686
CC1G_04969	Chr_8	1702209	1704036
CC1G_04976	Chr_8	1721136	1722303
CC1G_04987	Chr_8	1749750	1750381
CC1G_04989	Chr_8	1751824	1752363
CC1G_04992	Chr_8	1763653	1765523
CC1G_04993	Chr_8	1765809	1767515
CC1G_04998	Chr_8	1777252	1779148
CC1G_05002	Chr_8	1784397	1784911
CC1G_05012	Chr_8	1804464	1806253
CC1G_05017	Chr_8	1814905	1817094
CC1G_05019	Chr_8	1821240	1824650
CC1G_05026	Chr_8	1847477	1852012
CC1G_05028	Chr_8	1856032	1856353
CC1G_05029	Chr_8	1856926	1859323
CC1G_05031	Chr_8	1866701	1868157
CC1G_05033	Chr_8	1871438	1875225
CC1G_05043	Chr_8	1908313	1908803
CC1G_05045	Chr_8	1912093	1913349
CC1G_05048	Chr_8	1917601	1919649
CC1G_05051	Chr_8	1932016	1933044
CC1G_05052	Chr_8	1933670	1935058
CC1G_05054	Chr_8	1939909	1942657
CC1G_05057	Chr_8	1953094	1954407
CC1G_05060	Chr_8	1960213	1961102
CC1G_05069	Chr_8	1977670	1978348
CC1G_05077	Chr_2	1786972	1788258
CC1G_05084	Chr_2	1809930	1810956
CC1G_05092	Chr_2	1832282	1833909
CC1G_05094	Chr_2	1835627	1836099
CC1G_05102	Chr_2	1860989	1862707
CC1G_05110	Chr_2	1880861	1881754
CC1G_05113	Chr_2	1896186	1896443
CC1G_05116	Chr_2	1903790	1905746
CC1G_05120	Chr_2	1912554	1916593
CC1G_05123	Chr_2	1924861	1926058
CC1G_05137	Chr_2	1951836	1952900
CC1G_05162	Chr_2	2018356	2019958
CC1G_05178	Chr_2	2055030	2058039
CC1G_05186	Chr_2	2074840	2076765
CC1G_05209	Chr_11	736797	737726
CC1G_05210	Chr_11	738295	740509
CC1G_05214	Chr_11	747088	749308
CC1G_05222	Chr_11	772990	774183
CC1G_05224	Chr_11	778135	780536
CC1G_05226	Chr_11	781867	782566
CC1G_05227	Chr_11	783090	783944
CC1G_05228	Chr_11	784577	785185
CC1G_05229	Chr_11	786077	787006
CC1G_05232	Chr_11	803984	805933
CC1G_05233	Chr_11	806879	808669
CC1G_05234	Chr_11	809500	811590
CC1G_05239	Chr_11	822149	824792
CC1G_05244	Chr_11	837134	839049
CC1G_05249	Chr_11	849413	850763
CC1G_05251	Chr_11	854568	855174
CC1G_05254	Chr_11	861598	862077
CC1G_05263	Chr_11	888380	889642
CC1G_05265	Chr_11	895686	896620
CC1G_05269	Chr_11	909124	909885
CC1G_05270	Chr_11	910120	911092
CC1G_05274	Chr_11	920114	920893
CC1G_05285	Chr_11	956483	958269
CC1G_05286	Chr_11	958660	960118
CC1G_05290	Chr_11	966876	967749
CC1G_05295	Chr_11	976991	980051
CC1G_05299	Chr_11	984981	985676
CC1G_05311	Chr_11	1017559	1018786
CC1G_05316	Chr_11	1028872	1030387
CC1G_05318	Chr_11	1033749	1034284
CC1G_05320	Chr_11	1041503	1043593
CC1G_05326	Chr_8	23332	24174
CC1G_05332	Chr_8	39800	42047
CC1G_05339	Chr_8	54340	54880
CC1G_05340	Chr_8	58353	58713
CC1G_05345	Chr_8	74131	76024
CC1G_05348	Chr_8	83148	83512
CC1G_05354	Chr_8	100307	102151
CC1G_05358	Chr_8	114739	114996
CC1G_05360	Chr_8	119410	119824
CC1G_05361	Chr_8	121058	122563
CC1G_05362	Chr_8	122664	123346
CC1G_05369	Chr_8	141931	142224
CC1G_05370	Chr_8	143124	143440
CC1G_05374	Chr_8	155130	155669
CC1G_05379	Chr_8	171560	172138
CC1G_05384	Chr_8	180096	180491
CC1G_05386	Chr_8	184098	185740
CC1G_05389	Chr_8	192453	194016
CC1G_05390	Chr_8	195589	196207
CC1G_05391	Chr_8	197103	198158
CC1G_05395	Chr_8	204873	207883
CC1G_05397	Chr_8	212843	213643
CC1G_05404	Chr_8	226857	228142
CC1G_05415	Chr_8	261468	262455
CC1G_05423	Chr_8	283901	285243
CC1G_05424	Chr_8	286019	286543
CC1G_05425	Chr_8	287076	287525
CC1G_05432	Chr_8	306970	308071
CC1G_05440	Chr_8	329546	331476
CC1G_05444	Chr_8	340759	341323
CC1G_05447	Chr_8	345877	346884
CC1G_05451	Chr_11	1605522	1608308
CC1G_05453	Chr_11	1598728	1600108
CC1G_05454	Chr_11	1596672	1598270
CC1G_05464	Chr_11	1568233	1569776
CC1G_05467	Chr_11	1558562	1560297
CC1G_05471	Chr_11	1544840	1545175
CC1G_05481	Chr_11	1518660	1519010
CC1G_05489	Chr_11	1498372	1498947
CC1G_05502	Chr_11	1459090	1460687
CC1G_05505	Chr_11	1448379	1452967
CC1G_05506	Chr_11	1446956	1447764
CC1G_05509	Chr_11	1430009	1431866
CC1G_05511	Chr_11	1422387	1424668
CC1G_05512	Chr_11	1419756	1422094
CC1G_05515	Chr_11	1411302	1412710
CC1G_05519	Chr_11	1399652	1400068
CC1G_05521	Chr_11	1391741	1392746
CC1G_05523	Chr_11	1388499	1390211
CC1G_05528	Chr_11	1376544	1378907
CC1G_05531	Chr_11	1366806	1367279
CC1G_05542	Chr_11	1335365	1336264
CC1G_05543	Chr_11	1331412	1333153
CC1G_05545	Chr_13	247	4190
CC1G_05548	Chr_13	8915	9580
CC1G_05550	Chr_13	10697	11530
CC1G_05553	Chr_13	15801	17295
CC1G_05560	Chr_13	33654	34389
CC1G_05562	Chr_13	42128	42829
CC1G_05571	Chr_13	69391	70302
CC1G_05579	Chr_13	86329	87357
CC1G_05598	Chr_13	140002	141500
CC1G_05600	Chr_13	145006	145634
CC1G_05602	Chr_13	149224	153385
CC1G_05603	Chr_13	153578	156341
CC1G_05604	Chr_13	156668	158993
CC1G_05609	Chr_13	169060	170340
CC1G_05610	Chr_13	171289	172488
CC1G_05611	Chr_13	173429	174592
CC1G_05613	Chr_13	176818	178086
CC1G_05617	Chr_13	188682	189668
CC1G_05618	Chr_13	189945	190265
CC1G_05620	Chr_13	193539	196026
CC1G_05622	Chr_13	198716	199725
CC1G_05639	Chr_13	248370	249013
CC1G_05640	Chr_13	249764	250697
CC1G_05644	Chr_13	259293	260750
CC1G_05646	Chr_13	265339	265770
CC1G_05648	Chr_13	269144	270199
CC1G_05649	Chr_13	270328	272694
CC1G_05652	Chr_13	282690	283964
CC1G_05653	Chr_13	286377	289168
CC1G_05657	Chr_13	299788	300488
CC1G_05662	Chr_7	2014808	2016005
CC1G_05675	Chr_7	2055875	2056856
CC1G_05676	Chr_7	2057211	2058470
CC1G_05685	Chr_7	2081108	2081899
CC1G_05691	Chr_7	2095182	2095670
CC1G_05697	Chr_7	2110330	2110816
CC1G_05703	Chr_7	2123767	2124979
CC1G_05707	Chr_7	2142519	2142977
CC1G_05717	Chr_7	2172466	2173924
CC1G_05721	Chr_7	2183546	2184708
CC1G_05722	Chr_7	2185160	2190336
CC1G_05726	Chr_7	2196991	2197560
CC1G_05728	Chr_7	2201356	2203401
CC1G_05730	Chr_7	2205985	2206753
CC1G_05738	Chr_7	2223435	2224192
CC1G_05740	Chr_7	2226976	2227999
CC1G_05753	Chr_7	2265358	2265767
CC1G_05755	Chr_7	2268726	2269250
CC1G_05759	Chr_7	2275188	2275875
CC1G_05763	Chr_7	2285773	2288286
CC1G_05766	Chr_7	2291465	2291989
CC1G_05777	Chr_12	140759	142215
CC1G_05786	Chr_12	161586	163298
CC1G_05793	Chr_12	182633	183958
CC1G_05796	Chr_12	189600	191829
CC1G_05799	Chr_12	201863	202923
CC1G_05802	Chr_12	210852	213265
CC1G_05806	Chr_12	220095	222877
CC1G_05809	Chr_12	228050	230492
CC1G_05817	Chr_12	254203	255985
CC1G_05834	Chr_12	300034	301566
CC1G_05836	Chr_12	304348	305659
CC1G_05837	Chr_12	306716	307000
CC1G_05839	Chr_12	311306	312403
CC1G_05841	Chr_12	316021	317348
CC1G_05842	Chr_12	317722	318153
CC1G_05849	Chr_12	337349	339154
CC1G_05853	Chr_12	346062	346462
CC1G_05861	Chr_12	366454	367044
CC1G_05863	Chr_12	369152	372042
CC1G_05866	Chr_12	378464	381385
CC1G_05868	Chr_12	387800	388464
CC1G_05869	Chr_12	389030	391349
CC1G_05872	Chr_12	403097	404378
CC1G_05873	Chr_12	406259	413214
CC1G_05893	Chr_7	2568134	2569805
CC1G_05895	Chr_7	2578980	2580952
CC1G_05898	Chr_7	2591850	2594336
CC1G_05902	Chr_7	2605034	2606373
CC1G_05905	Chr_7	2609027	2609448
CC1G_05907	Chr_7	2613748	2615922
CC1G_05911	Chr_7	2625851	2628739
CC1G_05930	Chr_7	2688627	2690188
CC1G_05940	Chr_7	2726469	2729242
CC1G_05941	Chr_7	2729948	2733418
CC1G_05944	Chr_7	2743454	2744021
CC1G_05945	Chr_7	2744565	2745517
CC1G_05946	Chr_7	2747943	2749931
CC1G_05950	Chr_7	2758553	2759158
CC1G_05951	Chr_7	2759237	2759562
CC1G_05955	Chr_7	2771613	2772995
CC1G_05963	Chr_3	139026	140498
CC1G_05969	Chr_3	162792	163436
CC1G_05971	Chr_3	171065	172824
CC1G_05972	Chr_3	173719	175958
CC1G_05974	Chr_3	179039	181434
CC1G_05975	Chr_3	181787	182532
CC1G_05977	Chr_3	185361	187092
CC1G_05983	Chr_3	200463	202606
CC1G_05984	Chr_3	204190	205185
CC1G_05985	Chr_3	205499	207728
CC1G_05986	Chr_3	208055	208971
CC1G_05987	Chr_3	210193	211852
CC1G_05994	Chr_3	225083	227151
CC1G_06002	Chr_3	248010	248552
CC1G_06004	Chr_3	254125	255908
CC1G_06005	Chr_3	258061	259395
CC1G_06006	Chr_3	260090	261443
CC1G_06007	Chr_3	262901	263300
CC1G_06012	Chr_3	272304	272744
CC1G_06037	Chr_3	343372	344905
CC1G_06038	Chr_3	345534	347569
CC1G_06039	Chr_3	348113	348896
CC1G_06040	Chr_3	349893	350588
CC1G_06044	Chr_3	359160	360742
CC1G_06047	Chr_3	372815	373197
CC1G_06048	Chr_3	375420	375914
CC1G_06050	Chr_3	383455	386508
CC1G_06051	Chr_3	389250	389681
CC1G_06067	Chr_2	2920236	2921261
CC1G_06068	Chr_2	2922847	2924269
CC1G_06069	Chr_2	2924898	2925766
CC1G_06071	Chr_2	2930595	2931081
CC1G_06077	Chr_2	2946675	2947594
CC1G_06078	Chr_2	2950889	2951467
CC1G_06079	Chr_2	2953035	2953944
CC1G_06080	Chr_2	2957552	2958136
CC1G_06081	Chr_2	2959626	2961359
CC1G_06083	Chr_2	2963928	2965146
CC1G_06085	Chr_2	2968995	2970237
CC1G_06091	Chr_2	2990265	2991219
CC1G_06092	Chr_2	2991784	2993172
CC1G_06093	Chr_2	2994912	2995401
CC1G_06095	Chr_2	2997460	2998021
CC1G_06099	Chr_2	3005204	3005890
CC1G_06108	Chr_2	3029432	3029953
CC1G_06109	Chr_2	3031027	3031463
CC1G_06115	Chr_2	3042336	3044720
CC1G_06123	Chr_2	3064281	3065289
CC1G_06126	Chr_2	3076275	3077840
CC1G_06129	Chr_2	3086737	3088178
CC1G_06139	Chr_2	3115644	3116191
CC1G_06143	Chr_2	3124382	3125244
CC1G_06148	Chr_2	3132458	3133169
CC1G_06149	Chr_2	3135085	3136403
CC1G_06156	Chr_2	3150551	3151341
CC1G_06166	Chr_4	2765803	2766184
CC1G_06171	Chr_4	2776706	2778841
CC1G_06172	Chr_4	2779855	2782730
CC1G_06173	Chr_4	2783603	2785019
CC1G_06174	Chr_4	2785416	2787630
CC1G_06179	Chr_4	2801348	2805966
CC1G_06187	Chr_4	2825045	2827318
CC1G_06188	Chr_4	2830876	2832293
CC1G_06190	Chr_4	2837732	2840385
CC1G_06198	Chr_4	2854867	2855284
CC1G_06212	Chr_4	2891446	2893921
CC1G_06213	Chr_4	2894179	2896866
CC1G_06214	Chr_4	2897587	2898370
CC1G_06217	Chr_4	2901137	2904351
CC1G_06227	Chr_4	2929642	2933260
CC1G_06239	Chr_4	2965295	2966953
CC1G_06242	Chr_4	2974690	2975250
CC1G_06243	Chr_4	2975764	2976410
CC1G_06249	Chr_4	2992434	2993902
CC1G_06267	Chr_4	1676881	1679964
CC1G_06268	Chr_4	1680929	1683427
CC1G_06271	Chr_4	1689663	1690730
CC1G_06277	Chr_4	1704283	1705371
CC1G_06280	Chr_4	1713195	1716091
CC1G_06283	Chr_4	1722578	1722991
CC1G_06284	Chr_4	1723433	1724404
CC1G_06285	Chr_4	1724442	1725545
CC1G_06295	Chr_4	1747790	1748776
CC1G_06296	Chr_4	1749682	1751502
CC1G_06298	Chr_4	1755136	1756111
CC1G_06300	Chr_4	1763576	1765180
CC1G_06309	Chr_4	1783434	1784807
CC1G_06314	Chr_4	1796029	1798109
CC1G_06318	Chr_4	1802959	1804028
CC1G_06320	Chr_4	1807121	1809042
CC1G_06325	Chr_4	1822858	1825238
CC1G_06326	Chr_4	1826146	1827393
CC1G_06334	Chr_4	1845335	1847827
CC1G_06338	Chr_4	1853433	1854475
CC1G_06345	Chr_4	1871996	1873079
CC1G_06349	Chr_4	1885436	1889440
CC1G_06351	Chr_4	1891240	1891973
CC1G_06356	Chr_4	1906058	1906831
CC1G_06366	Chr_4	1942530	1944416
CC1G_06367	Chr_4	1945016	1946697
CC1G_06369	Chr_4	1952590	1953960
CC1G_06375	Chr_4	1970630	1972528
CC1G_06380	Chr_4	1981686	1983130
CC1G_06383	Chr_4	1988074	1989295
CC1G_06395	Chr_4	2027449	2028702
CC1G_06401	Chr_4	2040788	2041715
CC1G_06402	Chr_4	2041851	2044843
CC1G_06403	Chr_4	2045179	2047205
CC1G_06407	Chr_4	2055731	2057309
CC1G_06411	Chr_4	2067908	2068994
CC1G_06414	Chr_4	2074485	2075863
CC1G_06425	Chr_4	2107598	2108346
CC1G_06440	Chr_4	2147871	2151460
CC1G_06443	Chr_4	2157689	2159067
CC1G_06451	Chr_12	1270597	1275555
CC1G_06452	Chr_12	1277578	1280162
CC1G_06454	Chr_12	1286801	1288470
