#gene	chrom	chrom_start	chrom_stop	chrom_strand	targets	methods
CC1G_09066	Chr_4	657374	658118	-1	CC1G_04929,CC1G_05601,CC1G_09071,CC1G_10484,CC1G_10491,CC1G_15370,CC1G_15767	orthomcl
CC1G_09067	Chr_4	658401	659356	+1	CC1G_14043	orthomcl
CC1G_09071	Chr_4	670838	671606	+1	CC1G_04929,CC1G_05601,CC1G_09066,CC1G_10484,CC1G_10491,CC1G_15370,CC1G_15767	orthomcl
CC1G_09072	Chr_4	672368	674359	+1	CC1G_02750,CC1G_02792,CC1G_03145,CC1G_03156,CC1G_03182,CC1G_03183,CC1G_03186,CC1G_03382,CC1G_04920,CC1G_05335,CC1G_07808,CC1G_08896,CC1G_08908,CC1G_08952,CC1G_08966,CC1G_08967,CC1G_08968,CC1G_08978,CC1G_08980,CC1G_09049,CC1G_09050,CC1G_09056,CC1G_09064,CC1G_09065,CC1G_09073,CC1G_09087,CC1G_09090,CC1G_09211,CC1G_09295,CC1G_09297,CC1G_09298,CC1G_09299,CC1G_09300,CC1G_10163,CC1G_10363,CC1G_10449,CC1G_10457,CC1G_10858,CC1G_11010,CC1G_11250,CC1G_11779,CC1G_11780,CC1G_12030,CC1G_12125,CC1G_12282,CC1G_12599,CC1G_13197,CC1G_13251,CC1G_13252,CC1G_13548,CC1G_13564,CC1G_14044,CC1G_14045,CC1G_14307,CC1G_14308,CC1G_14528,CC1G_14529,CC1G_15745,CC1G_15746	orthomcl
CC1G_09073	Chr_4	676738	679017	-1	CC1G_02750,CC1G_02792,CC1G_03145,CC1G_03156,CC1G_03182,CC1G_03183,CC1G_03186,CC1G_03382,CC1G_04920,CC1G_05335,CC1G_07808,CC1G_08896,CC1G_08908,CC1G_08952,CC1G_08966,CC1G_08967,CC1G_08968,CC1G_08978,CC1G_08980,CC1G_09049,CC1G_09050,CC1G_09056,CC1G_09064,CC1G_09065,CC1G_09072,CC1G_09087,CC1G_09090,CC1G_09211,CC1G_09295,CC1G_09297,CC1G_09298,CC1G_09299,CC1G_09300,CC1G_10163,CC1G_10363,CC1G_10449,CC1G_10457,CC1G_10858,CC1G_11010,CC1G_11250,CC1G_11779,CC1G_11780,CC1G_12030,CC1G_12125,CC1G_12282,CC1G_12599,CC1G_13197,CC1G_13251,CC1G_13252,CC1G_13548,CC1G_13564,CC1G_14044,CC1G_14045,CC1G_14307,CC1G_14308,CC1G_14528,CC1G_14529,CC1G_15745,CC1G_15746	orthomcl
CC1G_09076	Chr_4	682822	684965	+1	CC1G_07317,CC1G_12086	orthomcl
CC1G_09079	Chr_4	690664	692346	-1	CC1G_09083,CC1G_09086,CC1G_09091	orthomcl
CC1G_09080	Chr_4	692587	694632	+1	CC1G_00687	orthomcl
CC1G_09083	Chr_4	705717	707363	+1	CC1G_09079,CC1G_09086,CC1G_09091	orthomcl
CC1G_09086	Chr_4	711951	713637	+1	CC1G_09079,CC1G_09083,CC1G_09091	orthomcl
CC1G_09087	Chr_4	714011	716352	-1	CC1G_02750,CC1G_02792,CC1G_03145,CC1G_03156,CC1G_03182,CC1G_03183,CC1G_03186,CC1G_03382,CC1G_04920,CC1G_05335,CC1G_07808,CC1G_08896,CC1G_08908,CC1G_08952,CC1G_08966,CC1G_08967,CC1G_08968,CC1G_08978,CC1G_08980,CC1G_09049,CC1G_09050,CC1G_09056,CC1G_09064,CC1G_09065,CC1G_09072,CC1G_09073,CC1G_09090,CC1G_09211,CC1G_09295,CC1G_09297,CC1G_09298,CC1G_09299,CC1G_09300,CC1G_10163,CC1G_10363,CC1G_10449,CC1G_10457,CC1G_10858,CC1G_11010,CC1G_11250,CC1G_11779,CC1G_11780,CC1G_12030,CC1G_12125,CC1G_12282,CC1G_12599,CC1G_13197,CC1G_13251,CC1G_13252,CC1G_13548,CC1G_13564,CC1G_14044,CC1G_14045,CC1G_14307,CC1G_14308,CC1G_14528,CC1G_14529,CC1G_15745,CC1G_15746	orthomcl
CC1G_09090	Chr_4	722595	724931	+1	CC1G_02750,CC1G_02792,CC1G_03145,CC1G_03156,CC1G_03182,CC1G_03183,CC1G_03186,CC1G_03382,CC1G_04920,CC1G_05335,CC1G_07808,CC1G_08896,CC1G_08908,CC1G_08952,CC1G_08966,CC1G_08967,CC1G_08968,CC1G_08978,CC1G_08980,CC1G_09049,CC1G_09050,CC1G_09056,CC1G_09064,CC1G_09065,CC1G_09072,CC1G_09073,CC1G_09087,CC1G_09211,CC1G_09295,CC1G_09297,CC1G_09298,CC1G_09299,CC1G_09300,CC1G_10163,CC1G_10363,CC1G_10449,CC1G_10457,CC1G_10858,CC1G_11010,CC1G_11250,CC1G_11779,CC1G_11780,CC1G_12030,CC1G_12125,CC1G_12282,CC1G_12599,CC1G_13197,CC1G_13251,CC1G_13252,CC1G_13548,CC1G_13564,CC1G_14044,CC1G_14045,CC1G_14307,CC1G_14308,CC1G_14528,CC1G_14529,CC1G_15745,CC1G_15746	orthomcl
CC1G_09091	Chr_4	725163	726868	-1	CC1G_09079,CC1G_09083,CC1G_09086	orthomcl
CC1G_09092	Chr_4	727615	728648	+1	CC1G_09093,CC1G_10356	orthomcl
CC1G_09093	Chr_4	729060	730080	+1	CC1G_09092,CC1G_10356	orthomcl
CC1G_09130	Chr_10	1158478	1158803	+1	CC1G_09131,CC1G_13010,CC1G_13171,CC1G_15608	orthomcl
CC1G_09131	Chr_10	1158830	1160081	+1	CC1G_09130,CC1G_13010,CC1G_13171,CC1G_15608	orthomcl
CC1G_09169	Chr_2	2828652	2829284	+1	CC1G_02676,CC1G_10846,CC1G_12311,CC1G_13984,CC1G_13996	orthomcl
CC1G_09171	Chr_2	2836160	2837457	-1	CC1G_09172,CC1G_09173,CC1G_13995	orthomcl
CC1G_09172	Chr_2	2837981	2838928	+1	CC1G_09171,CC1G_09173,CC1G_13995	orthomcl
CC1G_09173	Chr_2	2839333	2840682	-1	CC1G_09171,CC1G_09172,CC1G_13995	orthomcl
CC1G_09187	Chr_2	2866961	2867675	-1	CC1G_00298	orthomcl
CC1G_09191	Chr_2	2873830	2874688	+1	CC1G_05980,CC1G_05982,CC1G_08820,CC1G_11323	orthomcl
CC1G_09193	Chr_2	2876279	2877994	+1	CC1G_09194,CC1G_09197	orthomcl
CC1G_09194	Chr_2	2878488	2880008	+1	CC1G_09193,CC1G_09197	orthomcl
CC1G_09197	Chr_2	2888485	2890086	+1	CC1G_09193,CC1G_09194	orthomcl
CC1G_09200	Chr_11	1804880	1805358	-1	CC1G_02161,CC1G_09206	orthomcl
CC1G_09201	Chr_11	1801927	1803593	-1	CC1G_00739,CC1G_01498,CC1G_01541,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09204,CC1G_09205,CC1G_09221,CC1G_09225,CC1G_09248,CC1G_09249,CC1G_09252,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_09202	Chr_11	1798619	1801228	+1	CC1G_10019	orthomcl
CC1G_09204	Chr_11	1793450	1794817	-1	CC1G_00739,CC1G_01498,CC1G_01541,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09201,CC1G_09205,CC1G_09221,CC1G_09225,CC1G_09248,CC1G_09249,CC1G_09252,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_09205	Chr_11	1792036	1792882	-1	CC1G_00739,CC1G_01498,CC1G_01541,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09201,CC1G_09204,CC1G_09221,CC1G_09225,CC1G_09248,CC1G_09249,CC1G_09252,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_09206	Chr_11	1791050	1791295	-1	CC1G_02161,CC1G_09200	orthomcl
CC1G_09207	Chr_11	1788922	1789858	+1	CC1G_09216	orthomcl
CC1G_09209	Chr_11	1784492	1785478	-1	CC1G_09212	orthomcl
CC1G_09211	Chr_11	1779566	1781068	+1	CC1G_02750,CC1G_02792,CC1G_03145,CC1G_03156,CC1G_03182,CC1G_03183,CC1G_03186,CC1G_03382,CC1G_04920,CC1G_05335,CC1G_07808,CC1G_08896,CC1G_08908,CC1G_08952,CC1G_08966,CC1G_08967,CC1G_08968,CC1G_08978,CC1G_08980,CC1G_09049,CC1G_09050,CC1G_09056,CC1G_09064,CC1G_09065,CC1G_09072,CC1G_09073,CC1G_09087,CC1G_09090,CC1G_09295,CC1G_09297,CC1G_09298,CC1G_09299,CC1G_09300,CC1G_10163,CC1G_10363,CC1G_10449,CC1G_10457,CC1G_10858,CC1G_11010,CC1G_11250,CC1G_11779,CC1G_11780,CC1G_12030,CC1G_12125,CC1G_12282,CC1G_12599,CC1G_13197,CC1G_13251,CC1G_13252,CC1G_13548,CC1G_13564,CC1G_14044,CC1G_14045,CC1G_14307,CC1G_14308,CC1G_14528,CC1G_14529,CC1G_15745,CC1G_15746	orthomcl
CC1G_09212	Chr_11	1777418	1778788	+1	CC1G_09209	orthomcl
CC1G_09216	Chr_11	1770578	1771521	-1	CC1G_09207	orthomcl
CC1G_09221	Chr_11	1757124	1758412	+1	CC1G_00739,CC1G_01498,CC1G_01541,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09201,CC1G_09204,CC1G_09205,CC1G_09225,CC1G_09248,CC1G_09249,CC1G_09252,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_09225	Chr_11	1741869	1743273	-1	CC1G_00739,CC1G_01498,CC1G_01541,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09201,CC1G_09204,CC1G_09205,CC1G_09221,CC1G_09248,CC1G_09249,CC1G_09252,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_09248	Chr_11	1683067	1684251	+1	CC1G_00739,CC1G_01498,CC1G_01541,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09201,CC1G_09204,CC1G_09205,CC1G_09221,CC1G_09225,CC1G_09249,CC1G_09252,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_09249	Chr_11	1680108	1681308	-1	CC1G_00739,CC1G_01498,CC1G_01541,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09201,CC1G_09204,CC1G_09205,CC1G_09221,CC1G_09225,CC1G_09248,CC1G_09252,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_09252	Chr_11	1673626	1674977	-1	CC1G_00739,CC1G_01498,CC1G_01541,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09201,CC1G_09204,CC1G_09205,CC1G_09221,CC1G_09225,CC1G_09248,CC1G_09249,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_09260	Chr_3	3503412	3505379	-1	CC1G_08262,CC1G_08264,CC1G_08265,CC1G_08266,CC1G_08270,CC1G_08272,CC1G_08273,CC1G_09261,CC1G_13387,CC1G_14112,CC1G_14334	orthomcl
CC1G_09261	Chr_3	3505808	3506537	-1	CC1G_08262,CC1G_08264,CC1G_08265,CC1G_08266,CC1G_08270,CC1G_08272,CC1G_08273,CC1G_09260,CC1G_13387,CC1G_14112,CC1G_14334	orthomcl
CC1G_09262	Chr_3	3507054	3508540	+1	CC1G_09045	orthomcl
CC1G_09263	Chr_3	3509208	3511495	-1	CC1G_09609,CC1G_09611	orthomcl
CC1G_09271	Chr_3	3528151	3528966	-1	CC1G_13424	orthomcl
CC1G_09276	Chr_3	3551348	3552664	+1	CC1G_04826,CC1G_04827,CC1G_07623,CC1G_10414	orthomcl
CC1G_09283	Chr_3	3570237	3570779	-1	CC1G_01064,CC1G_02338,CC1G_06193	orthomcl
CC1G_09287	Chr_3	3577840	3580395	+1	CC1G_08335,CC1G_08336,CC1G_09288	orthomcl
CC1G_09288	Chr_3	3581710	3584288	+1	CC1G_08335,CC1G_08336,CC1G_09287	orthomcl
CC1G_09293	Chr_3	3593842	3595275	-1	CC1G_03185,CC1G_15747	orthomcl
CC1G_09295	Chr_3	3598533	3600743	+1	CC1G_02750,CC1G_02792,CC1G_03145,CC1G_03156,CC1G_03182,CC1G_03183,CC1G_03186,CC1G_03382,CC1G_04920,CC1G_05335,CC1G_07808,CC1G_08896,CC1G_08908,CC1G_08952,CC1G_08966,CC1G_08967,CC1G_08968,CC1G_08978,CC1G_08980,CC1G_09049,CC1G_09050,CC1G_09056,CC1G_09064,CC1G_09065,CC1G_09072,CC1G_09073,CC1G_09087,CC1G_09090,CC1G_09211,CC1G_09297,CC1G_09298,CC1G_09299,CC1G_09300,CC1G_10163,CC1G_10363,CC1G_10449,CC1G_10457,CC1G_10858,CC1G_11010,CC1G_11250,CC1G_11779,CC1G_11780,CC1G_12030,CC1G_12125,CC1G_12282,CC1G_12599,CC1G_13197,CC1G_13251,CC1G_13252,CC1G_13548,CC1G_13564,CC1G_14044,CC1G_14045,CC1G_14307,CC1G_14308,CC1G_14528,CC1G_14529,CC1G_15745,CC1G_15746	orthomcl
CC1G_09297	Chr_3	3602468	3605104	-1	CC1G_02750,CC1G_02792,CC1G_03145,CC1G_03156,CC1G_03182,CC1G_03183,CC1G_03186,CC1G_03382,CC1G_04920,CC1G_05335,CC1G_07808,CC1G_08896,CC1G_08908,CC1G_08952,CC1G_08966,CC1G_08967,CC1G_08968,CC1G_08978,CC1G_08980,CC1G_09049,CC1G_09050,CC1G_09056,CC1G_09064,CC1G_09065,CC1G_09072,CC1G_09073,CC1G_09087,CC1G_09090,CC1G_09211,CC1G_09295,CC1G_09298,CC1G_09299,CC1G_09300,CC1G_10163,CC1G_10363,CC1G_10449,CC1G_10457,CC1G_10858,CC1G_11010,CC1G_11250,CC1G_11779,CC1G_11780,CC1G_12030,CC1G_12125,CC1G_12282,CC1G_12599,CC1G_13197,CC1G_13251,CC1G_13252,CC1G_13548,CC1G_13564,CC1G_14044,CC1G_14045,CC1G_14307,CC1G_14308,CC1G_14528,CC1G_14529,CC1G_15745,CC1G_15746	orthomcl
CC1G_09298	Chr_3	3605915	3608123	+1	CC1G_02750,CC1G_02792,CC1G_03145,CC1G_03156,CC1G_03182,CC1G_03183,CC1G_03186,CC1G_03382,CC1G_04920,CC1G_05335,CC1G_07808,CC1G_08896,CC1G_08908,CC1G_08952,CC1G_08966,CC1G_08967,CC1G_08968,CC1G_08978,CC1G_08980,CC1G_09049,CC1G_09050,CC1G_09056,CC1G_09064,CC1G_09065,CC1G_09072,CC1G_09073,CC1G_09087,CC1G_09090,CC1G_09211,CC1G_09295,CC1G_09297,CC1G_09299,CC1G_09300,CC1G_10163,CC1G_10363,CC1G_10449,CC1G_10457,CC1G_10858,CC1G_11010,CC1G_11250,CC1G_11779,CC1G_11780,CC1G_12030,CC1G_12125,CC1G_12282,CC1G_12599,CC1G_13197,CC1G_13251,CC1G_13252,CC1G_13548,CC1G_13564,CC1G_14044,CC1G_14045,CC1G_14307,CC1G_14308,CC1G_14528,CC1G_14529,CC1G_15745,CC1G_15746	orthomcl
CC1G_09299	Chr_3	3608810	3613012	+1	CC1G_02750,CC1G_02792,CC1G_03145,CC1G_03156,CC1G_03182,CC1G_03183,CC1G_03186,CC1G_03382,CC1G_04920,CC1G_05335,CC1G_07808,CC1G_08896,CC1G_08908,CC1G_08952,CC1G_08966,CC1G_08967,CC1G_08968,CC1G_08978,CC1G_08980,CC1G_09049,CC1G_09050,CC1G_09056,CC1G_09064,CC1G_09065,CC1G_09072,CC1G_09073,CC1G_09087,CC1G_09090,CC1G_09211,CC1G_09295,CC1G_09297,CC1G_09298,CC1G_09300,CC1G_10163,CC1G_10363,CC1G_10449,CC1G_10457,CC1G_10858,CC1G_11010,CC1G_11250,CC1G_11779,CC1G_11780,CC1G_12030,CC1G_12125,CC1G_12282,CC1G_12599,CC1G_13197,CC1G_13251,CC1G_13252,CC1G_13548,CC1G_13564,CC1G_14044,CC1G_14045,CC1G_14307,CC1G_14308,CC1G_14528,CC1G_14529,CC1G_15745,CC1G_15746	orthomcl
CC1G_09300	Chr_3	3613650	3615612	+1	CC1G_02750,CC1G_02792,CC1G_03145,CC1G_03156,CC1G_03182,CC1G_03183,CC1G_03186,CC1G_03382,CC1G_04920,CC1G_05335,CC1G_07808,CC1G_08896,CC1G_08908,CC1G_08952,CC1G_08966,CC1G_08967,CC1G_08968,CC1G_08978,CC1G_08980,CC1G_09049,CC1G_09050,CC1G_09056,CC1G_09064,CC1G_09065,CC1G_09072,CC1G_09073,CC1G_09087,CC1G_09090,CC1G_09211,CC1G_09295,CC1G_09297,CC1G_09298,CC1G_09299,CC1G_10163,CC1G_10363,CC1G_10449,CC1G_10457,CC1G_10858,CC1G_11010,CC1G_11250,CC1G_11779,CC1G_11780,CC1G_12030,CC1G_12125,CC1G_12282,CC1G_12599,CC1G_13197,CC1G_13251,CC1G_13252,CC1G_13548,CC1G_13564,CC1G_14044,CC1G_14045,CC1G_14307,CC1G_14308,CC1G_14528,CC1G_14529,CC1G_15745,CC1G_15746	orthomcl
CC1G_09314	Chr_3	1217960	1219837	+1	CC1G_06771,CC1G_09340	orthomcl
CC1G_09340	Chr_3	1290973	1292645	+1	CC1G_06771,CC1G_09314	orthomcl
CC1G_09354	Chr_3	1322483	1324381	+1	CC1G_07508,CC1G_07519	orthomcl
CC1G_09359	Chr_9	244522	245286	-1	CC1G_07021,CC1G_07034,CC1G_09361,CC1G_13470	orthomcl
CC1G_09360	Chr_9	249874	260610	+1	CC1G_04541,CC1G_04800,CC1G_05747,CC1G_05848,CC1G_05856,CC1G_05857,CC1G_05859,CC1G_10307,CC1G_13471	orthomcl
CC1G_09361	Chr_9	261415	262089	+1	CC1G_07021,CC1G_07034,CC1G_09359,CC1G_13470	orthomcl
CC1G_09365	Chr_9	272856	273618	-1	CC1G_03922,CC1G_07482,CC1G_09668,CC1G_11503	orthomcl
CC1G_09376	Chr_9	302153	303718	+1	CC1G_09388	orthomcl
CC1G_09379	Chr_9	312307	313209	-1	CC1G_08540	orthomcl
CC1G_09381	Chr_9	317308	319541	+1	CC1G_02865,CC1G_08538,CC1G_08977	orthomcl
CC1G_09388	Chr_9	334636	336078	-1	CC1G_09376	orthomcl
CC1G_09391	Chr_9	352002	353561	-1	CC1G_00602,CC1G_02413,CC1G_02455,CC1G_06052,CC1G_08084,CC1G_10785,CC1G_11620,CC1G_13394,CC1G_14029	orthomcl
CC1G_09395	Chr_9	364039	365305	-1	CC1G_03999,CC1G_10133,CC1G_10220,CC1G_10221,CC1G_12549,CC1G_12709,CC1G_12885,CC1G_12947,CC1G_12948,CC1G_13115,CC1G_13154,CC1G_14021,CC1G_14516,CC1G_14762,CC1G_14763,CC1G_15628,CC1G_15629	orthomcl
CC1G_09399	Chr_9	369323	369857	-1	CC1G_10422,CC1G_12529	orthomcl
CC1G_09400	Chr_9	373379	375150	+1	CC1G_02770	orthomcl
CC1G_09420	Chr_10	678634	680192	-1	CC1G_03490,CC1G_03554,CC1G_03555,CC1G_07664,CC1G_10428,CC1G_11068	orthomcl
CC1G_09430	Chr_10	702136	703138	+1	CC1G_06234	orthomcl
CC1G_09439	Chr_10	720161	721404	-1	CC1G_15277,CC1G_15278,CC1G_15279	orthomcl
CC1G_09444	Chr_10	737665	738686	+1	CC1G_02355	orthomcl
CC1G_09450	Chr_6	1745532	1747498	-1	CC1G_11679,CC1G_13285,CC1G_13310	orthomcl
CC1G_09451	Chr_6	1743787	1744681	-1	CC1G_11682,CC1G_11998,CC1G_12678,CC1G_13326,CC1G_14519,CC1G_15491	orthomcl
CC1G_09454	Chr_6	1735603	1736981	+1	CC1G_02771,CC1G_02774,CC1G_07039,CC1G_10225,CC1G_10670,CC1G_11683,CC1G_12619,CC1G_12677,CC1G_13325,CC1G_13537,CC1G_14015,CC1G_15523	orthomcl
CC1G_09457	Chr_6	1724570	1727304	+1	CC1G_15615	orthomcl
CC1G_09459	Chr_6	1719127	1720062	-1	CC1G_03969,CC1G_04173,CC1G_04580,CC1G_05281,CC1G_06974,CC1G_07545,CC1G_10362,CC1G_10458,CC1G_10881,CC1G_10997,CC1G_11009,CC1G_11900,CC1G_11901,CC1G_11916,CC1G_12691,CC1G_14946,CC1G_15617	orthomcl
CC1G_09475	Chr_6	1668261	1669654	+1	CC1G_09483,CC1G_09773,CC1G_10352	orthomcl
CC1G_09477	Chr_6	1661928	1664837	+1	CC1G_05247	orthomcl
CC1G_09483	Chr_6	1648820	1650720	-1	CC1G_09475,CC1G_09773,CC1G_10352	orthomcl
CC1G_09486	Chr_6	1639015	1640633	-1	CC1G_11278,CC1G_15606,CC1G_15609	orthomcl
CC1G_09488	Chr_6	1635611	1637067	-1	CC1G_07115,CC1G_09490,CC1G_11273,CC1G_11274	orthomcl
CC1G_09490	Chr_6	1632066	1633811	-1	CC1G_07115,CC1G_09488,CC1G_11273,CC1G_11274	orthomcl
CC1G_09499	Chr_6	1197008	1199658	-1	CC1G_07510,CC1G_09518,CC1G_09523,CC1G_09524,CC1G_09525,CC1G_09535,CC1G_09923	orthomcl
