#gene	chrom	chrom_start	chrom_stop	chrom_strand	targets	method
CC1G_04488	Chr_3	957352	958213	-1	CC1G_04489,CC1G_04490,LACBIDRAFT_314078	orthomcl
CC1G_04489	Chr_3	958603	959871	-1	CC1G_04488,CC1G_04490,LACBIDRAFT_314078	orthomcl
CC1G_04490	Chr_3	960261	961107	-1	CC1G_04488,CC1G_04489,LACBIDRAFT_314078	orthomcl
CC1G_04508	Chr_3	1004718	1006460	+1	CC1G_04509,CC1G_04528,LACBIDRAFT_313908	orthomcl
CC1G_04509	Chr_3	1006755	1008176	+1	CC1G_04508,CC1G_04528,LACBIDRAFT_313908	orthomcl
CC1G_04527	Chr_3	1057074	1060264	-1	CC1G_06652,LACBIDRAFT_312823,LACBIDRAFT_316309,LACBIDRAFT_324616,LACBIDRAFT_336303	orthomcl
CC1G_04528	Chr_3	1060375	1062160	+1	CC1G_04508,CC1G_04509,LACBIDRAFT_313908	orthomcl
CC1G_04531	Chr_3	1066068	1070288	+1	CC1G_02328,LACBIDRAFT_320441	orthomcl
CC1G_04579	Chr_3	494727	496946	+1	CC1G_00862,CC1G_01687,CC1G_04813,CC1G_04942,CC1G_05071,CC1G_08120,CC1G_10233,CC1G_10237,CC1G_12782,CC1G_12917,CC1G_12986,CC1G_13217,CC1G_13347,CC1G_13681,CC1G_15059,CC1G_15280,LACBIDRAFT_302987	orthomcl
CC1G_04610	Chr_3	602928	604263	+1	CC1G_05388,CC1G_06702,LACBIDRAFT_316980	orthomcl
CC1G_04613	Chr_3	606676	608598	-1	CC1G_02884,CC1G_04363,CC1G_07299,CC1G_08230,CC1G_08241,CC1G_08244,CC1G_08253,LACBIDRAFT_295673,LACBIDRAFT_312861	orthomcl
CC1G_04614	Chr_3	609314	610993	+1	CC1G_07268,CC1G_09455,CC1G_09460,CC1G_09461,CC1G_15613,CC1G_15618,CC1G_15619,LACBIDRAFT_315415,LACBIDRAFT_334697	orthomcl
CC1G_04620	Chr_3	633787	635208	-1	CC1G_04621,CC1G_04622,CC1G_04623,CC1G_04630,CC1G_08437,CC1G_08464,CC1G_08465,CC1G_08466,CC1G_12308,CC1G_12312,CC1G_12313,CC1G_14109,CC1G_14117,CC1G_14262,CC1G_14263,CC1G_15399,CC1G_15401,LACBIDRAFT_293539,LACBIDRAFT_296206,LACBIDRAFT_324746,LACBIDRAFT_325156,LACBIDRAFT_325160,LACBIDRAFT_325351,LACBIDRAFT_325353,LACBIDRAFT_325938,LACBIDRAFT_327316	orthomcl
CC1G_04621	Chr_3	635989	636795	-1	CC1G_04620,CC1G_04622,CC1G_04623,CC1G_04630,CC1G_08437,CC1G_08464,CC1G_08465,CC1G_08466,CC1G_12308,CC1G_12312,CC1G_12313,CC1G_14109,CC1G_14117,CC1G_14262,CC1G_14263,CC1G_15399,CC1G_15401,LACBIDRAFT_293539,LACBIDRAFT_296206,LACBIDRAFT_324746,LACBIDRAFT_325156,LACBIDRAFT_325160,LACBIDRAFT_325351,LACBIDRAFT_325353,LACBIDRAFT_325938,LACBIDRAFT_327316	orthomcl
CC1G_04622	Chr_3	637650	639567	-1	CC1G_04620,CC1G_04621,CC1G_04623,CC1G_04630,CC1G_08437,CC1G_08464,CC1G_08465,CC1G_08466,CC1G_12308,CC1G_12312,CC1G_12313,CC1G_14109,CC1G_14117,CC1G_14262,CC1G_14263,CC1G_15399,CC1G_15401,LACBIDRAFT_293539,LACBIDRAFT_296206,LACBIDRAFT_324746,LACBIDRAFT_325156,LACBIDRAFT_325160,LACBIDRAFT_325351,LACBIDRAFT_325353,LACBIDRAFT_325938,LACBIDRAFT_327316	orthomcl
CC1G_04623	Chr_3	640190	641907	+1	CC1G_04620,CC1G_04621,CC1G_04622,CC1G_04630,CC1G_08437,CC1G_08464,CC1G_08465,CC1G_08466,CC1G_12308,CC1G_12312,CC1G_12313,CC1G_14109,CC1G_14117,CC1G_14262,CC1G_14263,CC1G_15399,CC1G_15401,LACBIDRAFT_293539,LACBIDRAFT_296206,LACBIDRAFT_324746,LACBIDRAFT_325156,LACBIDRAFT_325160,LACBIDRAFT_325351,LACBIDRAFT_325353,LACBIDRAFT_325938,LACBIDRAFT_327316	orthomcl
CC1G_04630	Chr_3	666190	667625	+1	CC1G_04620,CC1G_04621,CC1G_04622,CC1G_04623,CC1G_08437,CC1G_08464,CC1G_08465,CC1G_08466,CC1G_12308,CC1G_12312,CC1G_12313,CC1G_14109,CC1G_14117,CC1G_14262,CC1G_14263,CC1G_15399,CC1G_15401,LACBIDRAFT_293539,LACBIDRAFT_296206,LACBIDRAFT_324746,LACBIDRAFT_325156,LACBIDRAFT_325160,LACBIDRAFT_325351,LACBIDRAFT_325353,LACBIDRAFT_325938,LACBIDRAFT_327316	orthomcl
CC1G_04634	Chr_3	673639	675652	-1	CC1G_04643,LACBIDRAFT_293668,LACBIDRAFT_294949,LACBIDRAFT_295072,LACBIDRAFT_295081,LACBIDRAFT_295989,LACBIDRAFT_295992,LACBIDRAFT_304851,LACBIDRAFT_304860,LACBIDRAFT_312401,LACBIDRAFT_328482,LACBIDRAFT_330116,LACBIDRAFT_330126,LACBIDRAFT_330131,LACBIDRAFT_330794,LACBIDRAFT_330803,LACBIDRAFT_330804,LACBIDRAFT_330805,LACBIDRAFT_335236	orthomcl
CC1G_04640	Chr_3	685464	687494	+1	CC1G_04641,LACBIDRAFT_313267	orthomcl
CC1G_04641	Chr_3	687841	689673	+1	CC1G_04640,LACBIDRAFT_313267	orthomcl
CC1G_04642	Chr_3	689852	692198	+1	CC1G_02385,CC1G_04658,CC1G_04670,CC1G_14115,CC1G_14116,CC1G_14118,LACBIDRAFT_331705	orthomcl
CC1G_04643	Chr_3	692773	694780	+1	CC1G_04634,LACBIDRAFT_293668,LACBIDRAFT_294949,LACBIDRAFT_295072,LACBIDRAFT_295081,LACBIDRAFT_295989,LACBIDRAFT_295992,LACBIDRAFT_304851,LACBIDRAFT_304860,LACBIDRAFT_312401,LACBIDRAFT_328482,LACBIDRAFT_330116,LACBIDRAFT_330126,LACBIDRAFT_330131,LACBIDRAFT_330794,LACBIDRAFT_330803,LACBIDRAFT_330804,LACBIDRAFT_330805,LACBIDRAFT_335236	orthomcl
CC1G_04644	Chr_3	695019	696789	-1	CC1G_06244,LACBIDRAFT_293867,LACBIDRAFT_306434,LACBIDRAFT_318894	orthomcl
CC1G_04658	Chr_3	738292	740631	+1	CC1G_02385,CC1G_04642,CC1G_04670,CC1G_14115,CC1G_14116,CC1G_14118,LACBIDRAFT_331705	orthomcl
CC1G_04661	Chr_3	744967	746190	-1	CC1G_05117,LACBIDRAFT_292291,LACBIDRAFT_327748	orthomcl
CC1G_04664	Chr_3	749489	750382	+1	CC1G_04665,CC1G_04672,CC1G_04675,CC1G_04676,LACBIDRAFT_298314	orthomcl
CC1G_04665	Chr_3	750428	751426	+1	CC1G_04664,CC1G_04672,CC1G_04675,CC1G_04676,LACBIDRAFT_298314	orthomcl
CC1G_04666	Chr_3	751910	752481	+1	CC1G_02341,CC1G_04673,LACBIDRAFT_186670,LACBIDRAFT_190797,LACBIDRAFT_192054,LACBIDRAFT_298293,LACBIDRAFT_298306,LACBIDRAFT_327723	orthomcl
CC1G_04670	Chr_3	758264	760637	-1	CC1G_02385,CC1G_04642,CC1G_04658,CC1G_14115,CC1G_14116,CC1G_14118,LACBIDRAFT_331705	orthomcl
CC1G_04672	Chr_3	763410	765555	+1	CC1G_04664,CC1G_04665,CC1G_04675,CC1G_04676,LACBIDRAFT_298314	orthomcl
CC1G_04673	Chr_3	766058	766576	+1	CC1G_02341,CC1G_04666,LACBIDRAFT_186670,LACBIDRAFT_190797,LACBIDRAFT_192054,LACBIDRAFT_298293,LACBIDRAFT_298306,LACBIDRAFT_327723	orthomcl
CC1G_04675	Chr_3	773178	774168	-1	CC1G_04664,CC1G_04665,CC1G_04672,CC1G_04676,LACBIDRAFT_298314	orthomcl
CC1G_04676	Chr_3	774646	775566	-1	CC1G_04664,CC1G_04665,CC1G_04672,CC1G_04675,LACBIDRAFT_298314	orthomcl
CC1G_04678	Chr_3	778516	780122	-1	CC1G_04681,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_04681	Chr_3	788868	790514	-1	CC1G_04678,CC1G_05438,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_04701	Chr_13	546915	547494	-1	CC1G_07980,LACBIDRAFT_294722	orthomcl
CC1G_04762	Chr_13	718408	720672	-1	CC1G_04763,CC1G_15391,LACBIDRAFT_247116	orthomcl
CC1G_04763	Chr_13	722080	724342	-1	CC1G_04762,CC1G_15391,LACBIDRAFT_247116	orthomcl
CC1G_04766	Chr_13	736543	738408	-1	CC1G_09164,LACBIDRAFT_295856,LACBIDRAFT_302350,LACBIDRAFT_307234,LACBIDRAFT_307249,LACBIDRAFT_314921,LACBIDRAFT_318452	orthomcl
CC1G_04770	Chr_13	743570	745768	+1	CC1G_02261,CC1G_04779,CC1G_04811,CC1G_07844,CC1G_14740,CC1G_15784,LACBIDRAFT_294724,LACBIDRAFT_299247,LACBIDRAFT_310101,LACBIDRAFT_383839	orthomcl
CC1G_04778	Chr_13	766931	769601	+1	CC1G_02626,CC1G_02627,LACBIDRAFT_301947,LACBIDRAFT_301988,LACBIDRAFT_302020,LACBIDRAFT_302023,LACBIDRAFT_302599,LACBIDRAFT_302620,LACBIDRAFT_304790,LACBIDRAFT_307014,LACBIDRAFT_309726,LACBIDRAFT_317966,LACBIDRAFT_321373,LACBIDRAFT_321380,LACBIDRAFT_321444,LACBIDRAFT_323170,LACBIDRAFT_329425,LACBIDRAFT_329437,LACBIDRAFT_333161	orthomcl
CC1G_04779	Chr_13	770122	772691	-1	CC1G_02261,CC1G_04770,CC1G_04811,CC1G_07844,CC1G_14740,CC1G_15784,LACBIDRAFT_294724,LACBIDRAFT_299247,LACBIDRAFT_310101,LACBIDRAFT_383839	orthomcl
CC1G_04789	Chr_13	793929	794509	-1	CC1G_04790,CC1G_04792,CC1G_04802,LACBIDRAFT_295817,LACBIDRAFT_308049,LACBIDRAFT_314526,LACBIDRAFT_318754	orthomcl
CC1G_04790	Chr_13	795331	795818	-1	CC1G_04789,CC1G_04792,CC1G_04802,LACBIDRAFT_295817,LACBIDRAFT_308049,LACBIDRAFT_314526,LACBIDRAFT_318754	orthomcl
CC1G_04792	Chr_13	801180	801911	-1	CC1G_04789,CC1G_04790,CC1G_04802,LACBIDRAFT_295817,LACBIDRAFT_308049,LACBIDRAFT_314526,LACBIDRAFT_318754	orthomcl
CC1G_04802	Chr_13	837988	838394	+1	CC1G_04789,CC1G_04790,CC1G_04792,LACBIDRAFT_295817,LACBIDRAFT_308049,LACBIDRAFT_314526,LACBIDRAFT_318754	orthomcl
CC1G_04805	Chr_13	843934	845121	-1	CC1G_03100,CC1G_04806,CC1G_06228,CC1G_12336,LACBIDRAFT_292403,LACBIDRAFT_292405,LACBIDRAFT_306713,LACBIDRAFT_308127,LACBIDRAFT_308128,LACBIDRAFT_308631,LACBIDRAFT_308637,LACBIDRAFT_308639,LACBIDRAFT_308649,LACBIDRAFT_308650,LACBIDRAFT_308651,LACBIDRAFT_308652,LACBIDRAFT_322591,LACBIDRAFT_336136	orthomcl
CC1G_04806	Chr_13	845672	846718	-1	CC1G_03100,CC1G_04805,CC1G_06228,CC1G_12336,LACBIDRAFT_292403,LACBIDRAFT_292405,LACBIDRAFT_306713,LACBIDRAFT_308127,LACBIDRAFT_308128,LACBIDRAFT_308631,LACBIDRAFT_308637,LACBIDRAFT_308639,LACBIDRAFT_308649,LACBIDRAFT_308650,LACBIDRAFT_308651,LACBIDRAFT_308652,LACBIDRAFT_322591,LACBIDRAFT_336136	orthomcl
CC1G_04811	Chr_13	858118	860478	+1	CC1G_02261,CC1G_04770,CC1G_04779,CC1G_07844,CC1G_14740,CC1G_15784,LACBIDRAFT_294724,LACBIDRAFT_299247,LACBIDRAFT_310101,LACBIDRAFT_383839	orthomcl
CC1G_04813	Chr_13	863122	868699	+1	CC1G_00862,CC1G_01687,CC1G_04579,CC1G_04942,CC1G_05071,CC1G_08120,CC1G_10233,CC1G_10237,CC1G_12782,CC1G_12917,CC1G_12986,CC1G_13217,CC1G_13347,CC1G_13681,CC1G_15059,CC1G_15280,LACBIDRAFT_302987	orthomcl
CC1G_04816	Chr_13	871645	872832	-1	CC1G_01242,CC1G_04090,CC1G_04449,CC1G_06026,CC1G_07557,CC1G_07773,CC1G_09679,CC1G_10143,CC1G_10780,CC1G_11347,CC1G_14707,LACBIDRAFT_296781,LACBIDRAFT_296833,LACBIDRAFT_298818,LACBIDRAFT_305664,LACBIDRAFT_310117,LACBIDRAFT_321921,LACBIDRAFT_321922,LACBIDRAFT_329477,LACBIDRAFT_335361,LACBIDRAFT_335723	orthomcl
CC1G_04819	Chr_13	878909	884377	+1	CC1G_04093,CC1G_04133,CC1G_09386,CC1G_09684,CC1G_10140,CC1G_11343,CC1G_13895,CC1G_14575,CC1G_14752,LACBIDRAFT_296187,LACBIDRAFT_296324,LACBIDRAFT_297441,LACBIDRAFT_299647,LACBIDRAFT_303386,LACBIDRAFT_303662,LACBIDRAFT_304622,LACBIDRAFT_312700,LACBIDRAFT_313308,LACBIDRAFT_316535,LACBIDRAFT_334822	orthomcl
CC1G_04843	Chr_2	3438027	3438495	+1	CC1G_01505,CC1G_04060,CC1G_04061,CC1G_04875,CC1G_04893,CC1G_05732,CC1G_05739,CC1G_06082,CC1G_06086,CC1G_06114,CC1G_06484,CC1G_08314,CC1G_08363,CC1G_09158,CC1G_09189,CC1G_10176,CC1G_10186,CC1G_10188,CC1G_10189,CC1G_10206,LACBIDRAFT_238394,LACBIDRAFT_241509,LACBIDRAFT_253148,LACBIDRAFT_253198,LACBIDRAFT_335058	orthomcl
CC1G_04866	Chr_2	3499707	3501443	+1	CC1G_02432,CC1G_02506,CC1G_02507,CC1G_02508,CC1G_02512,CC1G_02881,CC1G_03562,CC1G_06073,CC1G_06100,CC1G_06133,CC1G_06138,CC1G_06140,CC1G_09431,CC1G_10384,CC1G_10385,CC1G_10386,CC1G_10392,CC1G_10408,CC1G_10409,CC1G_10699,CC1G_12161,CC1G_12502,CC1G_12513,CC1G_12514,CC1G_14014,LACBIDRAFT_236602	orthomcl
CC1G_04875	Chr_2	3519960	3520265	+1	CC1G_01505,CC1G_04060,CC1G_04061,CC1G_04843,CC1G_04893,CC1G_05732,CC1G_05739,CC1G_06082,CC1G_06086,CC1G_06114,CC1G_06484,CC1G_08314,CC1G_08363,CC1G_09158,CC1G_09189,CC1G_10176,CC1G_10186,CC1G_10188,CC1G_10189,CC1G_10206,LACBIDRAFT_238394,LACBIDRAFT_241509,LACBIDRAFT_253148,LACBIDRAFT_253198,LACBIDRAFT_335058	orthomcl
CC1G_04893	Chr_2	3549333	3549812	-1	CC1G_01505,CC1G_04060,CC1G_04061,CC1G_04843,CC1G_04875,CC1G_05732,CC1G_05739,CC1G_06082,CC1G_06086,CC1G_06114,CC1G_06484,CC1G_08314,CC1G_08363,CC1G_09158,CC1G_09189,CC1G_10176,CC1G_10186,CC1G_10188,CC1G_10189,CC1G_10206,LACBIDRAFT_238394,LACBIDRAFT_241509,LACBIDRAFT_253148,LACBIDRAFT_253198,LACBIDRAFT_335058	orthomcl
CC1G_04938	Chr_2	3676821	3679085	-1	CC1G_09055,CC1G_11668,LACBIDRAFT_306412,LACBIDRAFT_307190	orthomcl
CC1G_04941	Chr_2	3685691	3686818	-1	CC1G_04945,LACBIDRAFT_297607,LACBIDRAFT_300055,LACBIDRAFT_316478,LACBIDRAFT_335352	orthomcl
CC1G_04942	Chr_2	3687581	3694186	-1	CC1G_00862,CC1G_01687,CC1G_04579,CC1G_04813,CC1G_05071,CC1G_08120,CC1G_10233,CC1G_10237,CC1G_12782,CC1G_12917,CC1G_12986,CC1G_13217,CC1G_13347,CC1G_13681,CC1G_15059,CC1G_15280,LACBIDRAFT_302987	orthomcl
CC1G_04945	Chr_2	3700765	3701595	-1	CC1G_04941,LACBIDRAFT_297607,LACBIDRAFT_300055,LACBIDRAFT_316478,LACBIDRAFT_335352	orthomcl
CC1G_04956	Chr_8	1674246	1677640	+1	CC1G_04958,CC1G_04963,LACBIDRAFT_293716,LACBIDRAFT_296721,LACBIDRAFT_296727,LACBIDRAFT_305831,LACBIDRAFT_325656,LACBIDRAFT_326687,LACBIDRAFT_326690,LACBIDRAFT_329245,LACBIDRAFT_329842	orthomcl
CC1G_04958	Chr_8	1680110	1683167	+1	CC1G_04956,CC1G_04963,LACBIDRAFT_293716,LACBIDRAFT_296721,LACBIDRAFT_296727,LACBIDRAFT_305831,LACBIDRAFT_325656,LACBIDRAFT_326687,LACBIDRAFT_326690,LACBIDRAFT_329245,LACBIDRAFT_329842	orthomcl
CC1G_04963	Chr_8	1691528	1694594	-1	CC1G_04956,CC1G_04958,LACBIDRAFT_293716,LACBIDRAFT_296721,LACBIDRAFT_296727,LACBIDRAFT_305831,LACBIDRAFT_325656,LACBIDRAFT_326687,LACBIDRAFT_326690,LACBIDRAFT_329245,LACBIDRAFT_329842	orthomcl
CC1G_04995	Chr_8	1770513	1771738	-1	CC1G_04996,CC1G_09500,LACBIDRAFT_294480,LACBIDRAFT_312056,LACBIDRAFT_323858,LACBIDRAFT_323866,LACBIDRAFT_323876,LACBIDRAFT_330795,LACBIDRAFT_331445,LACBIDRAFT_332416	orthomcl
CC1G_04996	Chr_8	1772480	1774172	-1	CC1G_04995,CC1G_09500,LACBIDRAFT_294480,LACBIDRAFT_312056,LACBIDRAFT_323858,LACBIDRAFT_323866,LACBIDRAFT_323876,LACBIDRAFT_330795,LACBIDRAFT_331445,LACBIDRAFT_332416	orthomcl
CC1G_04997	Chr_8	1774341	1776516	-1	CC1G_07201,CC1G_11695,LACBIDRAFT_309096	orthomcl
CC1G_05064	Chr_8	1966412	1967421	+1	CC1G_06674,CC1G_06676,LACBIDRAFT_309748,LACBIDRAFT_316276,LACBIDRAFT_330194	orthomcl
CC1G_05070	Chr_8	1980190	1981394	+1	CC1G_03050,CC1G_03051,CC1G_03065,CC1G_03075,CC1G_12438,LACBIDRAFT_310542,LACBIDRAFT_310548,LACBIDRAFT_315775,LACBIDRAFT_323434,LACBIDRAFT_333017,LACBIDRAFT_333018	orthomcl
CC1G_05071	Chr_8	1983705	1984860	+1	CC1G_00862,CC1G_01687,CC1G_04579,CC1G_04813,CC1G_04942,CC1G_08120,CC1G_10233,CC1G_10237,CC1G_12782,CC1G_12917,CC1G_12986,CC1G_13217,CC1G_13347,CC1G_13681,CC1G_15059,CC1G_15280,LACBIDRAFT_302987	orthomcl
CC1G_05089	Chr_2	1825171	1827971	+1	CC1G_05413,LACBIDRAFT_172826	orthomcl
CC1G_05117	Chr_2	1906250	1907727	-1	CC1G_04661,LACBIDRAFT_292291,LACBIDRAFT_327748	orthomcl
CC1G_05127	Chr_2	1929995	1931994	-1	CC1G_03652,LACBIDRAFT_313603	orthomcl
CC1G_05216	Chr_11	753319	756514	+1	CC1G_05922,LACBIDRAFT_293698	orthomcl
CC1G_05219	Chr_11	762367	763263	+1	CC1G_02642,CC1G_07582,LACBIDRAFT_327007	orthomcl
CC1G_05246	Chr_11	841222	842391	-1	CC1G_01648,CC1G_02857,CC1G_08598,CC1G_09078,CC1G_10603,LACBIDRAFT_248441	orthomcl
CC1G_05297	Chr_11	981724	982428	-1	CC1G_05298,LACBIDRAFT_309465	orthomcl
CC1G_05298	Chr_11	983290	983890	-1	CC1G_05297,LACBIDRAFT_309465	orthomcl
CC1G_05306	Chr_11	1004128	1006714	-1	CC1G_06332,CC1G_15700,LACBIDRAFT_296574,LACBIDRAFT_303979,LACBIDRAFT_309740,LACBIDRAFT_314446,LACBIDRAFT_314448,LACBIDRAFT_314449,LACBIDRAFT_318101	orthomcl
CC1G_05314	Chr_11	1026195	1027685	-1	CC1G_10890,LACBIDRAFT_191837	orthomcl
CC1G_05327	Chr_8	25690	27273	-1	CC1G_05329,CC1G_05337,CC1G_05788,CC1G_05789,CC1G_05794,CC1G_10198,CC1G_10590,CC1G_10620,CC1G_10621,CC1G_12246,CC1G_12257,CC1G_12454,CC1G_13142,CC1G_13242,LACBIDRAFT_300118	orthomcl
CC1G_05329	Chr_8	30734	32293	+1	CC1G_05327,CC1G_05337,CC1G_05788,CC1G_05789,CC1G_05794,CC1G_10198,CC1G_10590,CC1G_10620,CC1G_10621,CC1G_12246,CC1G_12257,CC1G_12454,CC1G_13142,CC1G_13242,LACBIDRAFT_300118	orthomcl
CC1G_05330	Chr_8	32944	34374	-1	CC1G_07475,CC1G_08298,CC1G_08889,CC1G_08890,CC1G_09281,CC1G_09284,LACBIDRAFT_303605	orthomcl
CC1G_05337	Chr_8	51378	52855	+1	CC1G_05327,CC1G_05329,CC1G_05788,CC1G_05789,CC1G_05794,CC1G_10198,CC1G_10590,CC1G_10620,CC1G_10621,CC1G_12246,CC1G_12257,CC1G_12454,CC1G_13142,CC1G_13242,LACBIDRAFT_300118	orthomcl
CC1G_05359	Chr_8	115953	118473	-1	CC1G_09223,CC1G_11771,CC1G_12248,CC1G_14256,LACBIDRAFT_250594	orthomcl
CC1G_05380	Chr_8	173664	174923	+1	CC1G_05381,LACBIDRAFT_303130,LACBIDRAFT_309723	orthomcl
CC1G_05381	Chr_8	175166	176441	+1	CC1G_05380,LACBIDRAFT_303130,LACBIDRAFT_309723	orthomcl
CC1G_05388	Chr_8	190263	191800	+1	CC1G_04610,CC1G_06702,LACBIDRAFT_316980	orthomcl
CC1G_05405	Chr_8	228469	229911	-1	CC1G_06698,CC1G_06708,LACBIDRAFT_230823,LACBIDRAFT_312563	orthomcl
CC1G_05413	Chr_8	253201	255865	+1	CC1G_05089,LACBIDRAFT_172826	orthomcl
CC1G_05417	Chr_8	266142	266918	-1	CC1G_02842,CC1G_07900,CC1G_07902,CC1G_07903,CC1G_07927,CC1G_07928,LACBIDRAFT_238438,LACBIDRAFT_295178	orthomcl
CC1G_05426	Chr_8	287649	290003	-1	CC1G_05435,CC1G_05457,CC1G_14947,LACBIDRAFT_151444,LACBIDRAFT_318103,LACBIDRAFT_318108	orthomcl
CC1G_05433	Chr_8	308534	309546	-1	CC1G_08047,CC1G_08222,LACBIDRAFT_304995,LACBIDRAFT_304996,LACBIDRAFT_310140	orthomcl
CC1G_05435	Chr_8	313850	316255	+1	CC1G_05426,CC1G_05457,CC1G_14947,LACBIDRAFT_151444,LACBIDRAFT_318103,LACBIDRAFT_318108	orthomcl
CC1G_05436	Chr_8	317742	321297	+1	CC1G_00710,CC1G_00720,CC1G_02356,CC1G_02654,CC1G_03956,CC1G_03967,CC1G_03974,CC1G_03977,CC1G_05909,CC1G_05910,CC1G_05926,CC1G_05929,CC1G_05931,CC1G_05932,CC1G_05937,CC1G_05943,CC1G_05948,CC1G_05949,CC1G_05952,CC1G_05953,CC1G_06045,CC1G_06046,CC1G_06049,CC1G_07503,CC1G_07517,CC1G_07523,CC1G_07524,CC1G_07525,CC1G_07526,CC1G_07532,CC1G_08219,CC1G_08370,CC1G_08380,CC1G_08519,CC1G_09040,CC1G_09466,CC1G_09470,CC1G_09537,CC1G_09539,CC1G_09901,CC1G_10700,CC1G_10701,CC1G_10703,CC1G_10704,CC1G_10706,CC1G_10723,CC1G_11127,CC1G_11243,CC1G_11247,CC1G_11248,CC1G_11473,CC1G_11599,CC1G_12050,CC1G_12236,CC1G_12362,CC1G_12363,CC1G_12386,CC1G_12387,CC1G_12448,CC1G_12757,CC1G_14087,CC1G_14088,CC1G_14281,CC1G_14773,CC1G_14774,CC1G_14856,CC1G_14911,CC1G_15324,CC1G_15429,CC1G_15432,LACBIDRAFT_393917	orthomcl
CC1G_05438	Chr_8	325070	326877	-1	CC1G_04678,CC1G_04681,CC1G_07888,CC1G_07889,CC1G_07890,CC1G_07891,CC1G_07892,CC1G_07910,CC1G_07911,CC1G_07920,CC1G_07921,CC1G_07922,CC1G_08164,CC1G_08837,CC1G_08838,CC1G_08872,CC1G_09805,CC1G_10642,CC1G_12377,CC1G_14708,CC1G_14722,CC1G_14726,CC1G_14727,LACBIDRAFT_305207,LACBIDRAFT_305268,LACBIDRAFT_305269,LACBIDRAFT_305271,LACBIDRAFT_305345,LACBIDRAFT_334651,LACBIDRAFT_334942,LACBIDRAFT_334943	orthomcl
CC1G_05457	Chr_11	1587364	1589516	+1	CC1G_05426,CC1G_05435,CC1G_14947,LACBIDRAFT_151444,LACBIDRAFT_318103,LACBIDRAFT_318108	orthomcl
CC1G_05458	Chr_11	1585260	1585790	+1	CC1G_05756,CC1G_05765,LACBIDRAFT_174455,LACBIDRAFT_191132,LACBIDRAFT_191150,LACBIDRAFT_291419,LACBIDRAFT_306722	orthomcl
CC1G_05487	Chr_11	1500280	1501063	-1	CC1G_10398,LACBIDRAFT_292660,LACBIDRAFT_292661	orthomcl
CC1G_05490	Chr_11	1495509	1497756	+1	CC1G_11606,LACBIDRAFT_151854,LACBIDRAFT_255050	orthomcl
CC1G_05497	Chr_11	1474590	1475959	+1	CC1G_02149,CC1G_02150,CC1G_02216,CC1G_02242,CC1G_02243,CC1G_02608,CC1G_02609,CC1G_02612,CC1G_02621,CC1G_04128,CC1G_06991,CC1G_06992,CC1G_06995,CC1G_07006,CC1G_07007,CC1G_07008,CC1G_07009,CC1G_07010,CC1G_07011,CC1G_07012,CC1G_07016,CC1G_07017,CC1G_07019,CC1G_07020,CC1G_07022,CC1G_07024,CC1G_07025,CC1G_07031,CC1G_07032,CC1G_07033,CC1G_07035,CC1G_07207,CC1G_07425,CC1G_07431,CC1G_07432,CC1G_07434,CC1G_07435,CC1G_07436,CC1G_07441,CC1G_07445,CC1G_07446,CC1G_07447,CC1G_07452,CC1G_07453,CC1G_08271,CC1G_09358,CC1G_09362,CC1G_09363,CC1G_09364,CC1G_09368,CC1G_09373,CC1G_09374,CC1G_09375,CC1G_09382,CC1G_09389,CC1G_11467,CC1G_12300,CC1G_12646,CC1G_12692,CC1G_12693,CC1G_12694,CC1G_12699,CC1G_12700,CC1G_12863,CC1G_13133,CC1G_13267,CC1G_13268,CC1G_13269,CC1G_13366,CC1G_13367,CC1G_13531,CC1G_14316,CC1G_14317,CC1G_15103,CC1G_15117,CC1G_15120,CC1G_15121,CC1G_15122,CC1G_15123,CC1G_15124,CC1G_15125,CC1G_15126,CC1G_15127,CC1G_15136,CC1G_15137,LACBIDRAFT_326357	orthomcl
CC1G_05508	Chr_11	1432331	1435958	+1	CC1G_05524,LACBIDRAFT_252519	orthomcl
CC1G_05524	Chr_11	1384833	1388160	+1	CC1G_05508,LACBIDRAFT_252519	orthomcl
