#chrom	src_start	src_stop	strand	pc	pc_start	pc_stop	pc_strand
Chr_5	407352	446208	+	pchr_scaffold_2	2328126	2443798	+
Chr_5	449955	459499	+	pchr_scaffold_2	2770350	2773136	+
Chr_5	459499	470915	+	pchr_scaffold_2	2749239	2770350	+
Chr_5	470915	477871	+	pchr_scaffold_2	2540771	2719394	+
Chr_5	477871	510948	+	pchr_scaffold_2	2773136	2788705	-
Chr_5	510948	559054	+	pchr_scaffold_2	2518462	2520769	-
Chr_5	561150	564023	+	pchr_scaffold_2	910148	929452	+
Chr_5	565633	583167	+	pchr_scaffold_2	838715	893013	+
Chr_5	586559	590160	+	pchr_scaffold_2	714082	790110	-
Chr_5	594654	606019	+	pchr_scaffold_2	790110	819934	+
Chr_5	606019	680405	+	pchr_scaffold_2	819934	838715	+
Chr_5	724043	763470	+	pchr_scaffold_2	19335	66864	+
Chr_5	763470	770244	+	pchr_scaffold_2	930567	936077	-
Chr_5	903221	928183	+	pchr_scaffold_2	560197	618996	-
Chr_5	928183	954837	+	pchr_scaffold_2	2143522	2245640	+
Chr_5	954837	966091	+	pchr_scaffold_2	2245640	2269956	-
Chr_5	966091	974889	+	pchr_scaffold_2	985715	992228	+
Chr_5	976104	1001422	+	pchr_scaffold_2	2030530	2095168	-
Chr_5	1032616	1047176	+	pchr_scaffold_2	1216223	1261534	+
Chr_5	1047176	1097133	+	pchr_scaffold_2	503251	560197	+
Chr_5	1097133	1099168	+	pchr_scaffold_5	1854166	1869721	-
Chr_5	1099168	1125117	+	pchr_scaffold_2	1181003	1191057	+
Chr_5	1134950	1143967	+	pchr_scaffold_2	963781	970429	-
Chr_5	1157983	1163711	+	pchr_scaffold_19	33627	38617	-
Chr_5	1170477	1179062	+	pchr_scaffold_2	929452	930567	-
Chr_5	1179062	1183668	+	pchr_scaffold_2	936077	940228	-
Chr_5	1183668	1196918	+	pchr_scaffold_9	778100	903745	-
Chr_5	1196918	1201283	+	pchr_scaffold_9	1756099	1778966	-
Chr_5	1202218	1209079	+	pchr_scaffold_2	1564358	1625028	-
Chr_5	1209079	1285481	+	pchr_scaffold_2	1705316	1812336	-
Chr_5	1285481	1300569	+	pchr_scaffold_2	1951284	1999836	-
Chr_5	1300569	1314610	+	pchr_scaffold_2	1527297	1539705	+
Chr_5	1351877	1373528	+	pchr_scaffold_2	262189	387459	-
Chr_5	1373528	1406253	+	pchr_scaffold_2	940228	963781	-
Chr_5	1406253	1425089	+	pchr_scaffold_2	1017130	1035952	+
Chr_5	1446932	1470399	+	pchr_scaffold_2	133041	198976	-
Chr_5	1470399	1473617	+	pchr_scaffold_2	129901	133041	+
Chr_5	1473617	1499978	+	pchr_scaffold_2	2100581	2143522	-
Chr_5	1508277	1526643	+	pchr_scaffold_2	1941283	1951284	-
Chr_5	1528592	1536926	+	pchr_scaffold_2	1999836	2030530	-
Chr_5	1559221	1563341	+	pchr_scaffold_2	2269956	2283788	-
Chr_5	1564506	1585611	+	pchr_scaffold_2	2283788	2315671	+
Chr_5	1588292	1615702	+	pchr_scaffold_2	2315671	2328126	+
Chr_5	1615702	1617524	+	pchr_scaffold_2	707990	713323	+
Chr_5	1617524	1652030	+	pchr_scaffold_2	627301	707990	-
Chr_5	1652030	1653336	+	pchr_scaffold_2	713323	714082	+
Chr_5	1680382	1686836	+	pchr_scaffold_22	11612	89514	-
Chr_5	1688144	1706288	+	pchr_scaffold_2	216012	257717	+
Chr_5	1713084	1727327	+	pchr_scaffold_2	1812336	1851652	-
Chr_5	1727327	1738955	+	pchr_scaffold_2	1860817	1862837	-
Chr_5	1738955	1754190	+	pchr_scaffold_2	1851652	1860817	-
Chr_5	1763396	1779569	+	pchr_scaffold_2	1862837	1903435	-
Chr_5	1779569	1789631	+	pchr_scaffold_2	1936868	1941283	+
Chr_5	1789631	1801370	+	pchr_scaffold_2	1920146	1936868	-
Chr_5	1801370	1803846	+	pchr_scaffold_2	1919566	1920146	+
Chr_5	1803846	1810509	+	pchr_scaffold_2	1903435	1919566	-
Chr_5	1810509	1826178	+	pchr_scaffold_2	1402758	1476736	+
Chr_5	1826178	1839751	+	pchr_scaffold_2	2095168	2100581	-
Chr_5	1839751	1846260	+	pchr_scaffold_2	2788705	2823064	-
Chr_5	1846260	1923823	+	pchr_scaffold_2	1476736	1487752	+
Chr_5	1950956	2033307	+	pchr_scaffold_2	1035952	1181003	+
Chr_5	2033307	2037480	+	pchr_scaffold_2	970429	985715	+
Chr_5	2037480	2045397	+	pchr_scaffold_2	390474	469536	-
Chr_5	2045397	2051323	+	pchr_scaffold_2	469536	503251	-
Chr_5	2051323	2058632	+	pchr_scaffold_2	387459	390474	+
Chr_5	2058632	2066704	+	pchr_scaffold_2	893013	900499	+
Chr_5	2066704	2093666	+	pchr_scaffold_2	900499	910148	+
Chr_5	2093666	2123493	+	pchr_scaffold_2	992228	1017130	+
Chr_5	2123493	2145179	+	pchr_scaffold_13	1161912	1211126	-
Chr_5	2145179	2151654	+	pchr_scaffold_2	1625028	1639557	-
Chr_5	2151654	2169933	+	pchr_scaffold_2	257717	262189	-
Chr_5	2169933	2180871	+	pchr_scaffold_2	1639557	1691642	-
Chr_5	2180871	2185658	+	pchr_scaffold_2	1691642	1705316	-
Chr_5	2185658	2215163	+	pchr_scaffold_2	1563468	1564358	+
Chr_5	2215163	2242219	+	pchr_scaffold_2	1539705	1563468	-
Chr_5	2242219	2287623	+	pchr_scaffold_2	1514710	1527297	+
Chr_5	2322872	2350611	+	pchr_scaffold_22	259034	324215	-
Chr_5	2350611	2372680	+	pchr_scaffold_22	10289	11612	-
Chr_5	2385835	2393219	+	pchr_scaffold_22	89514	125542	-
Chr_5	2393219	2412706	+	pchr_scaffold_2	123162	129901	+
Chr_5	2412706	2426581	+	pchr_scaffold_2	1326497	1354313	+
Chr_5	2426581	2445309	+	pchr_scaffold_2	1354313	1358931	-
Chr_5	2445309	2460035	+	pchr_scaffold_2	1358931	1376700	+
Chr_5	2460035	2471250	+	pchr_scaffold_2	1261534	1326497	+
Chr_5	2495510	2578547	+	pchr_scaffold_2	89879	107414	-
Chr_5	2623205	2626548	+	pchr_scaffold_4	1259074	1270821	+
Chr_5	2626548	2635805	+	pchr_scaffold_2	204592	216012	+
Chr_5	2648975	2653482	+	pchr_scaffold_2	618996	627301	+
Chr_5	2653482	2707906	+	pchr_scaffold_2	1376700	1402758	-
Chr_5	2707906	2722878	+	pchr_scaffold_2	198976	204592	+
Chr_5	2722878	2774411	+	pchr_scaffold_22	156643	160257	-
Chr_5	2774411	2803382	+	pchr_scaffold_22	140110	156643	-
Chr_5	2803382	2807292	+	pchr_scaffold_22	160257	248389	+
Chr_5	2871479	2876062	+	pchr_scaffold_22	125542	140110	-
Chr_5	2975644	2985123	+	pchr_scaffold_22	324215	346767	+
Chr_5	3008478	3018823	+	pchr_scaffold_27	148273	148966	+
Chr_5	3018823	3023663	+	pchr_scaffold_22	248389	259034	-
Chr_5	3023663	3054470	+	pchr_scaffold_2	66864	89879	+
Chr_5	3081703	3126586	+	pchr_scaffold_5	799628	855981	+
Chr_7	3281	53565	+	pchr_scaffold_28	46429	64606	+
Chr_7	158236	181806	+	pchr_scaffold_3	2389247	2391361	-
Chr_7	741901	754517	+	pchr_scaffold_3	2284868	2293207	-
Chr_7	754517	838379	+	pchr_scaffold_3	2391361	2403369	+
Chr_7	838890	859344	+	pchr_scaffold_3	1717902	1763834	-
Chr_7	859344	864624	+	pchr_scaffold_3	1833331	1860374	+
Chr_7	979769	984520	+	pchr_scaffold_3	2293207	2389247	+
Chr_7	984520	999846	+	pchr_scaffold_3	2147311	2153599	-
Chr_7	999846	1005956	+	pchr_scaffold_3	2192213	2197218	+
Chr_7	1005956	1040098	+	pchr_scaffold_3	2197218	2240620	+
Chr_7	1040098	1043286	+	pchr_scaffold_3	662269	761885	+
Chr_7	1046923	1062479	+	pchr_scaffold_3	1776462	1833331	+
Chr_7	1067798	1085335	+	pchr_scaffold_3	1886966	1976494	-
Chr_7	1091875	1127667	+	pchr_scaffold_3	660514	662269	+
Chr_7	1127667	1145044	+	pchr_scaffold_3	1763834	1776462	-
Chr_7	1185472	1203993	+	pchr_scaffold_3	944108	953071	-
Chr_7	1206997	1226395	+	pchr_scaffold_7	846768	857205	+
Chr_7	1226395	1239231	+	pchr_scaffold_3	2153599	2192213	-
Chr_7	1273128	1279750	+	pchr_scaffold_3	1024785	1054449	-
Chr_7	1288533	1322871	+	pchr_scaffold_3	1992309	2029256	-
Chr_7	1322871	1347692	+	pchr_scaffold_3	1985103	1986122	-
Chr_7	1347692	1358996	+	pchr_scaffold_3	1333839	1447499	-
Chr_7	1358996	1388773	+	pchr_scaffold_42	6019	13111	-
Chr_7	1395015	1403510	+	pchr_scaffold_3	763516	826235	-
Chr_7	1403510	1405926	+	pchr_scaffold_3	826235	828503	+
Chr_7	1429527	1432450	+	pchr_scaffold_20	42346	125590	+
Chr_7	1432450	1432719	+	pchr_scaffold_3	2131841	2147311	+
Chr_7	1432719	1441725	+	pchr_scaffold_3	2029256	2131841	-
Chr_7	1441725	1449318	+	pchr_scaffold_3	761885	763516	-
Chr_7	1449318	1474127	+	pchr_scaffold_3	78741	133492	-
Chr_7	1479252	1521615	+	pchr_scaffold_3	1007765	1024785	-
Chr_7	1521615	1557589	+	pchr_scaffold_3	315312	345673	+
Chr_7	1561350	1586969	+	pchr_scaffold_3	485157	502044	+
Chr_7	1610687	1651771	+	pchr_scaffold_3	1540078	1597889	+
Chr_7	1651771	1655584	+	pchr_scaffold_3	424288	427241	-
Chr_7	1655584	1679360	+	pchr_scaffold_3	953071	1002526	-
Chr_7	1679360	1695396	+	pchr_scaffold_3	345673	355533	+
Chr_7	1695396	1702813	+	pchr_scaffold_3	1085646	1100740	-
Chr_7	1828009	1856859	+	pchr_scaffold_3	1054449	1062479	+
Chr_7	1856859	1859485	+	pchr_scaffold_3	1084375	1085646	+
Chr_7	1937914	1987651	+	pchr_scaffold_3	828503	944108	+
Chr_7	2006673	2040841	+	pchr_scaffold_3	1100740	1108958	-
Chr_7	2040841	2047721	+	pchr_scaffold_3	1108958	1146652	+
Chr_7	2070676	2088687	+	pchr_scaffold_3	1146652	1277695	+
Chr_7	2122737	2153082	+	pchr_scaffold_3	381654	424288	-
Chr_7	2153082	2202900	+	pchr_scaffold_3	355533	381654	+
Chr_7	2202900	2243829	+	pchr_scaffold_3	1277695	1305354	+
Chr_7	2243829	2246786	+	pchr_scaffold_3	1305354	1312109	-
Chr_7	2246786	2269983	+	pchr_scaffold_3	427241	447511	+
Chr_7	2269983	2284087	+	pchr_scaffold_3	1640277	1712266	+
Chr_7	2284087	2343746	+	pchr_scaffold_3	447511	485157	-
Chr_7	2343746	2345005	+	pchr_scaffold_3	1712266	1717902	+
Chr_7	2345005	2360347	+	pchr_scaffold_3	1597889	1598243	+
Chr_7	2365989	2373770	+	pchr_scaffold_3	1598243	1640277	+
Chr_7	2373770	2454664	+	pchr_scaffold_3	555055	660514	-
Chr_7	2667091	2940615	+	pchr_scaffold_3	502044	555055	-
Chr_8	153780	185578	+	pchr_scaffold_16	592415	612273	-
Chr_8	197021	209988	+	pchr_scaffold_50	3320	5801	-
Chr_8	295668	310505	+	pchr_scaffold_8	578992	658377	+
Chr_8	356436	383219	+	pchr_scaffold_8	1581692	1699545	-
Chr_8	393686	434032	+	pchr_scaffold_12	105403	130959	+
Chr_8	434032	436349	+	pchr_scaffold_8	658377	659291	+
Chr_8	486607	518252	+	pchr_scaffold_8	1250063	1345016	-
Chr_8	518252	543676	+	pchr_scaffold_16	70457	71728	+
Chr_8	642206	648074	+	pchr_scaffold_8	1699545	1703131	-
Chr_8	708124	733642	+	pchr_scaffold_8	941129	1175449	+
Chr_8	736692	752759	+	pchr_scaffold_17	265711	338374	-
Chr_8	764468	776239	+	pchr_scaffold_17	338374	407054	-
Chr_8	843629	907503	+	pchr_scaffold_8	1464532	1469631	+
Chr_8	907503	925641	+	pchr_scaffold_12	131382	241170	-
Chr_8	925641	927471	+	pchr_scaffold_8	890605	941129	-
Chr_8	927471	936748	+	pchr_scaffold_12	241170	284715	-
Chr_8	936748	941799	+	pchr_scaffold_12	130959	131382	-
Chr_8	941799	952364	+	pchr_scaffold_8	426778	429573	+
Chr_8	993498	1010932	+	pchr_scaffold_8	830712	890605	-
Chr_8	1010932	1013573	+	pchr_scaffold_8	498919	567453	+
Chr_8	1013573	1015536	+	pchr_scaffold_8	474598	498919	+
Chr_8	1015536	1029986	+	pchr_scaffold_8	429573	474598	-
Chr_8	1029986	1036168	+	pchr_scaffold_17	515829	519250	-
Chr_8	1036168	1040213	+	pchr_scaffold_17	513342	515829	+
Chr_8	1059018	1083433	+	pchr_scaffold_8	659291	771835	-
Chr_8	1161942	1171643	+	pchr_scaffold_8	1176172	1245451	+
Chr_8	1171643	1176296	+	pchr_scaffold_8	1245451	1250063	+
Chr_8	1183692	1185924	+	pchr_scaffold_20	282274	371753	-
Chr_8	1185924	1190052	+	pchr_scaffold_20	252921	257677	-
Chr_8	1227039	1275046	+	pchr_scaffold_5	1074261	1088734	-
Chr_8	1275046	1287023	+	pchr_scaffold_11	1346349	1349338	-
Chr_8	1294292	1297472	+	pchr_scaffold_12	100622	105403	-
Chr_8	1297472	1326074	+	pchr_scaffold_8	1577407	1581692	+
Chr_8	1326074	1334864	+	pchr_scaffold_8	1175449	1176172	+
Chr_8	1352512	1366447	+	pchr_scaffold_12	61365	100622	+
Chr_8	1391804	1394554	+	pchr_scaffold_12	336076	347666	+
Chr_8	1394554	1419463	+	pchr_scaffold_17	436338	513342	-
Chr_8	1419463	1424018	+	pchr_scaffold_20	177814	204718	-
Chr_8	1424018	1462678	+	pchr_scaffold_4	1270821	1321005	+
Chr_8	1462678	1464652	+	pchr_scaffold_17	98213	99493	-
Chr_8	1521710	1546094	+	pchr_scaffold_20	204718	252921	+
Chr_8	1546094	1559798	+	pchr_scaffold_20	257677	282274	-
Chr_8	1679373	1718190	+	pchr_scaffold_8	771835	830712	+
Chr_8	1718190	1776044	+	pchr_scaffold_8	567453	578992	+
Chr_8	1880935	1888809	+	pchr_scaffold_8	1469631	1477973	-
Chr_8	1888809	1937218	+	pchr_scaffold_8	1477973	1577407	+
Chr_8	1943377	1957608	+	pchr_scaffold_17	433454	436338	-
Chr_8	1977182	2017308	+	pchr_scaffold_8	1386878	1464532	-
Chr_8	2017308	2029350	+	pchr_scaffold_17	407054	433454	-
Chr_8	2029350	2050315	+	pchr_scaffold_6	1369698	1570810	-
Chr_8	2176931	2197634	+	pchr_scaffold_17	105629	120752	-
Chr_8	2197634	2215235	+	pchr_scaffold_17	99493	105629	+
Chr_8	2220678	2248049	+	pchr_scaffold_17	50343	98213	-
Chr_8	2289367	2308625	+	pchr_scaffold_17	253765	265711	-
Chr_9	8806	16179	+	pchr_scaffold_13	422188	428722	+
Chr_9	16179	438118	+	pchr_scaffold_7	1433577	1558957	-
Chr_9	438118	492026	+	pchr_scaffold_1	2145632	2176085	+
Chr_9	558243	635063	+	pchr_scaffold_7	1404921	1433577	-
Chr_9	661287	667422	+	pchr_scaffold_7	1402006	1404921	-
Chr_9	724867	815375	+	pchr_scaffold_7	1564539	1620365	-
Chr_9	815375	830643	+	pchr_scaffold_7	857205	869372	+
Chr_9	832200	847729	+	pchr_scaffold_31	4823	19826	+
Chr_9	851153	860714	+	pchr_scaffold_7	1620365	1623635	+
Chr_9	860714	893781	+	pchr_scaffold_3	1447499	1540078	-
Chr_9	1144541	1181361	+	pchr_scaffold_10	461600	635986	-
Chr_9	1259218	1283158	+	pchr_scaffold_7	1691796	1714031	+
Chr_9	1283158	1287593	+	pchr_scaffold_7	1889764	1895525	+
Chr_9	1299054	1311149	+	pchr_scaffold_7	1095788	1141833	+
Chr_9	1311149	1317798	+	pchr_scaffold_7	1048705	1059642	+
Chr_9	1317798	1395315	+	pchr_scaffold_7	996767	1048705	-
Chr_9	1395315	1417525	+	pchr_scaffold_7	834056	846768	-
Chr_9	1458464	1471244	+	pchr_scaffold_7	869372	939374	-
Chr_9	1471244	1485936	+	pchr_scaffold_7	1720369	1738968	-
Chr_9	1485936	1495765	+	pchr_scaffold_7	1089553	1095788	-
Chr_9	1495765	1546766	+	pchr_scaffold_7	1059642	1070278	+
Chr_9	1546766	1557230	+	pchr_scaffold_7	1623635	1633279	-
Chr_9	1557230	1563321	+	pchr_scaffold_7	939374	944403	+
Chr_9	1563321	1570672	+	pchr_scaffold_7	1681478	1691796	+
Chr_9	1615083	1690137	+	pchr_scaffold_7	1738968	1799846	+
Chr_9	1690137	1700510	+	pchr_scaffold_7	1633279	1681478	+
Chr_9	1700510	1747231	+	pchr_scaffold_7	1714031	1720369	-
Chr_9	1747231	1806193	+	pchr_scaffold_7	805117	834056	-
Chr_9	1816021	1839445	+	pchr_scaffold_7	1799846	1889764	+
Chr_9	1839445	1849303	+	pchr_scaffold_19	97150	109006	-
Chr_9	2124966	2174732	+	pchr_scaffold_3	1002526	1007765	+
Chr_9	2228743	2354159	+	pchr_scaffold_12	284715	336076	-
Chr_9	2354159	2366520	+	pchr_scaffold_5	2117734	2121724	+
Chr_9	2366520	2461278	+	pchr_scaffold_13	182673	244285	-
Chr_9	2461278	2486397	+	pchr_scaffold_7	654464	805117	+
Chr_10	37299	172972	+	pchr_scaffold_9	1754636	1756099	-
Chr_10	355418	358040	+	pchr_scaffold_3	2280559	2284868	+
Chr_10	402132	424193	+	pchr_scaffold_9	1245174	1397736	+
Chr_10	585434	616534	+	pchr_scaffold_9	623737	778100	+
Chr_10	616534	627303	+	pchr_scaffold_9	1494832	1553808	+
Chr_10	627303	693632	+	pchr_scaffold_9	1553808	1559495	-
Chr_10	956512	967941	+	pchr_scaffold_9	334649	376099	+
Chr_10	972198	973097	+	pchr_scaffold_9	376099	376426	-
Chr_10	987876	1012182	+	pchr_scaffold_9	376426	459457	-
Chr_10	1059336	1067716	+	pchr_scaffold_9	602433	623737	+
Chr_10	1067716	1113088	+	pchr_scaffold_9	459457	492078	-
Chr_10	1113088	1199489	+	pchr_scaffold_9	492078	602433	-
Chr_10	1269353	1273358	+	pchr_scaffold_2	2823064	2824298	+
Chr_10	1273358	1298684	+	pchr_scaffold_24	70972	71966	+
Chr_10	1381000	1391865	+	pchr_scaffold_9	918558	925216	-
Chr_10	1417192	1453879	+	pchr_scaffold_9	908072	918558	-
Chr_10	1453879	1465567	+	pchr_scaffold_9	903745	908072	+
Chr_10	1465567	1546678	+	pchr_scaffold_9	1559495	1754636	-
Chr_10	1546678	1555634	+	pchr_scaffold_9	1397736	1423344	-
Chr_10	1555634	1653625	+	pchr_scaffold_9	925216	1233286	+
Chr_10	1795731	1874460	+	pchr_scaffold_9	128670	312185	-
Chr_12	192367	195680	+	pchr_scaffold_14	859641	861112	+
Chr_12	215681	244108	+	pchr_scaffold_10	1353584	1356371	-
Chr_12	244108	245233	+	pchr_scaffold_10	1352581	1353584	-
Chr_12	293239	339863	+	pchr_scaffold_10	1356371	1374836	-
Chr_12	339863	519371	+	pchr_scaffold_14	135603	158646	-
Chr_12	540766	596657	+	pchr_scaffold_12	347666	547867	-
Chr_12	745174	756240	+	pchr_scaffold_3	1860374	1886966	-
Chr_12	756240	812368	+	pchr_scaffold_12	678242	731289	-
Chr_12	1045481	1146632	+	pchr_scaffold_12	598319	678242	-
Chr_12	1164079	1168515	+	pchr_scaffold_5	598474	604626	-
Chr_12	1168515	1177653	+	pchr_scaffold_1	1526146	1527446	+
Chr_12	1188004	1199427	+	pchr_scaffold_31	19826	26633	+
Chr_12	1199427	1223871	+	pchr_scaffold_31	26633	30462	-
Chr_12	1223871	1241397	+	pchr_scaffold_12	874240	964682	+
Chr_12	1251956	1285910	+	pchr_scaffold_12	547867	551734	+
Chr_12	1285910	1294797	+	pchr_scaffold_10	891594	919898	+
Chr_12	1347255	1375696	+	pchr_scaffold_12	779806	874240	+
Chr_12	1375696	1402042	+	pchr_scaffold_10	919898	1032734	+
Chr_12	1410244	1422724	+	pchr_scaffold_10	875246	891594	+
Chr_12	1519364	1557986	+	pchr_scaffold_12	551734	598319	+
Chr_12	1557986	1565106	+	pchr_scaffold_10	1051252	1079248	-
Chr_12	1669977	1695254	+	pchr_scaffold_10	1046474	1051252	+
Chr_12	1695254	1713820	+	pchr_scaffold_10	1079248	1085382	-
Chr_12	1713820	1720183	+	pchr_scaffold_12	742461	767573	+
Chr_12	1852368	1860401	+	pchr_scaffold_16	591483	592415	-
Chr_6	215158	230794	+	pchr_scaffold_5	971230	980701	-
Chr_6	236039	247207	+	pchr_scaffold_5	237087	475110	-
Chr_6	414895	424215	+	pchr_scaffold_1	616355	657300	+
Chr_6	451580	470334	+	pchr_scaffold_3	133492	315312	+
Chr_6	471649	491247	+	pchr_scaffold_5	980701	1074261	+
Chr_6	549527	566370	+	pchr_scaffold_4	1733135	1783543	+
Chr_6	566370	574120	+	pchr_scaffold_4	1697587	1733135	+
Chr_6	687472	711319	+	pchr_scaffold_4	2229699	2233560	+
Chr_6	740391	750003	+	pchr_scaffold_5	236122	237087	+
Chr_6	764722	771242	+	pchr_scaffold_5	901179	920873	-
Chr_6	819214	862387	+	pchr_scaffold_14	754751	761795	-
Chr_6	862387	918013	+	pchr_scaffold_4	1783543	1856469	+
Chr_6	959076	985141	+	pchr_scaffold_5	920873	971230	-
Chr_6	991710	1039241	+	pchr_scaffold_4	2177197	2217945	+
Chr_6	1039241	1059834	+	pchr_scaffold_5	860560	901179	+
Chr_6	1122599	1176647	+	pchr_scaffold_2	1191057	1216223	+
Chr_6	1176647	1181418	+	pchr_scaffold_4	2217945	2229699	+
Chr_6	1212707	1216447	+	pchr_scaffold_4	2233560	2237039	-
Chr_6	1355354	1370041	+	pchr_scaffold_5	1154571	1197656	+
Chr_6	1384122	1395323	+	pchr_scaffold_5	1088734	1154571	-
Chr_6	1458080	1482829	+	pchr_scaffold_4	1856469	1878426	+
Chr_6	1575721	1590286	+	pchr_scaffold_5	1204005	1263481	-
Chr_6	1599191	1663807	+	pchr_scaffold_4	1890669	1894166	-
Chr_6	1663807	1667423	+	pchr_scaffold_4	1878426	1890669	-
Chr_6	1667423	1734503	+	pchr_scaffold_4	1894166	2177197	-
Chr_6	1800333	1916992	+	pchr_scaffold_14	740123	754751	+
Chr_6	1916992	1929086	+	pchr_scaffold_7	1563619	1564539	+
Chr_6	1929086	1935669	+	pchr_scaffold_7	1558957	1563619	-
Chr_11	400289	418162	+	pchr_scaffold_5	797287	799628	+
Chr_11	659386	662519	+	pchr_scaffold_5	796521	797287	+
Chr_11	666126	684422	+	pchr_scaffold_5	604626	796521	+
Chr_11	758150	773633	+	pchr_scaffold_5	1263481	1290476	+
Chr_11	871220	886633	+	pchr_scaffold_5	109102	134704	-
Chr_11	886633	887719	+	pchr_scaffold_5	25239	26261	-
Chr_11	887719	912741	+	pchr_scaffold_5	26261	109102	+
Chr_11	912741	917232	+	pchr_scaffold_5	21922	25239	-
Chr_11	917232	932058	+	pchr_scaffold_5	1464279	1509320	+
Chr_11	932058	938335	+	pchr_scaffold_5	146187	150017	+
Chr_11	938335	978244	+	pchr_scaffold_5	1438028	1464279	-
Chr_11	1033253	1040440	+	pchr_scaffold_5	1584831	1634515	+
Chr_11	1040440	1069039	+	pchr_scaffold_4	1549838	1697587	-
Chr_11	1220041	1331919	+	pchr_scaffold_5	1290476	1432456	+
Chr_11	1358424	1416125	+	pchr_scaffold_5	1509320	1584831	-
Chr_11	1416125	1441296	+	pchr_scaffold_5	1432456	1438028	-
Chr_11	1441296	1455005	+	pchr_scaffold_5	855981	860560	+
Chr_11	1469905	1518153	+	pchr_scaffold_5	134704	146187	+
Chr_11	1701159	1726857	+	pchr_scaffold_5	1672194	1854166	-
Chr_13	187108	272444	+	pchr_scaffold_5	1634515	1672194	+
Chr_13	294661	317231	+	pchr_scaffold_19	109006	131549	-
Chr_13	334543	345532	+	pchr_scaffold_19	380430	422071	+
Chr_13	385875	395978	+	pchr_scaffold_15	698025	764127	-
Chr_13	395978	425968	+	pchr_scaffold_15	764127	832715	-
Chr_13	425968	427705	+	pchr_scaffold_15	832715	833572	-
Chr_13	441045	445665	+	pchr_scaffold_7	75703	78107	+
Chr_13	453792	457897	+	pchr_scaffold_15	695078	698025	-
Chr_13	457897	464654	+	pchr_scaffold_9	1233286	1245174	-
Chr_13	652310	663777	+	pchr_scaffold_10	426043	461600	+
Chr_13	663777	723349	+	pchr_scaffold_10	680156	716760	-
Chr_13	738720	764641	+	pchr_scaffold_6	1918719	1927216	+
Chr_13	764641	777827	+	pchr_scaffold_12	964682	970947	-
Chr_13	787406	793643	+	pchr_scaffold_10	635986	659980	-
Chr_13	812026	897667	+	pchr_scaffold_1	3041227	3062526	-
Chr_13	901943	926107	+	pchr_scaffold_10	76508	378993	-
Chr_13	935506	945787	+	pchr_scaffold_1	2197072	2209142	-
Chr_13	945787	982665	+	pchr_scaffold_8	200446	426778	+
