#model	count	dS_inv	dN	scaffold	start_position
Ccin:CC1G_05863T0	4	0.684931506849315	0.48	XII	369152
Ccin:CC1G_05868T0	3	0.458715596330275	0.8	XII	387800
Ccin:CC1G_15390T0	1	0.595238095238095	0.25	XII	396916
Ccin:CC1G_11243T0	2	0.458715596330275	0.74	XII	430706
Ccin:CC1G_11247T0	3	0.43859649122807	0.84	XII	445990
Ccin:CC1G_11248T0	3	0.4149377593361	0.85	XII	454766
Ccin:CC1G_11250T0	3	0.425531914893617	0.74	XII	465118
Ccin:CC1G_11255T0	4	0.434782608695652	0.85	XII	482234
Ccin:CC1G_12383T0	4	0.526315789473684	0.52	XII	497891
Ccin:CC1G_12386T0	4	0.555555555555556	0.65	XII	504555
Ccin:CC1G_12387T0	4	0.462962962962963	0.7	XII	507116
Ccin:CC1G_12388T0	3	0.531914893617021	0.68	XII	512224
Ccin:CC1G_12305T0	6	0.469483568075117	0.6	XII	541010
Ccin:CC1G_15399T0	6	0.432900432900433	0.52	XII	544411
Ccin:CC1G_12308T0	6	0.416666666666667	0.6	XII	549120
Ccin:CC1G_15401T0	6	0.45662100456621	0.6	XII	553745
Ccin:CC1G_12311T0	6	0.404858299595142	0.6	XII	555752
Ccin:CC1G_12313T0	7	0.3690036900369	0.61	XII	558947
Ccin:CC1G_12314T0	8	0.37593984962406	0.62	XII	561444
Ccin:CC1G_08439T0	6	0.613496932515337	0.6	XII	582721
Ccin:CC1G_08440T0	5	0.478468899521531	0.54	XII	584714
Ccin:CC1G_08443T0	4	0.458715596330275	0.57	XII	591719
Ccin:CC1G_08451T0	6	0.4739336492891	0.59	XII	604494
Ccin:CC1G_15404T0	6	0.40650406504065	0.68	XII	606414
Ccin:CC1G_08455T0	4	0.50761421319797	0.53	XII	618254
Ccin:CC1G_08457T0	5	0.555555555555556	0.57	XII	624734
Ccin:CC1G_08462T0	5	0.431034482758621	0.6	XII	638924
Ccin:CC1G_08464T0	5	0.403225806451613	0.78	XII	648400
Ccin:CC1G_08465T0	4	0.390625	0.84	XII	650521
Ccin:CC1G_08466T0	5	0.518134715025907	0.67	XII	652585
Ccin:CC1G_08475T0	6	0.497512437810945	0.45	XII	671767
Ccin:CC1G_08476T0	5	0.366300366300366	0.68	XII	675902
Ccin:CC1G_08481T0	5	0.469483568075117	0.7	XII	685887
Ccin:CC1G_08482T0	6	0.476190476190476	0.56	XII	688649
Ccin:CC1G_08484T0	6	0.595238095238095	0.42	XII	697552
Ccin:CC1G_08487T0	5	0.389105058365759	0.47	XII	705368
Ccin:CC1G_08490T0	5	0.380228136882129	0.78	XII	711680
Ccin:CC1G_08492T0	4	0.355871886120996	0.78	XII	717005
Ccin:CC1G_13400T0	4	0.448430493273543	0.56	XII	736459
Ccin:CC1G_09783T0	6	0.374531835205993	0.62	XII	750168
Ccin:CC1G_09785T0	6	0.357142857142857	0.67	XII	755423
Ccin:CC1G_15413T0	5	0.353356890459364	0.63	XII	762619
Ccin:CC1G_15414T0	5	0.3690036900369	0.62	XII	765300
Ccin:CC1G_09789T0	6	0.465116279069767	0.53	XII	769423
Ccin:CC1G_09790T0	6	0.413223140495868	0.54	XII	772837
Ccin:CC1G_09796T0	7	0.427350427350427	0.79	XII	791820
Ccin:CC1G_09802T0	6	0.602409638554217	0.66	XII	803997
Ccin:CC1G_09803T0	7	0.546448087431694	0.76	XII	807816
Ccin:CC1G_09804T0	8	0.584795321637427	0.66	XII	811408
Ccin:CC1G_09805T0	9	0.613496932515337	0.57	XII	813213
Ccin:CC1G_09806T0	9	0.666666666666667	0.5	XII	816047
Ccin:CC1G_09810T0	9	0.50251256281407	0.79	XII	828698
Ccin:CC1G_09811T0	8	0.50761421319797	0.72	XII	830579
Ccin:CC1G_09813T0	7	0.5	0.81	XII	834440
Ccin:CC1G_09815T0	7	0.448430493273543	0.9	XII	837848
Ccin:CC1G_09817T0	6	0.584795321637427	0.62	XII	841472
Ccin:CC1G_13080T0	6	0.549450549450549	0.91	XII	862090
Ccin:CC1G_13082T0	5	0.495049504950495	1.02	XII	866047
Ccin:CC1G_13083T0	4	0.549450549450549	1.05	XII	869220
Ccin:CC1G_10774T0	5	0.452488687782805	1.05	XII	871066
Ccin:CC1G_10778T0	9	0.460829493087558	0.7	XII	886970
Ccin:CC1G_15416T0	6	0.444444444444444	0.73	XII	895437
Ccin:CC1G_10784T0	6	0.387596899224806	0.9	XII	900304
Ccin:CC1G_10785T0	6	0.420168067226891	0.82	XII	904496
Ccin:CC1G_10787T0	7	0.381679389312977	0.82	XII	908931
Ccin:CC1G_10788T0	7	0.436681222707424	0.83	XII	909835
Ccin:CC1G_10794T0	7	0.442477876106195	0.61	XII	923697
Ccin:CC1G_10797T0	5	0.483091787439614	0.74	XII	930182
Ccin:CC1G_10799T0	3	0.396825396825397	1.04	XII	935171
Ccin:CC1G_10802T0	3	0.588235294117647	0.67	XII	943194
Ccin:CC1G_11587T0	3	0.272479564032698	0.57	XII	973142
Ccin:CC1G_11588T0	3	0.25	0.55	XII	976468
Ccin:CC1G_11590T0	3	0.241545893719807	0.68	XII	980278
Ccin:CC1G_11592T0	3	0.212314225053079	0.83	XII	986657
Ccin:CC1G_11599T0	4	0.793650793650794	0.38	XII	1017377
Ccin:CC1G_11467T0	6	1.14942528735632	0.19	XII	1031680
Ccin:CC1G_15419T0	6	0.925925925925926	0.33	XII	1033311
Ccin:CC1G_15420T0	6	1.38888888888889	0.28	XII	1034241
Ccin:CC1G_11471T0	7	0.78740157480315	0.41	XII	1041591
Ccin:CC1G_11472T0	7	0.689655172413793	0.42	XII	1044588
Ccin:CC1G_11473T0	7	0.740740740740741	0.38	XII	1047183
Ccin:CC1G_15424T0	5	0.769230769230769	0.23	XII	1063492
Ccin:CC1G_11477T0	5	0.62111801242236	0.53	XII	1068271
Ccin:CC1G_11482T0	3	0.561797752808989	0.62	XII	1075353
Ccin:CC1G_11489T0	3	0.409836065573771	0.34	XII	1089848
Ccin:CC1G_13353T0	2	0.87719298245614	0.46	XII	1110043
Ccin:CC1G_12528T0	4	0.50761421319797	0.36	XII	1132944
Ccin:CC1G_15427T0	3	0.490196078431373	0.31	XII	1140931
Ccin:CC1G_09901T0	4	0.609756097560976	0.3	XII	1149867
Ccin:CC1G_09902T0	4	0.847457627118644	0.27	XII	1155845
Ccin:CC1G_15429T0	3	0.4	0.59	XII	1173288
Ccin:CC1G_09912T0	3	0.418410041841004	0.79	XII	1196482
Ccin:CC1G_09914T0	2	0.363636363636364	1.18	XII	1201226
Ccin:CC1G_09916T0	3	0.43859649122807	0.9	XII	1213747
Ccin:CC1G_09922T0	2	0.574712643678161	0.8	XII	1233718
Ccin:CC1G_09930T0	3	0.442477876106195	0.72	XII	1254896
Ccin:CC1G_06451T0	3	0.617283950617284	0.35	XII	1270597
Ccin:CC1G_06452T0	5	0.775193798449612	0.39	XII	1277578
Ccin:CC1G_06455T0	4	0.584795321637427	0.53	XII	1288651
Ccin:CC1G_06457T0	3	0.62111801242236	0.36	XII	1296017
Ccin:CC1G_06459T0	4	0.392156862745098	0.6	XII	1299922
Ccin:CC1G_06469T0	3	0.869565217391304	0.34	XII	1321794
Ccin:CC1G_06476T0	4	0.53475935828877	0.42	XII	1339899
Ccin:CC1G_06477T0	4	0.40650406504065	0.46	XII	1342743
Ccin:CC1G_06484T0	5	0.5	0.51	XII	1357054
Ccin:CC1G_06487T0	5	0.609756097560976	0.54	XII	1361507
Ccin:CC1G_06492T0	4	0.552486187845304	0.46	XII	1369112
Ccin:CC1G_15439T0	5	0.588235294117647	0.54	XII	1371254
Ccin:CC1G_06498T0	3	0.471698113207547	0.77	XII	1387561
Ccin:CC1G_06500T0	3	0.492610837438424	0.49	XII	1396078
Ccin:CC1G_06510T0	2	0.458715596330275	0.47	XII	1419616
Ccin:CC1G_06511T0	2	0.529100529100529	0.43	XII	1424653
Ccin:CC1G_06517T0	5	0.458715596330275	0.79	XII	1445665
Ccin:CC1G_06519T0	4	0.462962962962963	0.93	XII	1451367
Ccin:CC1G_15443T0	5	0.561797752808989	0.76	XII	1455806
Ccin:CC1G_06525T0	5	0.53475935828877	0.9	XII	1465605
Ccin:CC1G_06526T0	5	0.476190476190476	0.83	XII	1469335
Ccin:CC1G_06528T0	3	0.444444444444444	1.02	XII	1476895
Ccin:CC1G_07292T0	1	0.518134715025907	0.59	XII	1563207
Ccin:CC1G_07297T0	3	0.440528634361233	0.82	XII	1576228
Ccin:CC1G_07302T0	4	0.549450549450549	0.67	XII	1593167
Ccin:CC1G_07306T0	4	0.552486187845304	0.79	XII	1601015
Ccin:CC1G_07307T0	3	0.45045045045045	0.98	XII	1603639
Ccin:CC1G_07309T0	4	0.53475935828877	0.87	XII	1606699
Ccin:CC1G_07314T0	4	0.398406374501992	0.77	XII	1629936
Ccin:CC1G_07315T0	3	0.413223140495868	0.9	XII	1634454
Ccin:CC1G_07317T0	4	0.33112582781457	0.98	XII	1640097
Ccin:CC1G_07319T0	6	0.442477876106195	0.73	XII	1645928
Ccin:CC1G_07327T0	5	0.408163265306122	0.69	XII	1664715
Ccin:CC1G_07328T0	4	0.314465408805031	0.86	XII	1667948
Ccin:CC1G_07329T0	5	0.366300366300366	0.89	XII	1670202
Ccin:CC1G_07333T0	5	0.432900432900433	0.79	XII	1685555
Ccin:CC1G_07335T0	3	0.342465753424658	0.78	XII	1694161
Ccin:CC1G_07338T0	4	0.442477876106195	0.86	XII	1700603
Ccin:CC1G_07746T0	5	0.381679389312977	0.64	XII	1720056
Ccin:CC1G_07747T0	7	0.546448087431694	0.47	XII	1723510
Ccin:CC1G_07750T0	6	0.515463917525773	0.53	XII	1729931
Ccin:CC1G_07751T0	6	0.641025641025641	0.42	XII	1732519
Ccin:CC1G_15457T0	6	0.892857142857143	0.36	XII	1735548
Ccin:CC1G_15459T0	6	0.4739336492891	0.54	XII	1745214
Ccin:CC1G_15460T0	6	0.4739336492891	0.54	XII	1748379
Ccin:CC1G_07764T0	6	0.625	0.74	XII	1765361
Ccin:CC1G_07768T0	6	0.364963503649635	1.07	XII	1776714
Ccin:CC1G_07769T0	6	0.371747211895911	1	XII	1780699
Ccin:CC1G_07770T0	6	0.403225806451613	0.96	XII	1783479
Ccin:CC1G_07772T0	7	0.387596899224806	1.03	XII	1787402
Ccin:CC1G_15463T0	7	0.378787878787879	1.1	XII	1792534
Ccin:CC1G_07775T0	7	0.416666666666667	1.06	XII	1798826
Ccin:CC1G_07778T0	5	0.34965034965035	0.99	XII	1809243
Ccin:CC1G_07780T0	5	0.408163265306122	0.97	XII	1816013
Ccin:CC1G_07786T0	4	0.444444444444444	0.95	XII	1833127
Ccin:CC1G_15466T0	4	0.380228136882129	0.92	XII	1836829
Ccin:CC1G_07797T0	7	0.465116279069767	0.83	XII	1857286
Ccin:CC1G_07798T0	7	0.495049504950495	0.71	XII	1861130
Ccin:CC1G_07799T0	6	0.531914893617021	0.76	XII	1862738
Ccin:CC1G_07800T0	6	0.476190476190476	0.64	XII	1865266
Ccin:CC1G_07808T0	9	0.483091787439614	0.64	XII	1879220
Ccin:CC1G_07809T0	9	0.444444444444444	0.7	XII	1881652
Ccin:CC1G_07810T0	8	0.460829493087558	0.72	XII	1883249
Ccin:CC1G_12599T0	6	0.487804878048781	0.65	XII	1896390
Ccin:CC1G_12600T0	6	0.641025641025641	0.6	XII	1898917
Ccin:CC1G_12601T0	6	0.485436893203884	0.66	XII	1900589
Ccin:CC1G_15475T0	7	0.529100529100529	0.5	XII	1913198
Ccin:CC1G_10211T0	8	0.446428571428571	0.53	XII	1926045
Ccin:CC1G_15477T0	8	0.465116279069767	0.45	XII	1926826
Ccin:CC1G_10216T0	10	0.416666666666667	0.64	XII	1934976
Ccin:CC1G_10217T0	10	0.420168067226891	0.63	XII	1935492
Ccin:CC1G_10218T0	10	0.421940928270042	0.6	XII	1938363
Ccin:CC1G_15479T0	11	0.403225806451613	0.66	XII	1945134
Ccin:CC1G_10221T0	11	0.403225806451613	0.61	XII	1947532
Ccin:CC1G_15480T0	11	0.374531835205993	0.66	XII	1949219
Ccin:CC1G_10225T0	10	0.346020761245675	0.67	XII	1957326
Ccin:CC1G_10226T0	10	0.371747211895911	0.64	XII	1958754
Ccin:CC1G_10227T0	9	0.33112582781457	0.8	XII	1962681
Ccin:CC1G_10228T0	8	0.347222222222222	0.82	XII	1965919
Ccin:CC1G_10233T0	7	0.3690036900369	0.95	XII	1978313
Ccin:CC1G_10237T0	6	0.37593984962406	0.98	XII	1987598
Ccin:CC1G_10239T0	4	0.431034482758621	0.98	XII	1991693
Ccin:CC1G_10241T0	4	0.392156862745098	1.17	XII	1994933
Ccin:CC1G_10244T0	4	0.595238095238095	0.76	XII	2004158
Ccin:CC1G_10255T0	1	0.43859649122807	1.16	XII	2027307
Ccin:CC1G_11770T0	7	0.591715976331361	0.5	XII	2052464
Ccin:CC1G_11771T0	7	0.571428571428571	0.66	XII	2055334
Ccin:CC1G_11776T0	10	0.588235294117647	0.61	XII	2064597
Ccin:CC1G_11777T0	11	0.552486187845304	0.64	XII	2066430
Ccin:CC1G_11778T0	11	0.555555555555556	0.63	XII	2068687
Ccin:CC1G_11779T0	11	0.564971751412429	0.59	XII	2070412
Ccin:CC1G_11780T0	11	0.549450549450549	0.59	XII	2072137
Ccin:CC1G_11782T0	12	0.62111801242236	0.58	XII	2075862
Ccin:CC1G_11785T0	10	0.578034682080925	0.55	XII	2082897
Ccin:CC1G_11787T0	10	0.602409638554217	0.55	XII	2085119
Ccin:CC1G_11788T0	10	0.636942675159236	0.5	XII	2087753
Ccin:CC1G_11789T0	9	0.649350649350649	0.52	XII	2090397
Ccin:CC1G_11792T0	5	0.505050505050505	0.58	XII	2097596
Ccin:CC1G_05545T0	7	0.552486187845304	0.53	XIII	247
Ccin:CC1G_05546T0	8	0.520833333333333	0.65	XIII	6926
Ccin:CC1G_05547T0	8	0.515463917525773	0.61	XIII	7864
Ccin:CC1G_15754T0	9	0.598802395209581	0.57	XIII	12592
Ccin:CC1G_15755T0	9	0.588235294117647	0.59	XIII	13493
Ccin:CC1G_15756T0	9	0.564971751412429	0.66	XIII	20227
Ccin:CC1G_15757T0	9	0.561797752808989	0.64	XIII	20543
Ccin:CC1G_05556T0	10	0.564971751412429	0.63	XIII	22974
Ccin:CC1G_05559T0	10	0.598802395209581	0.53	XIII	30622
Ccin:CC1G_05561T0	9	0.571428571428571	0.48	XIII	36875
Ccin:CC1G_15759T0	5	0.763358778625954	0.41	XIII	46158
Ccin:CC1G_05566T0	4	0.72992700729927	0.42	XIII	55245
Ccin:CC1G_05567T0	3	0.746268656716418	0.52	XIII	57608
Ccin:CC1G_05582T0	4	0.8	0.28	XIII	91309
Ccin:CC1G_05584T0	5	0.662251655629139	0.4	XIII	95272
Ccin:CC1G_05588T0	7	0.666666666666667	0.35	XIII	112465
Ccin:CC1G_05589T0	7	0.662251655629139	0.38	XIII	113758
Ccin:CC1G_15764T0	7	0.775193798449612	0.34	XIII	115239
Ccin:CC1G_15765T0	6	0.694444444444444	0.3	XIII	116726
Ccin:CC1G_05591T0	6	0.617283950617284	0.31	XIII	120682
Ccin:CC1G_05592T0	7	0.598802395209581	0.33	XIII	123295
Ccin:CC1G_05599T0	3	0.515463917525773	0.42	XIII	141975
Ccin:CC1G_05601T0	2	0.561797752808989	0.38	XIII	145881
Ccin:CC1G_05610T0	3	0.510204081632653	0.77	XIII	171289
Ccin:CC1G_05616T0	3	0.452488687782805	0.83	XIII	183956
Ccin:CC1G_05620T0	4	0.434782608695652	0.83	XIII	193539
Ccin:CC1G_05621T0	5	0.43859649122807	0.84	XIII	196287
Ccin:CC1G_05628T0	6	0.492610837438424	0.66	XIII	218051
Ccin:CC1G_05629T0	5	0.460829493087558	0.63	XIII	220977
Ccin:CC1G_05632T0	5	0.478468899521531	0.64	XIII	226390
Ccin:CC1G_05635T0	6	0.43859649122807	0.57	XIII	240356
Ccin:CC1G_05636T0	6	0.442477876106195	0.73	XIII	242720
Ccin:CC1G_05638T0	4	0.465116279069767	0.65	XIII	246525
Ccin:CC1G_05643T0	4	0.53475935828877	0.75	XIII	256030
Ccin:CC1G_05651T0	3	0.602409638554217	0.65	XIII	277956
Ccin:CC1G_05654T0	5	0.606060606060606	0.89	XIII	290798
Ccin:CC1G_05656T0	5	0.555555555555556	0.97	XIII	296474
Ccin:CC1G_13095T0	5	0.581395348837209	0.69	XIII	304973
Ccin:CC1G_13098T0	5	0.613496932515337	0.64	XIII	312440
Ccin:CC1G_13099T0	6	0.543478260869565	0.8	XIII	315281
Ccin:CC1G_12233T0	5	0.641025641025641	0.76	XIII	327965
Ccin:CC1G_12236T0	6	0.476190476190476	0.54	XIII	338829
Ccin:CC1G_15774T0	5	0.436681222707424	0.53	XIII	347577
Ccin:CC1G_12242T0	4	0.462962962962963	0.57	XIII	353405
Ccin:CC1G_12244T0	6	0.45045045045045	0.64	XIII	357492
Ccin:CC1G_07937T0	6	0.662251655629139	0.52	XIII	360222
Ccin:CC1G_07945T0	3	0.380228136882129	0.64	XIII	380695
Ccin:CC1G_07946T0	3	0.327868852459016	0.72	XIII	381988
Ccin:CC1G_07954T0	3	0.709219858156028	0.61	XIII	408380
Ccin:CC1G_07956T0	3	0.54054054054054	1.04	XIII	414195
Ccin:CC1G_07957T0	5	0.649350649350649	0.82	XIII	417326
Ccin:CC1G_07960T0	6	0.546448087431694	0.78	XIII	430916
Ccin:CC1G_07963T0	5	0.454545454545455	0.84	XIII	441053
Ccin:CC1G_07964T0	5	0.442477876106195	0.76	XIII	442195
Ccin:CC1G_07967T0	4	0.4739336492891	0.75	XIII	453956
Ccin:CC1G_07968T0	3	0.45045045045045	0.86	XIII	457766
Ccin:CC1G_07975T0	3	0.884955752212389	0.41	XIII	483543
Ccin:CC1G_07980T0	6	0.588235294117647	0.7	XIII	493570
Ccin:CC1G_07981T0	6	0.641025641025641	0.54	XIII	495080
Ccin:CC1G_07983T0	6	0.609756097560976	0.68	XIII	499689
Ccin:CC1G_07988T0	5	0.714285714285714	0.51	XIII	509293
Ccin:CC1G_07989T0	6	0.675675675675676	0.55	XIII	512271
Ccin:CC1G_07990T0	6	0.609756097560976	0.51	XIII	515752
Ccin:CC1G_04698T0	3	0.469483568075117	0.76	XIII	536541
Ccin:CC1G_15784T0	2	0.392156862745098	0.74	XIII	553570
Ccin:CC1G_04712T0	2	0.381679389312977	0.76	XIII	578088
Ccin:CC1G_04714T0	2	0.555555555555556	0.8	XIII	591025
Ccin:CC1G_04723T0	2	0.555555555555556	0.62	XIII	609014
Ccin:CC1G_04729T0	2	0.684931506849315	0.78	XIII	626277
Ccin:CC1G_04734T0	4	0.510204081632653	0.72	XIII	638680
Ccin:CC1G_04740T0	4	0.337837837837838	0.92	XIII	651600
Ccin:CC1G_04742T0	5	0.460829493087558	0.59	XIII	657372
Ccin:CC1G_04743T0	7	0.366300366300366	0.78	XIII	661632
Ccin:CC1G_04749T0	7	0.471698113207547	0.73	XIII	674855
Ccin:CC1G_04751T0	6	0.3584229390681	0.89	XIII	680587
Ccin:CC1G_04752T0	5	0.413223140495868	0.77	XIII	683010
Ccin:CC1G_04753T0	5	0.460829493087558	0.66	XIII	686052
Ccin:CC1G_04754T0	4	0.342465753424658	0.77	XIII	688769
Ccin:CC1G_04763T0	2	0.549450549450549	0.88	XIII	722080
Ccin:CC1G_15794T0	3	0.378787878787879	0.87	XIII	733834
Ccin:CC1G_04770T0	3	0.43859649122807	0.55	XIII	743570
Ccin:CC1G_04771T0	3	0.526315789473684	1	XIII	748286
Ccin:CC1G_04779T0	4	0.497512437810945	1.08	XIII	770122
Ccin:CC1G_04784T0	5	0.555555555555556	0.98	XIII	782349
Ccin:CC1G_04788T0	5	0.649350649350649	0.99	XIII	790277
Ccin:CC1G_04789T0	5	0.515463917525773	0.87	XIII	793929
Ccin:CC1G_04791T0	5	0.454545454545455	1.06	XIII	798099
Ccin:CC1G_04793T0	5	0.54054054054054	0.91	XIII	805712
Ccin:CC1G_04797T0	4	0.740740740740741	0.66	XIII	819039
Ccin:CC1G_04801T0	4	0.420168067226891	0.66	XIII	834421
Ccin:CC1G_04805T0	5	0.32051282051282	1.02	XIII	843934
Ccin:CC1G_04810T0	6	0.3690036900369	0.95	XIII	856891
Ccin:CC1G_04811T0	6	0.389105058365759	0.92	XIII	858118
Ccin:CC1G_04813T0	6	0.416666666666667	0.75	XIII	863122
Ccin:CC1G_04816T0	5	0.33112582781457	0.99	XIII	871645
Ccin:CC1G_04818T0	5	0.302114803625378	0.99	XIII	877820
Ccin:CC1G_13467T0	4	0.373134328358209	0.91	XIII	887915
Ccin:CC1G_12336T0	3	0.444444444444444	0.97	XIII	912559
Ccin:CC1G_15802T0	2	0.75187969924812	0.48	XIII	914512
Ccin:CC1G_12338T0	2	0.588235294117647	0.81	XIII	918317
Ccin:CC1G_12490T0	1	0.389105058365759	0.61	XIII	945148
Ccin:CC1G_15807T0	1	0.578034682080925	0.46	XIII	956113
Ccin:CC1G_13813T0	9	1	0.29	II	11276
Ccin:CC1G_08258T0	10	0.91743119266055	0.39	II	14145
Ccin:CC1G_08260T0	11	0.840336134453782	0.41	II	18468
Ccin:CC1G_08262T0	12	0.75187969924812	0.47	II	24247
Ccin:CC1G_08264T0	12	0.757575757575758	0.48	II	26242
Ccin:CC1G_08265T0	12	0.78125	0.46	II	27964
Ccin:CC1G_08266T0	13	0.78740157480315	0.42	II	30177
Ccin:CC1G_08267T0	13	0.75187969924812	0.46	II	32513
Ccin:CC1G_08268T0	13	0.813008130081301	0.44	II	33592
Ccin:CC1G_08269T0	13	0.806451612903226	0.44	II	35538
Ccin:CC1G_08270T0	12	0.847457627118644	0.36	II	37474
Ccin:CC1G_08272T0	11	0.862068965517241	0.38	II	41909
Ccin:CC1G_08275T0	12	0.78125	0.48	II	48588
Ccin:CC1G_08277T0	9	0.625	0.65	II	53188
Ccin:CC1G_08282T0	4	0.485436893203884	0.92	II	68949
Ccin:CC1G_08283T0	5	0.591715976331361	0.73	II	72436
Ccin:CC1G_13817T0	5	0.558659217877095	0.84	II	87758
Ccin:CC1G_08289T0	5	0.467289719626168	0.98	II	95561
Ccin:CC1G_08292T0	8	0.520833333333333	0.72	II	105953
Ccin:CC1G_08293T0	8	0.578034682080925	0.69	II	111623
Ccin:CC1G_13818T0	8	0.546448087431694	0.7	II	114327
Ccin:CC1G_08298T0	7	0.495049504950495	0.77	II	123034
Ccin:CC1G_08299T0	7	0.529100529100529	0.74	II	124615
Ccin:CC1G_08300T0	7	0.478468899521531	0.78	II	127306
Ccin:CC1G_13819T0	8	0.531914893617021	0.71	II	128923
Ccin:CC1G_08305T0	9	0.606060606060606	0.55	II	138449
Ccin:CC1G_08309T0	9	0.632911392405063	0.57	II	153100
Ccin:CC1G_08310T0	8	0.662251655629139	0.58	II	155638
Ccin:CC1G_08311T0	8	0.763358778625954	0.48	II	157010
Ccin:CC1G_08314T0	8	0.609756097560976	0.6	II	162975
Ccin:CC1G_13820T0	7	0.763358778625954	0.38	II	164068
Ccin:CC1G_13821T0	7	0.680272108843537	0.48	II	165426
Ccin:CC1G_13202T0	7	0.806451612903226	0.51	II	168168
Ccin:CC1G_13822T0	8	0.740740740740741	0.48	II	170230
Ccin:CC1G_13823T0	2	1.2987012987013	0.33	II	193767
Ccin:CC1G_10176T0	3	2.04081632653061	0.19	II	196227
Ccin:CC1G_10186T0	4	2.56410256410256	0.15	II	219985
Ccin:CC1G_10187T0	5	1.33333333333333	0.27	II	221092
Ccin:CC1G_10188T0	4	1.21951219512195	0.29	II	222664
Ccin:CC1G_10189T0	4	1.35135135135135	0.25	II	224055
Ccin:CC1G_10194T0	6	0.833333333333333	0.52	II	245894
Ccin:CC1G_13826T0	5	0.45045045045045	0.84	II	250548
Ccin:CC1G_13827T0	6	0.467289719626168	0.72	II	252664
Ccin:CC1G_10197T0	8	0.537634408602151	0.7	II	256591
Ccin:CC1G_10202T0	8	0.543478260869565	0.66	II	271619
Ccin:CC1G_10203T0	9	0.495049504950495	0.79	II	274992
Ccin:CC1G_10204T0	8	0.495049504950495	0.83	II	276460
Ccin:CC1G_10206T0	9	0.444444444444444	0.84	II	279754
Ccin:CC1G_10207T0	9	0.460829493087558	0.75	II	280447
Ccin:CC1G_13284T0	11	0.460829493087558	0.87	II	295572
Ccin:CC1G_13285T0	12	0.487804878048781	0.81	II	298774
Ccin:CC1G_10663T0	10	0.471698113207547	0.95	II	302388
Ccin:CC1G_10664T0	10	0.495049504950495	0.96	II	304514
Ccin:CC1G_10665T0	8	0.423728813559322	1.01	II	307599
Ccin:CC1G_10670T0	8	0.427350427350427	1.08	II	317654
Ccin:CC1G_10671T0	8	0.448430493273543	1.06	II	319391
Ccin:CC1G_10672T0	7	0.418410041841004	1.14	II	320829
Ccin:CC1G_10673T0	7	0.4149377593361	1.09	II	322018
Ccin:CC1G_10683T0	1	0.934579439252336	0.29	II	349737
Ccin:CC1G_10686T0	3	0.387596899224806	1.02	II	358684
Ccin:CC1G_13831T0	5	0.462962962962963	0.75	II	376679
Ccin:CC1G_10693T0	6	0.413223140495868	0.84	II	379781
Ccin:CC1G_10694T0	5	0.354609929078014	0.93	II	383779
Ccin:CC1G_10696T0	6	0.378787878787879	0.9	II	387269
Ccin:CC1G_10698T0	8	0.442477876106195	0.7	II	393574
Ccin:CC1G_10071T0	7	0.50251256281407	0.64	II	403209
Ccin:CC1G_10075T0	5	0.431034482758621	0.59	II	411630
Ccin:CC1G_13832T0	4	0.408163265306122	0.61	II	416906
Ccin:CC1G_10077T0	4	0.413223140495868	0.6	II	417650
Ccin:CC1G_10084T0	2	0.609756097560976	0.46	II	460373
Ccin:CC1G_10087T0	2	0.401606425702811	0.93	II	466591
Ccin:CC1G_10092T0	2	0.862068965517241	0.56	II	484076
Ccin:CC1G_10553T0	2	0.347222222222222	0.62	II	520675
Ccin:CC1G_10556T0	4	0.34965034965035	0.8	II	527115
Ccin:CC1G_10557T0	5	0.348432055749129	0.82	II	529333
Ccin:CC1G_10566T0	7	0.4	0.67	II	548507
Ccin:CC1G_13843T0	7	0.411522633744856	0.69	II	552030
Ccin:CC1G_13844T0	6	0.395256916996047	0.72	II	553927
Ccin:CC1G_10569T0	6	0.497512437810945	0.59	II	557457
Ccin:CC1G_10570T0	6	0.429184549356223	0.69	II	560125
Ccin:CC1G_10574T0	9	0.495049504950495	0.6	II	570133
Ccin:CC1G_10577T0	7	0.478468899521531	0.73	II	582431
Ccin:CC1G_10578T0	5	0.5	0.76	II	586522
Ccin:CC1G_10579T0	5	0.609756097560976	0.62	II	587743
Ccin:CC1G_10581T0	5	0.543478260869565	0.59	II	591477
Ccin:CC1G_10586T0	5	0.613496932515337	0.63	II	604945
Ccin:CC1G_12845T0	3	0.476190476190476	0.79	II	625938
Ccin:CC1G_12290T0	5	0.746268656716418	0.58	II	642402
Ccin:CC1G_12291T0	5	0.775193798449612	0.62	II	647067
Ccin:CC1G_12292T0	5	0.485436893203884	0.54	II	653108
Ccin:CC1G_12296T0	5	0.448430493273543	0.56	II	663964
Ccin:CC1G_12297T0	5	0.442477876106195	0.6	II	665945
Ccin:CC1G_12646T0	3	1.0989010989011	0.39	II	674461
Ccin:CC1G_01008T0	3	0.54054054054054	0.91	II	709456
Ccin:CC1G_01013T0	4	0.505050505050505	0.95	II	723708
Ccin:CC1G_01014T0	4	0.54054054054054	0.83	II	728201
Ccin:CC1G_01015T0	4	0.574712643678161	0.78	II	730328
Ccin:CC1G_01017T0	3	0.54054054054054	0.91	II	735619
Ccin:CC1G_01028T0	3	0.411522633744856	0.96	II	764371
Ccin:CC1G_01032T0	5	0.381679389312977	0.9	II	774049
Ccin:CC1G_13853T0	5	0.355871886120996	0.87	II	776271
