#chrom	start	stop	class
XII	879515	879589	Unknown:R59
XII	879882	881189	Unknown:R2
XII	881200	886357	Unknown:R3
XII	884197	887047	Unknown:R57
XII	886892	887727	Unknown:R2
XII	892213	892264	Simple_repeat
XII	892214	892332	Simple_repeat
XII	902051	902143	Unknown:R240
XII	902140	902349	Unknown:R183
XII	905445	905493	Simple_repeat
XII	906290	906464	Simple_repeat
XII	914627	918398	Unknown:R0
XII	915072	921407	Unknown:R68
XII	917382	921642	Unknown:R5
XII	922872	923267	Unknown:R1
XII	927249	927349	Simple_repeat
XII	932758	932913	Unknown:R366
XII	932965	933245	Unknown:R249
XII	933413	933635	Unknown:R443
XII	933950	934117	Unknown:R449
XII	934403	934703	Unknown:R387
XII	934716	934947	Unknown:R146
XII	934811	935267	Unknown:R514
XII	935563	936260	Unknown:R518
XII	937330	937725	Unknown:R1
XII	942274	942383	Unknown:R419
XII	942292	942414	Unknown:R417
XII	942417	942541	Unknown:R406
XII	946137	946194	Unknown:R336
XII	957723	959117	Unknown:R378
XII	957913	961658	Unknown:R17
XII	957953	963842	Unknown:R68
XII	963843	964021	Unknown:R378
XII	964022	964329	Unknown:R24
XII	964330	964418	Unknown:R378
XII	964414	964620	Unknown:R85
XII	964707	964744	Unknown:R55
XII	964875	965233	Unknown:R13
XII	965151	970660	Unknown:R13
XII	971107	971299	Unknown:R13
XII	971217	971575	Unknown:R13
XII	992480	992562	Unknown:R304
XII	1019159	1019466	Unknown:R295
XII	1019392	1019746	Unknown:R174
XII	1019968	1020294	Unknown:R147
XII	1020482	1020644	Unknown:R217
XII	1024248	1024302	Simple_repeat
XII	1025180	1025232	Simple_repeat
XII	1025553	1025609	Simple_repeat
XII	1027603	1027729	Simple_repeat
XII	1031228	1031388	Unknown:R164
XII	1043643	1043704	Simple_repeat
XII	1045661	1045821	Unknown:R164
XII	1046006	1046065	Unknown:R84
XII	1046325	1046496	Unknown:R84
XII	1046622	1046839	Unknown:R225
XII	1046895	1047009	Unknown:R84
XII	1048756	1048794	Simple_repeat
XII	1049503	1049665	Unknown:R217
XII	1049852	1050145	Unknown:R147
XII	1050404	1050759	Unknown:R174
XII	1050699	1050865	Unknown:R295
XII	1056516	1056584	Simple_repeat
XII	1077382	1081136	Unknown:R0
XII	1077805	1084139	Unknown:R68
XII	1080117	1084368	Unknown:R5
XII	1081674	1084965	Unknown:R0
XII	1087720	1087767	Unknown:R84
XII	1087915	1088239	Unknown:R0
XII	1088239	1088493	Unknown:R14
XII	1090887	1091109	Unknown:R13
XII	1091027	1093435	Unknown:R13
XII	1093435	1096366	Unknown:R13
XII	1096364	1098459	Unknown:R89
XII	1097004	1101756	Unknown:R20
XII	1099959	1103928	Unknown:R7
XII	1104361	1104811	Unknown:R3
XII	1105034	1105258	Unknown:R3
XII	1105244	1106097	Unknown:R2
XII	1106123	1106466	Unknown:R138
XII	1106394	1106529	Unknown:R41
XII	1107149	1108674	Unknown:R5
XII	1107149	1108453	Unknown:R192
XII	1108674	1108993	Unknown:R239
XII	1108993	1109332	Unknown:R5
XII	1109319	1109367	Unknown:R5
XII	1111495	1111574	Simple_repeat
XII	1112568	1112770	Unknown:R209
XII	1112767	1113510	Unknown:R18
XII	1114022	1114175	Unknown:R311
XII	1114407	1114460	Unknown:R421
XII	1114514	1115283	Unknown:R83
XII	1115237	1115458	Unknown:R182
XII	1115338	1115948	Unknown:R44
XII	1116707	1116800	Unknown:R45
XII	1116796	1116872	Unknown:R23
XII	1116871	1117494	Unknown:R111
XII	1117810	1117952	Unknown:R45
XII	1117933	1118488	Unknown:R45
XII	1118245	1119006	Unknown:R23
XII	1118976	1119019	Unknown:R23
XII	1119023	1119382	Unknown:R39
XII	1120227	1120371	Unknown:R83
XII	1120340	1120441	Unknown:R45
XII	1120430	1120559	Unknown:R111
XII	1120489	1120971	Unknown:R73
XII	1120973	1121067	Unknown:R83
XII	1121071	1121569	Unknown:R73
XII	1121130	1121822	Unknown:R45
XII	1121823	1122047	Unknown:R45
XII	1122038	1122908	Unknown:R23
XII	1122911	1122945	Unknown:R172
XII	1122915	1123186	Unknown:R172
XII	1123186	1123375	Unknown:R15
XII	1129776	1129961	Unknown:R21
XII	1129961	1130464	Unknown:R59
XII	1130449	1130512	Unknown:R250
XII	1130513	1130620	Unknown:R65
XII	1131305	1131685	Unknown:R4
XII	1131686	1132699	Unknown:R4
XII	1133347	1133478	Unknown:R156
XII	1136545	1138186	Unknown:R15
XII	1138189	1138705	Unknown:R29
XII	1138663	1141577	Unknown:R15
XII	1141576	1141951	Unknown:R6
XII	1141949	1142787	Unknown:R48
XII	1142788	1142990	Unknown:R6
XII	1143005	1143214	Unknown:R395
XII	1143212	1146257	Unknown:R91
XII	1145960	1146321	Unknown:R78
XII	1146321	1146639	Unknown:R37
XII	1146640	1146684	Unknown:R2
XII	1146686	1146887	Unknown:R6
XII	1146902	1147111	Unknown:R395
XII	1147013	1147129	Unknown:R187
XII	1153031	1153386	Unknown:R174
XII	1153618	1153941	Unknown:R147
XII	1154130	1154292	Unknown:R217
XII	1158874	1158955	Unknown:R112
XII	1165826	1165905	Simple_repeat
XII	1173160	1173325	Unknown:R217
XII	1173514	1173861	Unknown:R147
XII	1174061	1174419	Unknown:R174
XII	1174338	1174510	Unknown:R295
XII	1220904	1221031	Simple_repeat
XII	1221512	1221560	Simple_repeat
XII	1222207	1222236	Simple_repeat
XII	1222692	1222770	Simple_repeat
XII	1223074	1223157	Unknown:R108
XII	1225009	1225092	Simple_repeat
XII	1225827	1225854	Simple_repeat
XII	1251684	1251766	Unknown:R108
XII	1254388	1254470	Unknown:R108
XII	1257563	1257661	Simple_repeat
XII	1260976	1261079	Simple_repeat
XII	1261467	1261548	Unknown:R68
XII	1261486	1262111	Unknown:R378
XII	1262126	1267512	Unknown:R68
XII	1264181	1267969	Unknown:R0
XII	1268282	1268349	Simple_repeat
XII	1269297	1269449	Unknown:R390
XII	1269450	1269472	Simple_repeat
XII	1286145	1286227	Unknown:R108
XII	1294798	1294829	Simple_repeat
XII	1334998	1335032	Simple_repeat
XII	1335103	1335155	Simple_repeat
XII	1335321	1335485	Simple_repeat
XII	1357049	1357183	Unknown:R102
XII	1357269	1357516	Unknown:R102
XII	1379621	1379644	Simple_repeat
XII	1389144	1390525	Unknown:R386
XII	1399829	1399869	Simple_repeat
XII	1442976	1443018	Simple_repeat
XII	1443889	1443980	Simple_repeat
XII	1444310	1444339	Simple_repeat
XII	1453754	1453795	Simple_repeat
XII	1460003	1460064	Simple_repeat
XII	1473027	1473207	Simple_repeat
XII	1473108	1473292	Simple_repeat
XII	1479661	1479691	Simple_repeat
XII	1489685	1489718	Simple_repeat
XII	1493455	1493566	Simple_repeat
XII	1495096	1495153	Simple_repeat
XII	1495181	1495220	Simple_repeat
XII	1509208	1509251	Simple_repeat
XII	1510852	1510875	Simple_repeat
XII	1511195	1511215	Simple_repeat
XII	1522357	1522420	Simple_repeat
XII	1536326	1536388	Unknown:R71
XII	1537146	1537310	Unknown:R71
XII	1538580	1538633	Unknown:R416
XII	1539657	1539678	Simple_repeat
XII	1544514	1544543	Simple_repeat
XII	1545273	1545316	Simple_repeat
XII	1549190	1549213	Simple_repeat
XII	1549778	1549797	Simple_repeat
XII	1567467	1567499	Simple_repeat
XII	1570920	1570952	Simple_repeat
XII	1590956	1591037	Simple_repeat
XII	1593074	1593095	Low_complexity
XII	1604739	1604804	Simple_repeat
XII	1607179	1607273	Simple_repeat
XII	1636713	1636955	Unknown:R269
XII	1638719	1639488	Unknown:R54
XII	1666528	1666560	Simple_repeat
XII	1743582	1744414	Unknown:R80
XII	1744656	1744954	Unknown:R463
XII	1744956	1745562	Unknown:R433
XII	1745578	1746444	Unknown:R436
XII	1746587	1746850	Unknown:R473
XII	1746850	1746906	Unknown:R437
XII	1746906	1747880	Unknown:R439
XII	1748004	1748398	Unknown:R1
XII	1748399	1748953	Unknown:R457
XII	1748593	1749523	Unknown:R160
XII	1749861	1750389	Unknown:R444
XII	1750391	1751081	Unknown:R453
XII	1751144	1751314	Unknown:R448
XII	1752696	1752810	Simple_repeat
XII	1753411	1753490	Unknown:R69
XII	1754359	1754398	Simple_repeat
XII	1756177	1756202	Simple_repeat
XII	1757581	1757608	Simple_repeat
XII	1773568	1773620	Simple_repeat
XII	1799237	1799296	Simple_repeat
XII	1799340	1799477	Unknown:R434
XII	1799652	1803426	Unknown:R0
XII	1800445	1806442	Unknown:R68
XII	1802408	1806677	Unknown:R5
XII	1807818	1808031	Unknown:R451
XII	1829543	1829587	Simple_repeat
XII	1833969	1834002	Simple_repeat
XII	1835894	1836586	Unknown:R204
XII	1842640	1842871	Unknown:R107
XII	1842829	1843055	Unknown:R134
XII	1859700	1859783	Unknown:R32
XII	1861215	1861273	Unknown:R433
XII	1870459	1870496	Simple_repeat
XII	1876718	1876787	Unknown:R452
XII	1877045	1877437	Unknown:R38
XII	1884147	1884539	Unknown:R38
XII	1886867	1886897	Simple_repeat
XII	1886898	1886923	Simple_repeat
XII	1887164	1887203	Simple_repeat
XII	1887240	1887273	Simple_repeat
XII	1890269	1890288	Simple_repeat
XII	1890290	1890392	Simple_repeat
XII	1891184	1891219	Simple_repeat
XII	1893549	1893729	Simple_repeat
XII	1895247	1895294	Simple_repeat
XII	1895738	1895824	Simple_repeat
XII	1918265	1919378	Unknown:R14
XII	1918638	1920685	Unknown:R152
XII	1920741	1923911	Unknown:R401
XII	1928456	1928682	Unknown:R5
XII	1928540	1928892	Unknown:R17
XII	1928552	1928725	Unknown:R378
XII	1929439	1929543	Unknown:R342
XII	1929467	1934510	Unknown:R68
XII	1934904	1934994	Unknown:R17
XII	1941011	1941056	Simple_repeat
XII	1952797	1954367	Unknown:R208
XII	1954085	1955190	Unknown:R14
XII	1980399	1983844	Unknown:R15
XII	1981475	1984645	Unknown:R15
XII	1982646	1986566	Unknown:R15
XII	1989126	1989433	Unknown:R24
XII	2006616	2006652	Simple_repeat
XII	2013110	2013133	Simple_repeat
XII	2015456	2015479	Simple_repeat
XII	2018228	2018268	Simple_repeat
XII	2020735	2020799	Simple_repeat
XII	2022854	2022929	Simple_repeat
XII	2025993	2026385	Unknown:R38
XII	2032404	2036181	Unknown:R0
XII	2032858	2037920	Unknown:R68
XII	2035163	2039442	Unknown:R5
XII	2042027	2042116	Unknown:R32
XII	2043816	2043853	Simple_repeat
XII	2044287	2044404	Simple_repeat
XII	2044929	2044976	Simple_repeat
XII	2045239	2045316	Simple_repeat
XII	2045731	2045840	Simple_repeat
XII	2046133	2046298	Simple_repeat
XII	2046323	2046349	Simple_repeat
XII	2047148	2047180	Simple_repeat
XII	2048001	2048020	Simple_repeat
XII	2048954	2049047	Unknown:R32
XII	2050983	2051071	Simple_repeat
XII	2051573	2051631	Simple_repeat
XII	2051956	2052025	Simple_repeat
XII	2062328	2062357	Simple_repeat
XII	2077244	2077316	Unknown:R32
XII	2086664	2086687	Simple_repeat
XII	2093942	2093985	Unknown:R20
XII	2094344	2094762	Unknown:R26
XII	2096207	2096532	Unknown:R155
XII	2096250	2096532	Unknown:R5
XII	2096557	2096812	Unknown:R478
XIII	1042	1080	Simple_repeat
XIII	2045	2070	Simple_repeat
XIII	19255	19380	Unknown:R371
XIII	19255	19351	Unknown:R416
XIII	20552	20673	Unknown:R157
XIII	21519	21571	Unknown:R87
XIII	23546	23682	Unknown:R157
XIII	24437	24489	Unknown:R87
XIII	24664	24751	Unknown:R175
XIII	30610	30746	Unknown:R157
XIII	31643	31695	Unknown:R87
XIII	32690	33131	Unknown:R140
XIII	33084	33220	Unknown:R114
XIII	33222	33352	Unknown:R132
XIII	34241	34298	Simple_repeat
XIII	34704	34939	Unknown:R107
XIII	34709	34832	Unknown:R373
XIII	34897	35109	Unknown:R134
XIII	35081	35143	Unknown:R336
XIII	36249	36327	Simple_repeat
XIII	37478	37502	Simple_repeat
XIII	39452	39479	Simple_repeat
XIII	60012	60163	Simple_repeat
XIII	60845	61122	Unknown:R141
XIII	61012	61189	Unknown:R196
XIII	61925	61944	Simple_repeat
XIII	62069	62220	Simple_repeat
XIII	63373	63421	Simple_repeat
XIII	67106	67207	Simple_repeat
XIII	76885	77058	Unknown:R66
XIII	77069	77299	Unknown:R123
XIII	77363	77511	Unknown:R294
XIII	77552	77649	Unknown:R66
XIII	80190	80232	Unknown:R373
XIII	80247	80272	Simple_repeat
XIII	80273	80429	Unknown:R390
XIII	80666	80754	Unknown:R373
XIII	80782	80925	Unknown:R134
XIII	80882	80944	Unknown:R336
XIII	88418	88747	Unknown:R143
XIII	90808	90848	Unknown:R336
XIII	100506	100525	Simple_repeat
XIII	104212	104251	Simple_repeat
XIII	104701	104759	Simple_repeat
XIII	105060	105079	Simple_repeat
XIII	106740	106759	Simple_repeat
XIII	108813	108845	Simple_repeat
XIII	109915	109946	Simple_repeat
XIII	110071	110188	Simple_repeat
XIII	111187	111206	Simple_repeat
XIII	111209	111375	Unknown:R79
XIII	111425	111827	Unknown:R1
XIII	112065	112218	Unknown:R318
XIII	112083	112270	Unknown:R139
XIII	124706	124811	Simple_repeat
XIII	124994	125056	Simple_repeat
XIII	126360	126390	Simple_repeat
XIII	126930	127138	Unknown:R411
XIII	130426	133883	Unknown:R15
XIII	131515	136599	Unknown:R15
XIII	148845	149050	Unknown:R202
XIII	149542	150188	Unknown:R436
XIII	150802	151183	Unknown:R439
XIII	151830	151930	Unknown:R457
XIII	156700	156869	Unknown:R109
XIII	161698	161732	Simple_repeat
XIII	203083	203822	Unknown:R15
XIII	204064	207072	Unknown:R15
XIII	207069	210816	Unknown:R0
XIII	207496	213805	Unknown:R68
XIII	212685	214017	Unknown:R378
XIII	214022	216132	Unknown:R15
XIII	234513	234573	Simple_repeat
XIII	234601	234739	Simple_repeat
XIII	237519	237615	Simple_repeat
XIII	237544	237617	Simple_repeat
XIII	239150	239248	Unknown:R275
XIII	239258	239365	Unknown:R54
XIII	265391	265418	Simple_repeat
XIII	269635	269674	Simple_repeat
XIII	269897	269937	Simple_repeat
XIII	270916	271037	Simple_repeat
XIII	271202	271265	Simple_repeat
XIII	272048	272108	Simple_repeat
XIII	274219	274315	Simple_repeat
XIII	274848	274885	Simple_repeat
XIII	277237	277271	Unknown:R98
XIII	277245	277356	Unknown:R230
XIII	286910	286998	Simple_repeat
XIII	296834	296925	Simple_repeat
XIII	300742	300814	Unknown:R220
XIII	301013	301108	Unknown:R32
XIII	301209	301272	Unknown:R305
XIII	304987	305035	Simple_repeat
XIII	305195	305280	Simple_repeat
XIII	306840	306884	Simple_repeat
XIII	307216	307246	Simple_repeat
XIII	307903	307943	Simple_repeat
XIII	316404	316452	Unknown:R351
XIII	316430	316532	Unknown:R343
XIII	316522	316591	Unknown:R128
XIII	316681	316801	Unknown:R454
XIII	328735	328755	Low_complexity
XIII	330597	330708	Unknown:R230
XIII	330682	330716	Unknown:R98
XIII	330731	330790	Unknown:R25
XIII	332456	332561	Simple_repeat
XIII	334560	334606	Simple_repeat
XIII	340591	340890	Unknown:R295
XIII	340690	341048	Unknown:R174
XIII	341335	341606	Unknown:R147
XIII	341835	341953	Unknown:R365
XIII	343486	343584	Simple_repeat
XIII	344348	344385	Simple_repeat
XIII	347648	347727	Simple_repeat
XIII	348223	348262	Simple_repeat
XIII	357541	357590	Simple_repeat
XIII	358826	358864	Simple_repeat
XIII	375342	375374	Simple_repeat
XIII	390699	390771	Simple_repeat
XIII	396237	396329	Simple_repeat
XIII	408549	408635	Simple_repeat
XIII	424641	424675	Simple_repeat
XIII	429427	429464	Simple_repeat
XIII	463791	463822	Simple_repeat
XIII	474359	474439	Unknown:R112
XIII	474556	474614	Simple_repeat
XIII	478626	478706	Unknown:R112
XIII	481376	481441	Simple_repeat
XIII	482177	482262	Simple_repeat
XIII	485918	486046	Unknown:R41
XIII	488868	489762	Unknown:R80
XIII	489683	489779	Unknown:R69
XIII	493427	493458	Simple_repeat
XIII	499395	499471	Unknown:R112
XIII	511812	511886	Unknown:R112
XIII	515192	515271	Unknown:R112
XIII	519129	519205	Unknown:R112
XIII	528859	528943	Simple_repeat
XIII	529576	529634	Simple_repeat
XIII	530905	530938	Simple_repeat
XIII	532970	533007	Simple_repeat
XIII	542485	542570	Simple_repeat
XIII	543800	543880	Unknown:R112
XIII	567579	567671	Unknown:R69
XIII	567596	568488	Unknown:R80
XIII	572676	572747	Simple_repeat
XIII	577690	577737	Simple_repeat
XIII	596283	596867	Unknown:R18
XIII	596864	597705	Unknown:R84
XIII	597669	597856	Unknown:R84
XIII	597856	601441	Unknown:R19
XIII	600326	602772	Unknown:R234
XIII	601959	604043	Unknown:R18
XIII	607079	607245	Unknown:R134
XIII	607203	607265	Unknown:R336
XIII	610491	610523	Simple_repeat
XIII	610628	611164	Unknown:R185
XIII	612470	612623	Unknown:R41
XIII	618766	618807	Simple_repeat
XIII	623979	624048	Unknown:R469
XIII	624162	624292	Unknown:R110
XIII	625140	625220	Unknown:R371
XIII	625220	625913	Unknown:R204
XIII	649956	650088	Unknown:R193
XIII	703105	703126	Simple_repeat
XIII	706056	706157	Simple_repeat
XIII	706176	706219	Simple_repeat
XIII	716006	716047	Simple_repeat
XIII	741317	741359	Simple_repeat
XIII	749771	749834	Simple_repeat
XIII	761930	761960	Simple_repeat
XIII	762616	762674	Simple_repeat
XIII	773194	773301	Unknown:R42
XIII	778134	778220	Unknown:R42
XIII	779093	779115	Simple_repeat
XIII	796478	796552	Unknown:R90
XIII	796664	796698	Unknown:R90
XIII	796795	796880	Unknown:R327
XIII	798342	798467	Unknown:R41
XIII	798464	798801	Unknown:R138
XIII	799009	799135	Unknown:R34
XIII	800334	800393	Unknown:R41
XIII	800541	800591	Unknown:R55
XIII	803182	803254	Unknown:R291
XIII	803412	803505	Unknown:R225
XIII	803412	803477	Unknown:R85
XIII	804983	805027	Unknown:R55
XIII	805283	805345	Unknown:R305
XIII	852435	852544	Simple_repeat
XIII	853585	853738	Simple_repeat
XIII	870201	870291	Unknown:R113
XIII	889330	889377	Unknown:R85
XIII	922879	922924	Simple_repeat
XIII	923721	923835	Simple_repeat
XIII	927018	927067	Simple_repeat
XIII	932254	932293	Simple_repeat
XIII	932968	933027	Simple_repeat
XIII	934554	934661	Simple_repeat
XIII	934666	934709	Simple_repeat
XIII	935140	935170	Simple_repeat
XIII	955828	955861	Simple_repeat
XIII	957488	958378	Unknown:R8
XIII	959046	959169	Unknown:R62
XIII	961997	963030	Unknown:R378
XIII	962167	965910	Unknown:R17
XIII	965159	966072	Unknown:R0
XIII	966063	967252	Unknown:R0
XIII	968127	968489	Unknown:R48
XIII	968490	968987	Unknown:R7
XIII	968988	969404	Unknown:R48
XIII	969250	972105	Unknown:R57
XIII	969947	973172	Unknown:R3
XIII	973168	973331	Unknown:R3
XIII	973455	973773	Unknown:R23
XIII	973743	973788	Unknown:R23
XIII	975622	975772	Unknown:R311
XIII	975747	975880	Unknown:R23
XIII	975881	976023	Unknown:R23
XIII	976140	976204	Unknown:R414
XIII	976219	976622	Unknown:R111
XIII	976623	977017	Unknown:R23
XIII	977398	977918	Unknown:R23
XIII	977654	978913	Unknown:R45
XIII	978474	979233	Unknown:R73
XIII	979235	979671	Unknown:R44
XIII	979664	979744	Unknown:R182
XIII	979698	980158	Unknown:R83
XIII	980305	980448	Unknown:R43
XIII	982660	982921	Unknown:R23
II	10276	10303	Low_complexity
II	17067	17131	Unknown:R414
II	20441	20488	Simple_repeat
II	20752	20868	Simple_repeat
II	38344	38392	Unknown:R202
II	39811	39945	Unknown:R133
II	39826	40101	Unknown:R301
II	40139	40628	Unknown:R117
II	41126	41187	Unknown:R179
II	56027	56060	Simple_repeat
II	57885	57916	Simple_repeat
II	58899	58987	Simple_repeat
II	58929	58987	Simple_repeat
II	59165	59243	Simple_repeat
II	60422	60559	Simple_repeat
II	61049	61113	Simple_repeat
II	61606	61678	Simple_repeat
II	61913	61954	Simple_repeat
II	62309	62378	Simple_repeat
II	63255	63277	Simple_repeat
II	63278	63305	Simple_repeat
II	63306	63329	Simple_repeat
II	63441	63482	Simple_repeat
II	64020	64074	Simple_repeat
II	67715	67753	Simple_repeat
II	68524	68635	Unknown:R220
II	85668	85721	Simple_repeat
II	104996	105017	Simple_repeat
II	124226	124303	Unknown:R220
II	133389	133474	Simple_repeat
II	133594	133640	Simple_repeat
II	143837	143859	Simple_repeat
II	144879	144970	Simple_repeat
II	159528	159600	Unknown:R220
II	162968	163378	Unknown:R102
II	163066	163466	Unknown:R232
II	170006	170078	Unknown:R220
II	173457	173485	Simple_repeat
II	174147	174190	Simple_repeat
II	174347	174376	Simple_repeat
II	175638	175697	Simple_repeat
II	175815	175874	Simple_repeat
II	179018	179418	Unknown:R232
II	179106	179513	Unknown:R102
II	182400	182499	Unknown:R409
II	183936	184033	Unknown:R303
II	184030	184204	Unknown:R247
II	184372	184398	Simple_repeat
II	184428	184481	Unknown:R492
II	184483	184565	Unknown:R508
II	185381	187666	Unknown:R169
II	188030	188100	Unknown:R475
II	188666	188976	Unknown:R334
II	193164	193261	Unknown:R303
II	193258	193431	Unknown:R247
II	193723	193777	Unknown:R349
II	196133	196533	Unknown:R232
II	196221	196631	Unknown:R102
II	203763	204055	Unknown:R40
II	212125	212145	Low_complexity
II	215841	215909	Simple_repeat
II	216506	216541	Simple_repeat
II	217700	217760	Simple_repeat
II	219309	219350	Simple_repeat
II	219657	219708	Simple_repeat
II	219978	220391	Unknown:R102
II	220079	220492	Unknown:R232
II	222659	223070	Unknown:R102
II	222758	223158	Unknown:R232
II	224050	224194	Unknown:R102
II	224252	224621	Unknown:R232
II	240827	240872	Simple_repeat
II	241642	241671	Simple_repeat
II	242715	242765	Simple_repeat
II	245020	245068	Simple_repeat
II	262349	262400	Simple_repeat
II	273430	273461	Simple_repeat
II	279665	280060	Unknown:R232
II	279748	280160	Unknown:R102
II	287063	287165	Unknown:R1
II	287147	287563	Unknown:R378
II	287161	287526	Unknown:R0
II	301586	302041	Unknown:R0
II	304947	304978	Simple_repeat
II	305034	305065	Simple_repeat
II	306798	306898	Simple_repeat
II	309796	313243	Unknown:R15
II	310871	315965	Unknown:R15
II	334297	334316	Simple_repeat
II	343850	343869	Simple_repeat
II	353474	353576	Simple_repeat
II	354556	354598	Simple_repeat
II	354610	354719	Simple_repeat
II	355034	355058	Simple_repeat
II	355117	355177	Simple_repeat
II	355443	355464	Simple_repeat
II	358206	358296	Unknown:R312
II	361109	361180	Unknown:R356
II	362342	362378	Simple_repeat
II	367742	368255	Unknown:R260
II	368465	368524	Unknown:R371
II	368466	368518	Unknown:R416
II	368790	369139	Unknown:R214
II	371784	371883	Unknown:R222
II	372171	372196	Simple_repeat
II	372269	372356	Simple_repeat
II	374063	374098	Simple_repeat
II	374172	374224	Simple_repeat
II	378697	378767	Simple_repeat
II	379134	379208	Simple_repeat
II	382241	382276	Simple_repeat
II	399957	400104	Simple_repeat
II	401126	401159	Simple_repeat
II	402416	402438	Simple_repeat
II	404933	404968	Simple_repeat
II	407771	407802	Simple_repeat
II	411085	411117	Simple_repeat
II	436822	436876	Simple_repeat
II	437081	437100	Simple_repeat
II	439003	439024	Simple_repeat
II	439068	439088	Low_complexity
II	470711	474464	Unknown:R0
II	471128	477441	Unknown:R68
II	477006	477666	Unknown:R5
II	496289	496435	Unknown:R131
II	496435	496695	Unknown:R186
II	496701	496845	Unknown:R239
II	496839	496902	Unknown:R131
II	499135	499223	Unknown:R192
II	499280	499536	Unknown:R68
II	499376	499608	Unknown:R310
II	499747	500038	Unknown:R401
II	499810	500038	Unknown:R57
II	499814	500127	Unknown:R0
II	499949	500092	Unknown:R310
II	501955	502147	Unknown:R131
II	504083	504107	Simple_repeat
II	505566	505633	Simple_repeat
II	510065	510091	Simple_repeat
II	520153	520225	Unknown:R25
II	524482	524536	Simple_repeat
II	524936	524964	Simple_repeat
II	532603	532643	Simple_repeat
II	571816	571983	Unknown:R449
II	572294	572516	Unknown:R443
II	572601	573675	Unknown:R14
II	572933	575003	Unknown:R152
II	575059	577630	Unknown:R401
II	575631	578386	Unknown:R401
II	577008	579416	Unknown:R12
II	577975	579820	Unknown:R208
II	579538	580641	Unknown:R14
II	580729	581009	Unknown:R249
II	600998	601029	Simple_repeat
II	607566	607671	Simple_repeat
II	607594	607726	Simple_repeat
II	609711	609741	Simple_repeat
II	630496	630554	Unknown:R309
II	631170	631210	Unknown:R29
II	631205	634650	Unknown:R15
II	632284	635193	Unknown:R15
II	633194	637371	Unknown:R15
II	637372	637461	Unknown:R29
II	637464	637536	Unknown:R11
II	637544	637596	Unknown:R0
II	637597	637627	Simple_repeat
II	637628	638003	Unknown:R378
II	638003	638099	Unknown:R348
II	638260	638338	Unknown:R378
II	638403	638472	Unknown:R156
II	638551	638627	Unknown:R31
II	638608	638798	Unknown:R59
II	638675	638916	Unknown:R136
II	638913	639307	Unknown:R1
II	639317	639684	Unknown:R31
II	639724	639921	Unknown:R288
II	639922	640950	Unknown:R14
II	641669	641726	Unknown:R309
II	664885	665168	Unknown:R134
II	665122	665364	Unknown:R107
II	671268	671402	Unknown:R133
II	671280	671566	Unknown:R301
II	671751	672237	Unknown:R117
II	673970	673990	Low_complexity
II	675365	676143	Unknown:R301
II	675717	676194	Unknown:R117
II	678183	678556	Unknown:R193
II	678647	679314	Unknown:R127
II	688248	688267	Simple_repeat
II	691289	691734	Unknown:R0
II	691735	691755	Simple_repeat
II	691756	692787	Unknown:R0
II	692782	692842	Unknown:R136
II	696591	696678	Unknown:R59
II	696676	699734	Unknown:R334
II	699482	699915	Unknown:R0
II	699906	701441	Unknown:R0
II	701442	701462	Simple_repeat
II	701463	701496	Unknown:R0
II	701757	702065	Unknown:R11
II	703627	703761	Unknown:R186
II	708082	708286	Unknown:R49
II	712530	712551	Simple_repeat
II	724370	724434	Simple_repeat
II	737167	737200	Simple_repeat
II	746015	746099	Unknown:R69
II	748472	748567	Simple_repeat
II	752220	752316	Unknown:R69
II	759623	759741	Unknown:R30
II	766539	766605	Simple_repeat
II	769876	770034	Simple_repeat
II	812426	812476	Simple_repeat
II	857052	857096	Simple_repeat
II	862855	862878	Simple_repeat
II	863435	863974	Unknown:R396
II	864622	864740	Unknown:R396
II	864653	864729	Unknown:R369
II	874122	874197	Simple_repeat
II	884900	885054	Unknown:R110
II	884988	885156	Unknown:R371
II	1017210	1017367	Unknown:R181
II	1018000	1018210	Unknown:R395
II	1018112	1018228	Unknown:R187
II	1029296	1029357	Simple_repeat
II	1063275	1063303	Simple_repeat
II	1082812	1082867	Simple_repeat
II	1117719	1117740	Simple_repeat
II	1138825	1138854	Simple_repeat
II	1141273	1141332	Simple_repeat
II	1157401	1157479	Simple_repeat
II	1189030	1189051	Simple_repeat
II	1214000	1214088	Simple_repeat
II	1218499	1218546	Simple_repeat
II	1237099	1237145	Simple_repeat
II	1238957	1239077	Simple_repeat
II	1239194	1239301	Unknown:R433
II	1263744	1263869	Unknown:R41
II	1270092	1270118	Simple_repeat
II	1279221	1279342	Unknown:R225
II	1289980	1290187	Unknown:R479
II	1290450	1290545	Unknown:R435
II	1304646	1304881	Unknown:R148
II	1305545	1305568	Low_complexity
II	1305831	1305887	Unknown:R225
II	1312017	1312145	Unknown:R41
II	1312142	1312479	Unknown:R138
II	1312407	1312529	Unknown:R41
II	1315500	1315806	Unknown:R310
II	1317660	1317849	Unknown:R131
II	1317851	1318169	Unknown:R138
II	1318096	1318224	Unknown:R41
II	1318165	1318236	Unknown:R465
II	1321018	1321076	Simple_repeat
II	1325662	1325703	Simple_repeat
II	1338886	1338946	Simple_repeat
II	1409054	1409103	Simple_repeat
II	1413994	1414022	Low_complexity
II	1416101	1416223	Simple_repeat
II	1422078	1422182	Simple_repeat
II	1430272	1430310	Simple_repeat
II	1489885	1489916	Simple_repeat
