#gene	src	src_start	src_stop	src_strand	target	method
CC1G_01755	I	2468112	2471599	+1	LACBIDRAFT_301029	orthomcl
CC1G_01756	I	2471986	2473490	+1	LACBIDRAFT_301028	orthomcl
CC1G_01758	I	2479052	2480261	-1	LACBIDRAFT_170578	orthomcl
CC1G_01759	I	2480581	2481798	+1	LACBIDRAFT_301026	orthomcl
CC1G_01760	I	2482053	2487477	+1	LACBIDRAFT_301025	orthomcl
CC1G_01761	I	2487799	2492327	-1	LACBIDRAFT_301034	orthomcl
CC1G_01762	I	2492392	2493541	+1	LACBIDRAFT_320763	orthomcl
CC1G_01763	I	2493812	2500372	+1	LACBIDRAFT_301027	orthomcl
CC1G_01766	I	2509353	2514407	-1	LACBIDRAFT_187086	orthomcl
CC1G_01767	I	2514589	2515455	+1	LACBIDRAFT_170594	orthomcl
CC1G_01768	I	2515731	2519135	-1	LACBIDRAFT_291654	orthomcl
CC1G_01770	I	2522195	2523887	+1	LACBIDRAFT_301043	orthomcl
CC1G_01771	I	2524498	2526886	+1	LACBIDRAFT_291655	orthomcl
CC1G_01772	I	2527173	2528961	+1	LACBIDRAFT_242915	orthomcl
CC1G_01774	I	2530164	2532728	-1	LACBIDRAFT_243451	orthomcl
CC1G_01781	I	2543374	2547732	-1	LACBIDRAFT_291660	orthomcl
CC1G_01782	I	2548109	2550868	+1	LACBIDRAFT_181423	orthomcl
CC1G_01783	I	2551957	2554178	-1	LACBIDRAFT_301055	orthomcl
CC1G_01784	I	2554454	2555987	-1	LACBIDRAFT_301056	orthomcl
CC1G_01785	I	2556370	2557692	+1	LACBIDRAFT_228299	orthomcl
CC1G_01786	I	2557817	2558980	-1	LACBIDRAFT_301058	orthomcl
CC1G_01790	I	2564978	2566675	+1	LACBIDRAFT_243182	orthomcl
CC1G_01791	I	2567393	2568674	-1	LACBIDRAFT_301065	orthomcl
CC1G_01794	I	2572986	2575510	-1	LACBIDRAFT_317311	orthomcl
CC1G_01795	I	2575990	2576708	-1	LACBIDRAFT_301068	orthomcl
CC1G_01796	I	2576964	2577953	-1	LACBIDRAFT_187296	orthomcl
CC1G_01797	I	2578317	2579856	+1	LACBIDRAFT_145571	orthomcl
CC1G_01799	I	2582931	2584111	-1	LACBIDRAFT_320789	orthomcl
CC1G_01800	I	2584273	2585759	+1	LACBIDRAFT_301072	orthomcl
CC1G_01801	I	2586076	2588024	+1	LACBIDRAFT_301073	orthomcl
CC1G_01802	I	2588160	2589877	-1	LACBIDRAFT_301074	orthomcl
CC1G_01803	I	2589970	2591276	+1	LACBIDRAFT_301075	orthomcl
CC1G_01804	I	2592521	2594137	+1	LACBIDRAFT_320793	orthomcl
CC1G_01806	I	2597095	2600714	-1	LACBIDRAFT_291671	orthomcl
CC1G_01807	I	2601763	2602435	+1	LACBIDRAFT_163919	orthomcl
CC1G_01809	I	2604613	2605980	-1	LACBIDRAFT_291675	orthomcl
CC1G_01810	I	2606242	2607175	+1	LACBIDRAFT_161707	orthomcl
CC1G_01811	I	2607625	2610063	+1	LACBIDRAFT_301084	orthomcl
CC1G_01812	I	2610637	2614222	-1	LACBIDRAFT_301085	orthomcl
CC1G_01813	I	2614502	2615526	+1	LACBIDRAFT_228113	orthomcl
CC1G_01814	I	2615859	2618925	+1	LACBIDRAFT_301087	orthomcl
CC1G_01816	I	2621439	2623233	+1	LACBIDRAFT_301089	orthomcl
CC1G_01817	I	2623664	2624840	+1	LACBIDRAFT_243354	orthomcl
CC1G_01821	I	2632306	2634814	-1	LACBIDRAFT_301095	orthomcl
CC1G_01823	I	2637051	2637945	-1	LACBIDRAFT_301097	orthomcl
CC1G_01824	I	2638860	2640632	-1	LACBIDRAFT_187260	orthomcl
CC1G_01825	I	2641261	2644542	+1	LACBIDRAFT_291682	orthomcl
CC1G_01827	I	2646429	2647387	+1	LACBIDRAFT_301101	orthomcl
CC1G_01834	I	2664189	2666137	+1	LACBIDRAFT_301103	orthomcl
CC1G_01835	I	2666420	2668995	-1	LACBIDRAFT_181082	orthomcl
CC1G_01836	I	2669321	2671414	-1	LACBIDRAFT_301105	orthomcl
CC1G_01837	I	2671747	2672307	-1	LACBIDRAFT_192419	orthomcl
CC1G_01838	I	2672530	2673854	+1	LACBIDRAFT_145827	orthomcl
CC1G_01839	I	2674086	2677142	+1	LACBIDRAFT_301108	orthomcl
CC1G_01840	I	2678200	2679924	+1	LACBIDRAFT_301109	orthomcl
CC1G_01841	I	2680076	2680505	-1	LACBIDRAFT_170758	orthomcl
CC1G_01842	I	2680968	2682943	+1	LACBIDRAFT_319238	orthomcl
CC1G_01843	I	2683128	2686545	-1	LACBIDRAFT_243489	orthomcl
CC1G_01846	I	2694338	2695507	-1	LACBIDRAFT_301120	orthomcl
CC1G_01847	I	2696404	2697219	-1	LACBIDRAFT_181297	orthomcl
CC1G_01848	I	2697506	2698852	+1	LACBIDRAFT_301123	orthomcl
CC1G_01849	I	2699006	2701362	-1	LACBIDRAFT_301124	orthomcl
CC1G_01850	I	2701533	2704988	+1	LACBIDRAFT_320828	orthomcl
CC1G_01851	I	2705524	2706490	-1	LACBIDRAFT_228936	orthomcl
CC1G_01852	I	2706681	2707686	-1	LACBIDRAFT_301127	orthomcl
CC1G_01853	I	2708260	2709761	-1	LACBIDRAFT_301129	orthomcl
CC1G_01854	I	2710620	2711582	-1	LACBIDRAFT_301130	orthomcl
CC1G_01856	I	2713090	2715231	-1	LACBIDRAFT_228582	orthomcl
CC1G_01858	I	2717900	2720955	+1	LACBIDRAFT_301133	orthomcl
CC1G_01859	I	2721164	2722963	-1	LACBIDRAFT_291692	orthomcl
CC1G_01860	I	2724421	2726552	-1	LACBIDRAFT_291693	orthomcl
CC1G_01861	I	2726943	2728172	+1	LACBIDRAFT_228716	orthomcl
CC1G_01863	I	2730976	2732340	+1	LACBIDRAFT_320837	orthomcl
CC1G_01864	I	2733364	2735532	+1	LACBIDRAFT_320838	orthomcl
CC1G_01866	I	2736560	2738829	-1	LACBIDRAFT_301140	orthomcl
CC1G_01867	I	2739113	2741359	+1	LACBIDRAFT_170265	orthomcl
CC1G_01868	I	2741727	2742964	+1	LACBIDRAFT_301142	orthomcl
CC1G_01869	I	2743224	2747589	-1	LACBIDRAFT_301143	orthomcl
CC1G_01873	I	2751905	2754221	-1	LACBIDRAFT_301145	orthomcl
CC1G_01874	I	2754941	2756934	+1	LACBIDRAFT_301146	orthomcl
CC1G_01875	I	2757244	2758058	+1	LACBIDRAFT_301147	orthomcl
CC1G_01877	I	2761488	2762255	-1	LACBIDRAFT_301149	orthomcl
CC1G_01879	III	1460630	1464431	+1	LACBIDRAFT_326397	orthomcl
CC1G_01880	III	1464520	1465884	-1	LACBIDRAFT_296310	orthomcl
CC1G_01881	III	1466079	1470080	+1	LACBIDRAFT_141514	orthomcl
CC1G_01882	III	1470387	1471237	-1	LACBIDRAFT_249190	orthomcl
CC1G_01883	III	1471642	1472589	-1	LACBIDRAFT_296200	orthomcl
CC1G_01884	III	1473837	1479101	-1	LACBIDRAFT_296202	orthomcl
CC1G_01886	III	1484892	1485526	-1	LACBIDRAFT_313668	orthomcl
CC1G_01887	III	1485839	1497906	+1	LACBIDRAFT_313667	orthomcl
CC1G_01888	III	1498208	1499544	+1	LACBIDRAFT_183429	orthomcl
CC1G_01889	III	1499612	1501876	-1	LACBIDRAFT_313665	orthomcl
CC1G_01890	III	1502384	1505395	-1	LACBIDRAFT_311767	orthomcl
CC1G_01891	III	1506065	1507438	+1	LACBIDRAFT_232470	orthomcl
CC1G_01892	III	1507690	1511337	-1	LACBIDRAFT_232188	orthomcl
CC1G_01893	III	1512412	1513916	-1	LACBIDRAFT_293070	orthomcl
CC1G_01894	III	1514160	1514591	+1	LACBIDRAFT_313660	orthomcl
CC1G_01895	III	1515210	1517672	-1	LACBIDRAFT_246707	orthomcl
CC1G_01896	III	1517981	1519249	-1	LACBIDRAFT_313655	orthomcl
CC1G_01897	III	1519566	1521725	+1	LACBIDRAFT_247252	orthomcl
CC1G_01900	III	1524117	1525288	-1	LACBIDRAFT_313652	orthomcl
CC1G_01902	III	1529182	1530315	+1	LACBIDRAFT_296249	orthomcl
CC1G_01903	III	1531527	1532820	+1	LACBIDRAFT_296250	orthomcl
CC1G_01904	III	1533406	1533995	+1	LACBIDRAFT_296251	orthomcl
CC1G_01905	III	1535149	1536144	+1	LACBIDRAFT_293995	orthomcl
CC1G_01906	III	1543534	1545451	+1	LACBIDRAFT_296254	orthomcl
CC1G_01907	III	1547537	1548421	-1	LACBIDRAFT_184639	orthomcl
CC1G_01908	III	1549370	1550269	-1	LACBIDRAFT_326369	orthomcl
CC1G_01909	III	1550671	1551620	+1	LACBIDRAFT_296259	orthomcl
CC1G_01910	III	1551970	1556788	+1	LACBIDRAFT_296260	orthomcl
CC1G_01911	III	1557026	1558040	-1	LACBIDRAFT_249303	orthomcl
CC1G_01912	III	1558558	1563573	+1	LACBIDRAFT_179061	orthomcl
CC1G_01914	III	1564949	1565770	-1	LACBIDRAFT_399438	orthomcl
CC1G_01915	III	1565963	1567453	+1	LACBIDRAFT_173603	orthomcl
CC1G_01916	III	1567839	1570421	+1	LACBIDRAFT_303796,LACBIDRAFT_303797	orthomcl
CC1G_01917	III	1571504	1572992	-1	LACBIDRAFT_190199	orthomcl
CC1G_01918	III	1573466	1578748	+1	LACBIDRAFT_249261	orthomcl
CC1G_01919	III	1579098	1580467	+1	LACBIDRAFT_294000	orthomcl
CC1G_01920	III	1580798	1584240	+1	LACBIDRAFT_141635	orthomcl
CC1G_01921	III	1584488	1585427	+1	LACBIDRAFT_296406	orthomcl
CC1G_01923	III	1588202	1589996	-1	LACBIDRAFT_254038	orthomcl
CC1G_01924	III	1591025	1595103	+1	LACBIDRAFT_313737	orthomcl
CC1G_01925	III	1595550	1597824	+1	LACBIDRAFT_313735	orthomcl
CC1G_01926	III	1598124	1600172	-1	LACBIDRAFT_298063	orthomcl
CC1G_01927	III	1600401	1601205	-1	LACBIDRAFT_232209	orthomcl
CC1G_01930	III	1604031	1605340	-1	LACBIDRAFT_313740	orthomcl
CC1G_01931	III	1605700	1606557	+1	LACBIDRAFT_313739	orthomcl
CC1G_01933	III	1609480	1613046	+1	LACBIDRAFT_296211	orthomcl
CC1G_01934	III	1613362	1614782	-1	LACBIDRAFT_295579,LACBIDRAFT_310857	orthomcl
CC1G_01938	III	1622942	1627725	+1	LACBIDRAFT_313728	orthomcl
CC1G_01939	III	1627798	1631999	-1	LACBIDRAFT_313729	orthomcl
CC1G_01940	III	1632348	1633039	-1	LACBIDRAFT_178018	orthomcl
CC1G_01941	III	1633353	1636092	-1	LACBIDRAFT_247161	orthomcl
CC1G_01946	III	1644412	1647610	-1	LACBIDRAFT_293097	orthomcl
CC1G_01949	III	1653865	1655804	-1	LACBIDRAFT_296296	orthomcl
CC1G_01952	III	1661802	1662899	-1	LACBIDRAFT_294013	orthomcl
CC1G_01955	III	1666212	1667160	-1	LACBIDRAFT_294017	orthomcl
CC1G_01956	III	1668080	1670370	+1	LACBIDRAFT_296305	orthomcl
CC1G_01957	III	1671404	1672468	+1	LACBIDRAFT_296308	orthomcl
CC1G_01958	III	1672929	1675539	+1	LACBIDRAFT_296235	orthomcl
CC1G_01959	III	1675703	1676732	-1	LACBIDRAFT_296234	orthomcl
CC1G_01960	III	1676859	1678065	-1	LACBIDRAFT_296233	orthomcl
CC1G_01961	III	1681094	1684853	+1	LACBIDRAFT_293989	orthomcl
CC1G_01962	III	1685230	1687571	+1	LACBIDRAFT_293988	orthomcl
CC1G_01963	III	1691925	1693540	+1	LACBIDRAFT_293987	orthomcl
CC1G_01964	III	1694528	1698865	-1	LACBIDRAFT_296216	orthomcl
CC1G_01965	III	1699073	1700661	+1	LACBIDRAFT_296215	orthomcl
CC1G_01966	III	1700902	1701434	-1	LACBIDRAFT_296214	orthomcl
CC1G_01967	III	1701835	1704419	-1	LACBIDRAFT_296213	orthomcl
CC1G_01968	III	1705018	1706633	-1	LACBIDRAFT_296236	orthomcl
CC1G_01969	III	1706852	1708308	-1	LACBIDRAFT_249272	orthomcl
CC1G_01970	III	1708850	1713036	-1	LACBIDRAFT_293991	orthomcl
CC1G_01971	III	1713268	1713600	+1	LACBIDRAFT_249375	orthomcl
CC1G_01973	III	1716195	1718832	-1	LACBIDRAFT_189159	orthomcl
CC1G_01974	III	1719270	1720218	-1	LACBIDRAFT_313804	orthomcl
CC1G_01975	III	1720848	1725060	+1	LACBIDRAFT_232126	orthomcl
CC1G_01976	III	1725208	1727906	-1	LACBIDRAFT_313806	orthomcl
CC1G_01978	III	1731585	1733897	-1	LACBIDRAFT_313808	orthomcl
CC1G_01982	III	1742787	1743918	-1	LACBIDRAFT_313811	orthomcl
CC1G_01984	III	1751029	1751700	+1	LACBIDRAFT_290968	orthomcl
CC1G_01987	III	1758756	1760346	-1	LACBIDRAFT_313820	orthomcl
CC1G_01988	III	1760947	1761453	+1	LACBIDRAFT_313821	orthomcl
CC1G_01990	III	1763772	1767271	-1	LACBIDRAFT_246709	orthomcl
CC1G_01993	III	1772671	1776898	-1	LACBIDRAFT_231985	orthomcl
CC1G_01994	III	1777379	1778959	-1	LACBIDRAFT_313826	orthomcl
CC1G_01996	III	1779536	1783779	+1	LACBIDRAFT_313827	orthomcl
CC1G_01997	III	1783836	1784808	-1	LACBIDRAFT_313828	orthomcl
CC1G_01999	III	1785773	1786917	-1	LACBIDRAFT_189164	orthomcl
CC1G_02000	III	1787298	1792923	+1	LACBIDRAFT_313832	orthomcl
CC1G_02002	III	1796137	1799141	+1	LACBIDRAFT_156742	orthomcl
CC1G_02005	III	1803976	1807544	-1	LACBIDRAFT_313842	orthomcl
CC1G_02006	III	1808175	1810758	+1	LACBIDRAFT_232455	orthomcl
CC1G_02007	III	1811098	1812907	-1	LACBIDRAFT_232153	orthomcl
CC1G_02008	III	1813953	1814833	+1	LACBIDRAFT_293137	orthomcl
CC1G_02009	III	1815173	1820072	+1	LACBIDRAFT_189016	orthomcl
CC1G_02011	III	1825161	1826688	-1	LACBIDRAFT_231930	orthomcl
CC1G_02015	III	1833481	1836894	+1	LACBIDRAFT_313854	orthomcl
CC1G_02018	III	1845154	1848360	-1	LACBIDRAFT_296412	orthomcl
CC1G_02019	III	1848525	1849802	-1	LACBIDRAFT_192627	orthomcl
CC1G_02020	III	1850562	1852607	+1	LACBIDRAFT_190337	orthomcl
CC1G_02021	III	1852770	1856576	-1	LACBIDRAFT_296415	orthomcl
CC1G_02024	III	1862062	1863261	-1	LACBIDRAFT_184606	orthomcl
CC1G_02025	III	1863586	1864619	+1	LACBIDRAFT_296418	orthomcl
CC1G_02026	III	1865421	1866510	+1	LACBIDRAFT_179004	orthomcl
CC1G_02027	III	1867147	1868304	+1	LACBIDRAFT_296421	orthomcl
CC1G_02029	III	1871271	1872677	+1	LACBIDRAFT_296423	orthomcl
CC1G_02032	III	1878640	1880824	-1	LACBIDRAFT_157448	orthomcl
CC1G_02033	III	1881201	1882928	-1	LACBIDRAFT_245914	orthomcl
CC1G_02034	III	1883763	1886025	-1	LACBIDRAFT_296426	orthomcl
CC1G_02035	III	1888333	1889509	+1	LACBIDRAFT_161970	orthomcl
CC1G_02036	III	1890451	1892416	+1	LACBIDRAFT_184667	orthomcl
CC1G_02037	III	1892786	1894919	+1	LACBIDRAFT_296430	orthomcl
CC1G_02039	III	1898112	1899652	-1	LACBIDRAFT_296431	orthomcl
CC1G_02040	III	1899935	1901560	-1	LACBIDRAFT_296432	orthomcl
CC1G_02041	III	1901722	1903420	+1	LACBIDRAFT_159819	orthomcl
CC1G_02044	III	1911054	1912532	-1	LACBIDRAFT_296436	orthomcl
CC1G_02045	III	1912923	1914733	-1	LACBIDRAFT_296437	orthomcl
CC1G_02047	III	1915965	1917141	+1	LACBIDRAFT_326496	orthomcl
CC1G_02048	III	1917705	1920936	+1	LACBIDRAFT_298787,LACBIDRAFT_317801	orthomcl
CC1G_02049	III	1921109	1921867	-1	LACBIDRAFT_294063	orthomcl
CC1G_02051	III	1926277	1927480	-1	LACBIDRAFT_234621	orthomcl
CC1G_02054	III	1929264	1929768	-1	LACBIDRAFT_296444	orthomcl
CC1G_02055	III	1930223	1931234	+1	LACBIDRAFT_328090	orthomcl
CC1G_02056	III	1931655	1932619	+1	LACBIDRAFT_326501	orthomcl
CC1G_02059	III	1943989	1947101	-1	LACBIDRAFT_234524	orthomcl
CC1G_02060	III	1947718	1951802	+1	LACBIDRAFT_296449	orthomcl
CC1G_02061	III	1952358	1954216	-1	LACBIDRAFT_296450	orthomcl
CC1G_02063	III	1957830	1959893	+1	LACBIDRAFT_234370	orthomcl
CC1G_02083	X	1613781	1614248	-1	LACBIDRAFT_297611,LACBIDRAFT_312941	orthomcl
CC1G_02084	X	1614734	1616322	-1	LACBIDRAFT_333815	orthomcl
CC1G_02085	X	1618307	1618761	-1	LACBIDRAFT_123000,LACBIDRAFT_123064,LACBIDRAFT_248839,LACBIDRAFT_315126	orthomcl
CC1G_02087	X	1620864	1623735	-1	LACBIDRAFT_192183	orthomcl
CC1G_02090	X	1630035	1631570	+1	LACBIDRAFT_240391,LACBIDRAFT_312942,LACBIDRAFT_312944	orthomcl
CC1G_02094	X	1634792	1635858	+1	LACBIDRAFT_161663	orthomcl
CC1G_02095	X	1636081	1637129	-1	LACBIDRAFT_291947	orthomcl
CC1G_02102	X	1653143	1655208	-1	LACBIDRAFT_191020	orthomcl
CC1G_02104	X	1662393	1664363	+1	LACBIDRAFT_191903	orthomcl
CC1G_02105	X	1664614	1665704	+1	LACBIDRAFT_293819,LACBIDRAFT_293820,LACBIDRAFT_294159,LACBIDRAFT_316258,LACBIDRAFT_326861	orthomcl
CC1G_02114	X	1679795	1681993	-1	LACBIDRAFT_313003,LACBIDRAFT_333819,LACBIDRAFT_333854	orthomcl
CC1G_02115	X	1684698	1685315	-1	LACBIDRAFT_312953	orthomcl
CC1G_02129	X	1719114	1721106	-1	LACBIDRAFT_240428	orthomcl
CC1G_02137	X	1734780	1736524	+1	LACBIDRAFT_192000	orthomcl
CC1G_02145	X	1758192	1759671	-1	LACBIDRAFT_123195	orthomcl
CC1G_02153	X	1782028	1784592	-1	LACBIDRAFT_255149	orthomcl
CC1G_02157	X	1792749	1795722	+1	LACBIDRAFT_180331	orthomcl
CC1G_02158	X	1797784	1801965	+1	LACBIDRAFT_307744	orthomcl
CC1G_02162	X	1810501	1812233	-1	LACBIDRAFT_313036,LACBIDRAFT_333742	orthomcl
CC1G_02165	X	1818493	1824375	+1	LACBIDRAFT_295345	orthomcl
CC1G_02167	X	1827113	1827709	-1	LACBIDRAFT_307716	orthomcl
CC1G_02168	X	1828554	1830876	-1	LACBIDRAFT_331858	orthomcl
CC1G_02169	X	1831737	1833630	+1	LACBIDRAFT_399634	orthomcl
CC1G_02170	X	1835153	1836352	-1	LACBIDRAFT_307712	orthomcl
CC1G_02171	X	1837084	1838790	-1	LACBIDRAFT_331857	orthomcl
CC1G_02176	X	1846872	1848519	-1	LACBIDRAFT_291440	orthomcl
CC1G_02186	X	1870245	1871908	+1	LACBIDRAFT_307699	orthomcl
CC1G_02193	X	1893170	1894429	-1	LACBIDRAFT_331826,LACBIDRAFT_331834,LACBIDRAFT_332266	orthomcl
CC1G_02199	X	1906283	1909949	-1	LACBIDRAFT_307636	orthomcl
CC1G_02201	X	1912215	1913602	-1	LACBIDRAFT_307720,LACBIDRAFT_307730	orthomcl
CC1G_02203	X	1914235	1915562	+1	LACBIDRAFT_307721	orthomcl
CC1G_02204	X	1917400	1921784	+1	LACBIDRAFT_307719	orthomcl
CC1G_02206	X	1924892	1926388	+1	LACBIDRAFT_295331	orthomcl
CC1G_02207	X	1931052	1934521	+1	LACBIDRAFT_393192	orthomcl
CC1G_02208	X	1935438	1936924	+1	LACBIDRAFT_295321	orthomcl
CC1G_02215	X	1947425	1948951	+1	LACBIDRAFT_307579	orthomcl
CC1G_02219	X	1957895	1959766	-1	LACBIDRAFT_326027	orthomcl
CC1G_02222	X	1965705	1966468	-1	LACBIDRAFT_307648	orthomcl
CC1G_02223	X	1967498	1968219	-1	LACBIDRAFT_248943	orthomcl
CC1G_02225	X	1970943	1972211	+1	LACBIDRAFT_307647	orthomcl
CC1G_02229	X	1977194	1978977	-1	LACBIDRAFT_307585	orthomcl
CC1G_02230	X	1980648	1981752	-1	LACBIDRAFT_331769	orthomcl
CC1G_02234	X	1990920	1992506	+1	LACBIDRAFT_308809,LACBIDRAFT_333152	orthomcl
CC1G_02239	X	2002448	2011560	-1	LACBIDRAFT_307663,LACBIDRAFT_308351	orthomcl
CC1G_02240	X	2012483	2014851	+1	LACBIDRAFT_238525,LACBIDRAFT_297936,LACBIDRAFT_304399,LACBIDRAFT_306967	orthomcl
CC1G_02245	X	2029276	2030127	-1	LACBIDRAFT_307649	orthomcl
CC1G_02249	III	2913273	2915332	-1	LACBIDRAFT_293210	orthomcl
CC1G_02250	III	2917707	2918418	+1	LACBIDRAFT_314044	orthomcl
CC1G_02253	III	2922294	2925219	-1	LACBIDRAFT_314025	orthomcl
CC1G_02255	III	2935148	2938383	+1	LACBIDRAFT_314051	orthomcl
CC1G_02262	III	2954380	2955320	-1	LACBIDRAFT_293303,LACBIDRAFT_295791	orthomcl
CC1G_02269	III	2971174	2972380	-1	LACBIDRAFT_232533	orthomcl
CC1G_02270	III	2972662	2973865	+1	LACBIDRAFT_314157	orthomcl
CC1G_02271	III	2974422	2976836	+1	LACBIDRAFT_294483	orthomcl
CC1G_02274	III	2983174	2983993	+1	LACBIDRAFT_314161	orthomcl
CC1G_02275	III	2984202	2987895	-1	LACBIDRAFT_314000	orthomcl
CC1G_02276	III	2988576	2991147	-1	LACBIDRAFT_314001	orthomcl
CC1G_02278	III	2997038	3000562	-1	LACBIDRAFT_189200	orthomcl
CC1G_02279	III	3000861	3001498	+1	LACBIDRAFT_246896	orthomcl
CC1G_02280	III	3001852	3002693	+1	LACBIDRAFT_314154,LACBIDRAFT_324430	orthomcl
CC1G_02282	III	3010491	3012806	-1	LACBIDRAFT_142382	orthomcl
CC1G_02284	III	3014121	3016053	-1	LACBIDRAFT_295770	orthomcl
CC1G_02286	III	3020870	3024840	-1	LACBIDRAFT_232257	orthomcl
CC1G_02288	III	3030875	3032143	+1	LACBIDRAFT_314166,LACBIDRAFT_314169	orthomcl
CC1G_02289	III	3032981	3033559	+1	LACBIDRAFT_303602	orthomcl
CC1G_02290	III	3035855	3037485	-1	LACBIDRAFT_314162	orthomcl
CC1G_02291	III	3038117	3038631	+1	LACBIDRAFT_293231	orthomcl
CC1G_02293	III	3041163	3041944	+1	LACBIDRAFT_314015	orthomcl
CC1G_02297	III	3049495	3051400	+1	LACBIDRAFT_318058	orthomcl
CC1G_02298	III	3051999	3054348	+1	LACBIDRAFT_317565	orthomcl
CC1G_02299	III	3054741	3056106	-1	LACBIDRAFT_190457,LACBIDRAFT_228351	orthomcl
CC1G_02303	III	3062061	3064387	-1	LACBIDRAFT_189158	orthomcl
CC1G_02305	III	3070497	3072958	-1	LACBIDRAFT_247011	orthomcl
CC1G_02306	III	3073399	3075708	-1	LACBIDRAFT_314080	orthomcl
CC1G_02307	III	3077796	3078565	+1	LACBIDRAFT_172709	orthomcl
CC1G_02309	III	3080995	3082446	+1	LACBIDRAFT_314103	orthomcl
CC1G_02310	III	3084329	3086090	+1	LACBIDRAFT_298950	orthomcl
CC1G_02312	III	3089836	3091879	+1	LACBIDRAFT_183517	orthomcl
CC1G_02315	III	3095711	3097928	+1	LACBIDRAFT_246915	orthomcl
CC1G_02316	III	3100232	3101615	+1	LACBIDRAFT_314066	orthomcl
CC1G_02323	III	3116809	3120442	+1	LACBIDRAFT_156264	orthomcl
CC1G_02327	III	3129274	3129968	-1	LACBIDRAFT_314091	orthomcl
CC1G_02332	III	3142398	3145077	-1	LACBIDRAFT_246776	orthomcl
CC1G_02333	III	3146056	3149675	-1	LACBIDRAFT_232184	orthomcl
CC1G_02334	III	3149919	3152330	+1	LACBIDRAFT_246783	orthomcl
CC1G_02337	III	3158138	3160042	-1	LACBIDRAFT_324428	orthomcl
CC1G_02339	III	3162128	3163493	+1	LACBIDRAFT_314063	orthomcl
CC1G_02340	III	3163995	3169803	-1	LACBIDRAFT_399672	orthomcl
CC1G_02345	III	3179667	3181542	-1	LACBIDRAFT_314107	orthomcl
CC1G_02346	III	3183045	3184249	-1	LACBIDRAFT_246680	orthomcl
CC1G_02350	III	3191568	3192782	-1	LACBIDRAFT_295281	orthomcl
CC1G_02351	III	3194289	3194931	+1	LACBIDRAFT_172713	orthomcl
CC1G_02359	III	3210309	3212867	+1	LACBIDRAFT_314077	orthomcl
CC1G_02360	III	3213024	3214339	-1	LACBIDRAFT_168957	orthomcl
CC1G_02369	III	3259502	3261418	+1	LACBIDRAFT_189031	orthomcl
CC1G_02371	III	3268513	3272308	+1	LACBIDRAFT_177837	orthomcl
CC1G_02372	III	3273366	3274760	-1	LACBIDRAFT_292455	orthomcl
CC1G_02375	III	3280761	3282515	+1	LACBIDRAFT_158234	orthomcl
CC1G_02377	III	3288889	3291438	+1	LACBIDRAFT_314177	orthomcl
CC1G_02380	III	3299101	3300607	-1	LACBIDRAFT_314347	orthomcl
CC1G_02381	III	3301056	3302775	-1	LACBIDRAFT_295788	orthomcl
CC1G_02386	III	3312520	3316621	+1	LACBIDRAFT_295792	orthomcl
CC1G_02391	III	3323371	3324955	-1	LACBIDRAFT_314365	orthomcl
CC1G_02392	III	3328425	3331011	+1	LACBIDRAFT_396180	orthomcl
CC1G_02397	III	3343232	3346978	-1	LACBIDRAFT_334191	orthomcl
CC1G_02399	III	3349073	3351101	+1	LACBIDRAFT_143120	orthomcl
CC1G_02409	IX	715532	723276	+1	LACBIDRAFT_307095,LACBIDRAFT_317500,LACBIDRAFT_317502,LACBIDRAFT_317505,LACBIDRAFT_317789	orthomcl
CC1G_02410	IX	723426	723956	-1	LACBIDRAFT_295208	orthomcl
CC1G_02425	IX	769733	771419	-1	LACBIDRAFT_297696	orthomcl
CC1G_02428	IX	777290	778351	+1	LACBIDRAFT_297691	orthomcl
CC1G_02429	IX	778809	785379	-1	LACBIDRAFT_296120,LACBIDRAFT_297683,LACBIDRAFT_297688,LACBIDRAFT_297690,LACBIDRAFT_327275,LACBIDRAFT_327287	orthomcl
CC1G_02430	IX	785639	787481	+1	LACBIDRAFT_327292	orthomcl
CC1G_02439	IX	815378	816982	+1	LACBIDRAFT_167144	orthomcl
CC1G_02442	IX	821841	822448	-1	LACBIDRAFT_297775	orthomcl
CC1G_02444	IX	824864	826607	+1	LACBIDRAFT_158432	orthomcl
CC1G_02445	IX	827588	828259	+1	LACBIDRAFT_297776	orthomcl
CC1G_02450	IX	843897	844488	-1	LACBIDRAFT_297715	orthomcl
CC1G_02451	IX	845009	846818	-1	LACBIDRAFT_295662	orthomcl
CC1G_02452	IX	847709	850467	-1	LACBIDRAFT_156395	orthomcl
CC1G_02453	IX	851325	853527	-1	LACBIDRAFT_235554	orthomcl
CC1G_02454	IX	853796	854733	-1	LACBIDRAFT_297749	orthomcl
CC1G_02462	IX	874958	877650	+1	LACBIDRAFT_294379	orthomcl
CC1G_02465	IX	886942	889956	+1	LACBIDRAFT_172283	orthomcl
CC1G_02466	IX	891659	893446	+1	LACBIDRAFT_297494	orthomcl
CC1G_02467	IX	894528	895253	-1	LACBIDRAFT_192662	orthomcl
CC1G_02468	IX	895951	898598	-1	LACBIDRAFT_294399	orthomcl
CC1G_02469	IX	901011	902436	-1	LACBIDRAFT_327354	orthomcl
CC1G_02486	IX	937467	939463	-1	LACBIDRAFT_300405	orthomcl
CC1G_02490	IX	946417	948190	-1	LACBIDRAFT_243209	orthomcl
