#chrom	src_start	src_stop	strand	lb	lb_start	lb_stop	lb_strand
II	2076400	2080431	+	Lbic_S238N-H82_LACBIscaffold_6	1927492	1931037	+
II	2080431	2091314	+	Lbic_S238N-H82_LACBIscaffold_6	1919897	1927492	-
II	2091314	2094807	+	Lbic_S238N-H82_LACBIscaffold_6	1916732	1919897	-
II	2094807	2107608	+	Lbic_S238N-H82_LACBIscaffold_6	1900748	1916732	-
II	2107608	2119581	+	Lbic_S238N-H82_LACBIscaffold_6	1931037	1945652	+
II	2119581	2162583	+	Lbic_S238N-H82_LACBIscaffold_6	1945652	1947918	+
II	2162583	2220244	+	Lbic_S238N-H82_LACBIscaffold_12	701421	712323	-
II	2220244	2228275	+	Lbic_S238N-H82_LACBIscaffold_2	3124240	3130253	-
II	2228275	2235200	+	Lbic_S238N-H82_LACBIscaffold_2	3104035	3111028	+
II	2235200	2242140	+	Lbic_S238N-H82_LACBIscaffold_2	3111028	3117789	+
II	2242140	2253008	+	Lbic_S238N-H82_LACBIscaffold_2	3117789	3124240	+
II	2253008	2262453	+	Lbic_S238N-H82_LACBIscaffold_6	1489281	1512868	+
II	2262453	2266779	+	Lbic_S238N-H82_LACBIscaffold_6	1512868	1517603	-
II	2266779	2324078	+	Lbic_S238N-H82_LACBIscaffold_2	3061112	3104035	-
II	2324078	2342796	+	Lbic_S238N-H82_LACBIscaffold_6	1517603	1531348	-
II	2342796	2395055	+	Lbic_S238N-H82_LACBIscaffold_6	1428246	1459917	-
II	2395055	2408188	+	Lbic_S238N-H82_LACBIscaffold_6	1319914	1336878	+
II	2408188	2420749	+	Lbic_S238N-H82_LACBIscaffold_6	1478614	1489281	-
II	2420749	2436710	+	Lbic_S238N-H82_LACBIscaffold_6	1459917	1478614	-
II	2436710	2449602	+	Lbic_S238N-H82_LACBIscaffold_6	1307311	1319914	-
II	2449602	2453710	+	Lbic_S238N-H82_LACBIscaffold_6	1303479	1307311	-
II	2453710	2459428	+	Lbic_S238N-H82_LACBIscaffold_6	1298104	1303479	+
II	2459428	2478779	+	Lbic_S238N-H82_LACBIscaffold_6	1561708	1576936	+
II	2478779	2481808	+	Lbic_S238N-H82_LACBIscaffold_6	1576936	1579397	-
II	2481808	2488383	+	Lbic_S238N-H82_LACBIscaffold_6	804832	807448	-
II	2488383	2504309	+	Lbic_S238N-H82_LACBIscaffold_6	1607226	1615997	+
II	2504309	2506844	+	Lbic_S238N-H82_LACBIscaffold_6	1579397	1589307	+
II	2506844	2531361	+	Lbic_S238N-H82_LACBIscaffold_6	1589307	1607226	+
II	2531361	2585242	+	Lbic_S238N-H82_LACBIscaffold_6	1618881	1657112	+
II	2585242	2591159	+	Lbic_S238N-H82_LACBIscaffold_6	1657112	1669878	-
II	2591159	2605883	+	Lbic_S238N-H82_LACBIscaffold_6	1414995	1428246	-
II	2605883	2618382	+	Lbic_S238N-H82_LACBIscaffold_6	1411821	1414995	-
II	2618382	2620103	+	Lbic_S238N-H82_LACBIscaffold_6	1410088	1411821	-
II	2620103	2654212	+	Lbic_S238N-H82_LACBIscaffold_6	1277992	1298104	+
II	2654212	2688312	+	Lbic_S238N-H82_LACBIscaffold_6	1546592	1560090	-
II	2688312	2690706	+	Lbic_S238N-H82_LACBIscaffold_55	309002	309762	+
II	2690706	2711163	+	Lbic_S238N-H82_LACBIscaffold_6	1531348	1546592	-
II	2711163	2729759	+	Lbic_S238N-H82_LACBIscaffold_6	1360384	1365636	-
II	2729759	2773207	+	Lbic_S238N-H82_LACBIscaffold_6	1336878	1357290	-
II	2773207	2775171	+	Lbic_S238N-H82_LACBIscaffold_6	1245942	1251288	-
II	2775171	2789848	+	Lbic_S238N-H82_LACBIscaffold_6	1231564	1243826	-
II	2789848	2821285	+	Lbic_S238N-H82_LACBIscaffold_6	1221984	1231564	+
II	2821285	2850351	+	Lbic_S238N-H82_LACBIscaffold_6	1149261	1163240	-
II	2850351	2859830	+	Lbic_S238N-H82_LACBIscaffold_6	1085747	1149261	+
II	2859830	2874696	+	Lbic_S238N-H82_LACBIscaffold_6	714178	758420	+
II	2874696	2880277	+	Lbic_S238N-H82_LACBIscaffold_6	795603	804832	+
II	2880277	2894282	+	Lbic_S238N-H82_LACBIscaffold_6	758420	795603	+
II	2894282	2897294	+	Lbic_S238N-H82_LACBIscaffold_6	818562	821440	-
II	2897294	2912509	+	Lbic_S238N-H82_LACBIscaffold_6	821440	865732	+
II	2912509	2929673	+	Lbic_S238N-H82_LACBIscaffold_6	960314	1083498	-
II	2943266	2969473	+	Lbic_S238N-H82_LACBIscaffold_6	891444	960314	-
II	2969473	2975300	+	Lbic_S238N-H82_LACBIscaffold_2	217405	239236	+
II	2975300	3058093	+	Lbic_S238N-H82_LACBIscaffold_6	1168870	1198146	-
II	3058093	3160584	+	Lbic_S238N-H82_LACBIscaffold_6	696456	714178	+
II	3160584	3254746	+	Lbic_S238N-H82_LACBIscaffold_6	289023	342072	+
II	3254746	3296394	+	Lbic_S238N-H82_LACBIscaffold_6	594870	696456	-
II	3296394	3391264	+	Lbic_S238N-H82_LACBIscaffold_6	241293	262955	+
II	3391264	3429756	+	Lbic_S238N-H82_LACBIscaffold_6	865732	891444	-
II	3429756	3473736	+	Lbic_S238N-H82_LACBIscaffold_7	608889	614455	+
II	3473736	3567861	+	Lbic_S238N-H82_LACBIscaffold_6	344096	433349	-
II	3567861	3679320	+	Lbic_S238N-H82_LACBIscaffold_6	100631	241293	+
II	3679320	3725586	+	Lbic_S238N-H82_LACBIscaffold_30	356100	396602	-
III	140	24682	+	Lbic_S238N-H82_LACBIscaffold_10	883404	897891	+
III	24682	75871	+	Lbic_S238N-H82_LACBIscaffold_48	88087	195531	+
III	75871	249734	+	Lbic_S238N-H82_LACBIscaffold_52	61489	229202	+
III	249734	253176	+	Lbic_S238N-H82_LACBIscaffold_13	210977	280144	-
III	253176	369785	+	Lbic_S238N-H82_LACBIscaffold_13	425601	796692	-
III	369785	449322	+	Lbic_S238N-H82_LACBIscaffold_13	280144	382279	+
III	449322	473533	+	Lbic_S238N-H82_LACBIscaffold_19	233450	276656	-
III	473533	514782	+	Lbic_S238N-H82_LACBIscaffold_3	2460463	2471646	+
III	514782	552148	+	Lbic_S238N-H82_LACBIscaffold_13	17738	210977	+
III	552148	598502	+	Lbic_S238N-H82_LACBIscaffold_13	808312	1026696	-
III	598502	615162	+	Lbic_S238N-H82_LACBIscaffold_71	55107	80458	+
III	615162	643907	+	Lbic_S238N-H82_LACBIscaffold_71	39377	55107	-
III	643907	664046	+	Lbic_S238N-H82_LACBIscaffold_13	796692	808312	+
III	664046	676105	+	Lbic_S238N-H82_LACBIscaffold_11	321069	322205	-
III	676105	678064	+	Lbic_S238N-H82_LACBIscaffold_58	190884	192949	-
III	678064	713579	+	Lbic_S238N-H82_LACBIscaffold_58	192949	194841	+
III	713579	719299	+	Lbic_S238N-H82_LACBIscaffold_13	1026696	1029466	-
III	719299	733264	+	Lbic_S238N-H82_LACBIscaffold_13	1029466	1073913	+
III	733264	739428	+	Lbic_S238N-H82_LACBIscaffold_13	1077053	1082224	+
III	739428	810311	+	Lbic_S238N-H82_LACBIscaffold_58	194841	215355	-
III	810311	820058	+	Lbic_S238N-H82_LACBIscaffold_58	244496	245283	-
III	820058	909536	+	Lbic_S238N-H82_LACBIscaffold_58	215355	244496	-
III	909536	914010	+	Lbic_S238N-H82_LACBIscaffold_58	178101	190884	+
III	914010	930078	+	Lbic_S238N-H82_LACBIscaffold_58	150654	153083	+
III	930078	950787	+	Lbic_S238N-H82_LACBIscaffold_5	948153	966203	-
III	950787	964678	+	Lbic_S238N-H82_LACBIscaffold_5	799704	812301	-
III	964678	974715	+	Lbic_S238N-H82_LACBIscaffold_5	812301	827123	+
III	974715	990879	+	Lbic_S238N-H82_LACBIscaffold_5	1184492	1199514	+
III	990879	993905	+	Lbic_S238N-H82_LACBIscaffold_2	2788023	2790949	-
III	993905	1015421	+	Lbic_S238N-H82_LACBIscaffold_58	105725	141466	-
III	1015421	1031804	+	Lbic_S238N-H82_LACBIscaffold_58	141466	150654	-
III	1031804	1054555	+	Lbic_S238N-H82_LACBIscaffold_5	827123	840827	+
III	1054555	1068840	+	Lbic_S238N-H82_LACBIscaffold_25	347866	389669	+
III	1068840	1077182	+	Lbic_S238N-H82_LACBIscaffold_5	966203	978387	+
III	1077182	1082954	+	Lbic_S238N-H82_LACBIscaffold_10	117275	125039	-
III	1082954	1085240	+	Lbic_S238N-H82_LACBIscaffold_5	986630	991985	-
III	1085240	1087310	+	Lbic_S238N-H82_LACBIscaffold_5	982602	986630	+
III	1087310	1105892	+	Lbic_S238N-H82_LACBIscaffold_10	44313	53483	+
III	1105892	1108662	+	Lbic_S238N-H82_LACBIscaffold_73	194626	196716	-
III	1108662	1111387	+	Lbic_S238N-H82_LACBIscaffold_13	382279	425601	-
III	1111387	1138668	+	Lbic_S238N-H82_LACBIscaffold_73	174806	194626	-
III	1138668	1169690	+	Lbic_S238N-H82_LACBIscaffold_73	126548	171296	-
III	1169690	1172494	+	Lbic_S238N-H82_LACBIscaffold_73	171296	174806	+
III	1172494	1193368	+	Lbic_S238N-H82_LACBIscaffold_73	84492	126548	-
III	1193368	1212620	+	Lbic_S238N-H82_LACBIscaffold_5	557203	574642	+
III	1212620	1249488	+	Lbic_S238N-H82_LACBIscaffold_5	579677	607379	-
III	1249488	1251956	+	Lbic_S238N-H82_LACBIscaffold_5	978387	982602	-
III	1251956	1262236	+	Lbic_S238N-H82_LACBIscaffold_5	607379	619124	-
III	1262236	1292664	+	Lbic_S238N-H82_LACBIscaffold_5	619124	649847	+
III	1292664	1298297	+	Lbic_S238N-H82_LACBIscaffold_5	574642	579677	-
III	1298297	1298965	+	Lbic_S238N-H82_LACBIscaffold_10	125039	126320	+
III	1298965	1307112	+	Lbic_S238N-H82_LACBIscaffold_5	649847	657713	-
III	1307112	1326612	+	Lbic_S238N-H82_LACBIscaffold_10	388996	410040	+
III	1326612	1334114	+	Lbic_S238N-H82_LACBIscaffold_10	410040	414521	-
III	1334114	1361548	+	Lbic_S238N-H82_LACBIscaffold_10	414521	425804	+
III	1361548	1367711	+	Lbic_S238N-H82_LACBIscaffold_10	425804	439270	-
III	1367711	1412566	+	Lbic_S238N-H82_LACBIscaffold_10	439270	470588	+
III	1412566	1466825	+	Lbic_S238N-H82_LACBIscaffold_10	183676	233406	+
III	1466825	1473535	+	Lbic_S238N-H82_LACBIscaffold_10	21232	27402	+
III	1473535	1479547	+	Lbic_S238N-H82_LACBIscaffold_10	28445	34947	+
III	1479547	1505942	+	Lbic_S238N-H82_LACBIscaffold_5	675268	714583	-
III	1505942	1507479	+	Lbic_S238N-H82_LACBIscaffold_5	778728	780445	+
III	1507479	1525298	+	Lbic_S238N-H82_LACBIscaffold_5	657713	675268	-
III	1525298	1559732	+	Lbic_S238N-H82_LACBIscaffold_10	126320	155480	+
III	1559732	1575242	+	Lbic_S238N-H82_LACBIscaffold_10	155480	170480	+
III	1575242	1580877	+	Lbic_S238N-H82_LACBIscaffold_10	170480	174668	+
III	1580877	1591090	+	Lbic_S238N-H82_LACBIscaffold_10	470588	477840	+
III	1591090	1601079	+	Lbic_S238N-H82_LACBIscaffold_5	862127	868540	-
III	1601079	1603957	+	Lbic_S238N-H82_LACBIscaffold_5	857980	862127	+
III	1603957	1608867	+	Lbic_S238N-H82_LACBIscaffold_5	868540	873414	-
III	1608867	1617887	+	Lbic_S238N-H82_LACBIscaffold_10	53483	61267	+
III	1617887	1632328	+	Lbic_S238N-H82_LACBIscaffold_5	841471	850558	+
III	1632328	1633043	+	Lbic_S238N-H82_LACBIscaffold_5	840827	841471	-
III	1633043	1643237	+	Lbic_S238N-H82_LACBIscaffold_5	850558	857980	+
III	1643237	1653329	+	Lbic_S238N-H82_LACBIscaffold_5	873414	879270	+
III	1653329	1668380	+	Lbic_S238N-H82_LACBIscaffold_10	233406	244899	+
III	1668380	1672152	+	Lbic_S238N-H82_LACBIscaffold_10	244899	248267	+
III	1672152	1704657	+	Lbic_S238N-H82_LACBIscaffold_10	61267	101734	-
III	1704657	1715429	+	Lbic_S238N-H82_LACBIscaffold_10	101734	117275	+
III	1715429	1721442	+	Lbic_S238N-H82_LACBIscaffold_5	991985	997008	+
III	1721442	1797007	+	Lbic_S238N-H82_LACBIscaffold_5	997008	1066316	+
III	1797007	1829353	+	Lbic_S238N-H82_LACBIscaffold_5	1066316	1096751	+
III	1832079	1838205	+	Lbic_S238N-H82_LACBIscaffold_5	1096751	1106182	+
III	1838205	1875540	+	Lbic_S238N-H82_LACBIscaffold_10	477840	510435	+
III	1875540	1882524	+	Lbic_S238N-H82_LACBIscaffold_35	359764	367652	-
III	1882524	1893301	+	Lbic_S238N-H82_LACBIscaffold_10	510435	521031	+
III	1893301	1945806	+	Lbic_S238N-H82_LACBIscaffold_10	521031	554699	+
III	1945806	1955542	+	Lbic_S238N-H82_LACBIscaffold_10	554699	561724	+
III	1955542	1974586	+	Lbic_S238N-H82_LACBIscaffold_10	561724	576935	+
III	1974586	1976614	+	Lbic_S238N-H82_LACBIscaffold_3	985290	986948	+
III	1976614	2009917	+	Lbic_S238N-H82_LACBIscaffold_10	576935	610110	+
III	2009917	2037262	+	Lbic_S238N-H82_LACBIscaffold_10	610110	622245	+
III	2037262	2046713	+	Lbic_S238N-H82_LACBIscaffold_5	452754	461695	+
III	2046713	2048987	+	Lbic_S238N-H82_LACBIscaffold_10	643768	646186	-
III	2048987	2050805	+	Lbic_S238N-H82_LACBIscaffold_45	313467	315381	+
III	2050805	2078740	+	Lbic_S238N-H82_LACBIscaffold_10	622245	643768	-
III	2078740	2085061	+	Lbic_S238N-H82_LACBIscaffold_5	436003	452754	+
III	2085061	2117892	+	Lbic_S238N-H82_LACBIscaffold_5	416136	436003	-
III	2117892	2125794	+	Lbic_S238N-H82_LACBIscaffold_5	528626	532337	-
III	2125794	2132966	+	Lbic_S238N-H82_LACBIscaffold_5	482978	492648	-
III	2132966	2158522	+	Lbic_S238N-H82_LACBIscaffold_5	492648	506345	+
III	2158522	2224658	+	Lbic_S238N-H82_LACBIscaffold_5	461695	470323	-
III	2224658	2236670	+	Lbic_S238N-H82_LACBIscaffold_5	470323	482978	+
III	2236670	2252330	+	Lbic_S238N-H82_LACBIscaffold_5	506345	520983	+
III	2252330	2270456	+	Lbic_S238N-H82_LACBIscaffold_5	532337	552823	+
III	2270456	2278876	+	Lbic_S238N-H82_LACBIscaffold_5	520983	528626	-
III	2278876	2282714	+	Lbic_S238N-H82_LACBIscaffold_73	82954	84492	+
III	2282714	2306609	+	Lbic_S238N-H82_LACBIscaffold_73	14126	82954	-
III	2306609	2319142	+	Lbic_S238N-H82_LACBIscaffold_71	80458	138946	+
III	2319142	2327396	+	Lbic_S238N-H82_LACBIscaffold_10	34947	44313	-
III	2327396	2357613	+	Lbic_S238N-H82_LACBIscaffold_5	714583	769445	+
III	2357613	2371506	+	Lbic_S238N-H82_LACBIscaffold_5	769445	778728	+
III	2371506	2393022	+	Lbic_S238N-H82_LACBIscaffold_5	780445	799704	+
III	2393022	2404494	+	Lbic_S238N-H82_LACBIscaffold_10	248267	339919	+
III	2404494	2407725	+	Lbic_S238N-H82_LACBIscaffold_10	339919	342096	-
III	2407725	2445725	+	Lbic_S238N-H82_LACBIscaffold_10	342096	365275	+
III	2445725	2478706	+	Lbic_S238N-H82_LACBIscaffold_10	365275	385439	+
III	2478706	2486951	+	Lbic_S238N-H82_LACBIscaffold_10	385439	388996	+
III	2486951	2509110	+	Lbic_S238N-H82_LACBIscaffold_5	879270	895327	+
III	2509110	2511989	+	Lbic_S238N-H82_LACBIscaffold_5	895327	897323	-
III	2511989	2521886	+	Lbic_S238N-H82_LACBIscaffold_11	842906	847182	-
III	2521886	2585511	+	Lbic_S238N-H82_LACBIscaffold_5	910214	948153	+
III	2585511	2589604	+	Lbic_S238N-H82_LACBIscaffold_5	1106182	1111070	+
III	2589604	2591171	+	Lbic_S238N-H82_LACBIscaffold_5	1111070	1112745	-
III	2591171	2614795	+	Lbic_S238N-H82_LACBIscaffold_5	903256	910214	-
III	2614795	2618362	+	Lbic_S238N-H82_LACBIscaffold_5	897323	903256	-
III	2618362	2647694	+	Lbic_S238N-H82_LACBIscaffold_5	1112745	1133130	+
III	2647694	2668334	+	Lbic_S238N-H82_LACBIscaffold_5	1133130	1151254	+
III	2668334	2691274	+	Lbic_S238N-H82_LACBIscaffold_5	1151254	1170193	+
III	2691274	2702586	+	Lbic_S238N-H82_LACBIscaffold_5	1170193	1184492	-
III	2702586	2716627	+	Lbic_S238N-H82_LACBIscaffold_5	1275071	1285706	+
III	2716627	2735270	+	Lbic_S238N-H82_LACBIscaffold_5	1285706	1301639	+
III	2735270	2767519	+	Lbic_S238N-H82_LACBIscaffold_5	1554451	1596791	+
III	2767519	2792524	+	Lbic_S238N-H82_LACBIscaffold_5	1199514	1220858	+
III	2792524	2794357	+	Lbic_S238N-H82_LACBIscaffold_5	1304221	1336338	+
III	2794357	2809870	+	Lbic_S238N-H82_LACBIscaffold_5	1336338	1346640	-
III	2809870	2822240	+	Lbic_S238N-H82_LACBIscaffold_5	1346640	1355315	+
III	2822240	2837626	+	Lbic_S238N-H82_LACBIscaffold_5	1355315	1370476	-
III	2837626	2843404	+	Lbic_S238N-H82_LACBIscaffold_5	1272782	1275071	-
III	2843404	2851271	+	Lbic_S238N-H82_LACBIscaffold_5	1418494	1431502	-
III	2851271	2877256	+	Lbic_S238N-H82_LACBIscaffold_5	1370476	1418494	+
III	2877256	2896004	+	Lbic_S238N-H82_LACBIscaffold_5	1265275	1272782	-
III	2896004	2905102	+	Lbic_S238N-H82_LACBIscaffold_5	1257738	1265275	+
III	2905102	3000604	+	Lbic_S238N-H82_LACBIscaffold_5	1439789	1480629	+
III	3000604	3034904	+	Lbic_S238N-H82_LACBIscaffold_5	1801650	1854854	-
III	3034904	3064106	+	Lbic_S238N-H82_LACBIscaffold_5	1495041	1507645	-
III	3064106	3078924	+	Lbic_S238N-H82_LACBIscaffold_5	1638346	1665374	-
III	3078924	3095709	+	Lbic_S238N-H82_LACBIscaffold_5	1596791	1629343	+
III	3095709	3097945	+	Lbic_S238N-H82_LACBIscaffold_5	1629343	1631592	-
III	3097945	3125906	+	Lbic_S238N-H82_LACBIscaffold_58	155675	178101	+
III	3125906	3135005	+	Lbic_S238N-H82_LACBIscaffold_1	31634	36219	-
III	3135005	3171326	+	Lbic_S238N-H82_LACBIscaffold_5	1736458	1801650	+
III	3171326	3193840	+	Lbic_S238N-H82_LACBIscaffold_5	1665374	1736458	+
III	3193840	3227868	+	Lbic_S238N-H82_LACBIscaffold_5	1631592	1638346	+
III	3227868	3268730	+	Lbic_S238N-H82_LACBIscaffold_5	1955885	1980493	-
III	3268730	3272590	+	Lbic_S238N-H82_LACBIscaffold_5	1918112	1955885	+
III	3272590	3300611	+	Lbic_S238N-H82_LACBIscaffold_60	122720	133890	-
III	3300611	3302775	+	Lbic_S238N-H82_LACBIscaffold_60	133890	141881	-
III	3302775	3325466	+	Lbic_S238N-H82_LACBIscaffold_60	146245	177427	+
III	3325466	3395481	+	Lbic_S238N-H82_LACBIscaffold_60	61990	122720	+
III	3395481	3436868	+	Lbic_S238N-H82_LACBIscaffold_75	101006	162529	+
III	3436868	3441595	+	Lbic_S238N-H82_LACBIscaffold_60	141881	146245	+
III	3441595	3520501	+	Lbic_S238N-H82_LACBIscaffold_5	1854854	1918112	+
IV	20138	131925	+	Lbic_S238N-H82_LACBIscaffold_29	147580	152348	-
IV	131925	132733	+	Lbic_S238N-H82_LACBIscaffold_48	44364	45188	-
IV	132733	168791	+	Lbic_S238N-H82_LACBIscaffold_41	338426	370354	+
IV	168791	184683	+	Lbic_S238N-H82_LACBIscaffold_10	897891	906138	-
IV	184683	186242	+	Lbic_S238N-H82_LACBIscaffold_41	261865	263070	-
IV	186242	199449	+	Lbic_S238N-H82_LACBIscaffold_48	45188	81167	-
IV	199449	231277	+	Lbic_S238N-H82_LACBIscaffold_41	370354	435237	+
IV	231277	232771	+	Lbic_S238N-H82_LACBIscaffold_71	138946	145936	-
IV	232771	258861	+	Lbic_S238N-H82_LACBIscaffold_71	194023	235041	+
IV	258861	276031	+	Lbic_S238N-H82_LACBIscaffold_60	177427	280180	-
IV	276031	279344	+	Lbic_S238N-H82_LACBIscaffold_8	119920	126601	+
IV	279344	283132	+	Lbic_S238N-H82_LACBIscaffold_8	129879	137456	+
IV	283132	284822	+	Lbic_S238N-H82_LACBIscaffold_27	311701	322335	-
IV	284822	313343	+	Lbic_S238N-H82_LACBIscaffold_8	54221	119920	-
IV	313343	327535	+	Lbic_S238N-H82_LACBIscaffold_2	1497734	1500449	+
IV	327535	343480	+	Lbic_S238N-H82_LACBIscaffold_9	1289243	1291814	-
IV	343480	352238	+	Lbic_S238N-H82_LACBIscaffold_70	105836	111182	-
IV	352238	387163	+	Lbic_S238N-H82_LACBIscaffold_40	9448	26530	+
IV	387163	395963	+	Lbic_S238N-H82_LACBIscaffold_11	904309	908869	+
IV	395963	404792	+	Lbic_S238N-H82_LACBIscaffold_25	77197	82383	+
IV	404792	412459	+	Lbic_S238N-H82_LACBIscaffold_20	421759	440040	-
IV	412459	426233	+	Lbic_S238N-H82_LACBIscaffold_34	487407	513448	-
IV	426233	432852	+	Lbic_S238N-H82_LACBIscaffold_34	374302	398473	-
IV	432852	441624	+	Lbic_S238N-H82_LACBIscaffold_20	440040	515163	-
IV	441624	448626	+	Lbic_S238N-H82_LACBIscaffold_34	298992	374302	-
IV	448626	455023	+	Lbic_S238N-H82_LACBIscaffold_20	521779	525986	-
IV	455023	490327	+	Lbic_S238N-H82_LACBIscaffold_20	380704	405808	-
IV	490327	496401	+	Lbic_S238N-H82_LACBIscaffold_34	398473	415220	-
IV	496401	533849	+	Lbic_S238N-H82_LACBIscaffold_40	184892	186454	-
IV	533849	549370	+	Lbic_S238N-H82_LACBIscaffold_40	186454	193834	+
IV	549370	554919	+	Lbic_S238N-H82_LACBIscaffold_83	8849	36477	+
IV	554919	580308	+	Lbic_S238N-H82_LACBIscaffold_40	188	9448	-
IV	580308	601861	+	Lbic_S238N-H82_LACBIscaffold_70	111182	117859	-
IV	663691	736344	+	Lbic_S238N-H82_LACBIscaffold_14	118096	130667	+
IV	736344	737756	+	Lbic_S238N-H82_LACBIscaffold_9	529568	530841	+
IV	737756	767463	+	Lbic_S238N-H82_LACBIscaffold_5	2244181	2282181	+
IV	767463	834644	+	Lbic_S238N-H82_LACBIscaffold_10	1229517	1296569	+
IV	834644	837780	+	Lbic_S238N-H82_LACBIscaffold_120	31571	35732	+
IV	837780	929394	+	Lbic_S238N-H82_LACBIscaffold_5	1983442	2244181	-
IV	929394	963275	+	Lbic_S238N-H82_LACBIscaffold_8	1006298	1202985	+
IV	963275	971401	+	Lbic_S238N-H82_LACBIscaffold_23	239625	242499	+
IV	971401	1084087	+	Lbic_S238N-H82_LACBIscaffold_10	1218447	1229517	+
IV	1084087	1084995	+	Lbic_S238N-H82_LACBIscaffold_573	749	1689	+
IV	1084995	1088871	+	Lbic_S238N-H82_LACBIscaffold_21	5324	456585	+
IV	1088871	1158544	+	Lbic_S238N-H82_LACBIscaffold_4	648427	678148	-
IV	1158544	1159793	+	Lbic_S238N-H82_LACBIscaffold_8	1296988	1336049	-
IV	1159793	1161828	+	Lbic_S238N-H82_LACBIscaffold_46	336273	367476	+
IV	1161828	1196843	+	Lbic_S238N-H82_LACBIscaffold_21	456585	547389	-
IV	1196843	1201280	+	Lbic_S238N-H82_LACBIscaffold_21	547389	551285	-
IV	1201280	1239141	+	Lbic_S238N-H82_LACBIscaffold_8	619031	635282	+
IV	1239141	1265257	+	Lbic_S238N-H82_LACBIscaffold_8	137456	423598	+
IV	1265257	1272156	+	Lbic_S238N-H82_LACBIscaffold_21	559097	620530	-
IV	1272156	1288635	+	Lbic_S238N-H82_LACBIscaffold_21	551285	559097	+
IV	1290293	1303625	+	Lbic_S238N-H82_LACBIscaffold_8	652074	680063	-
IV	1303625	1310683	+	Lbic_S238N-H82_LACBIscaffold_21	620530	628981	+
IV	1310683	1367483	+	Lbic_S238N-H82_LACBIscaffold_8	530614	614418	+
IV	1367483	1384422	+	Lbic_S238N-H82_LACBIscaffold_8	499611	522121	+
IV	1384422	1388776	+	Lbic_S238N-H82_LACBIscaffold_8	614418	619031	-
IV	1388776	1409039	+	Lbic_S238N-H82_LACBIscaffold_8	680063	695394	+
IV	1409039	1414129	+	Lbic_S238N-H82_LACBIscaffold_8	522121	530614	+
IV	1414129	1427654	+	Lbic_S238N-H82_LACBIscaffold_8	635282	652074	+
IV	1427654	1458685	+	Lbic_S238N-H82_LACBIscaffold_8	426240	470893	-
IV	1458685	1465633	+	Lbic_S238N-H82_LACBIscaffold_8	423598	426240	+
IV	1465633	1513769	+	Lbic_S238N-H82_LACBIscaffold_11	1123688	1140250	-
IV	1513769	1579652	+	Lbic_S238N-H82_LACBIscaffold_11	1147006	1188876	+
IV	1579652	1605694	+	Lbic_S238N-H82_LACBIscaffold_54	83947	98493	+
IV	1605694	1617473	+	Lbic_S238N-H82_LACBIscaffold_54	98493	103978	+
IV	1617473	1631861	+	Lbic_S238N-H82_LACBIscaffold_11	896487	904309	-
IV	1631861	1660190	+	Lbic_S238N-H82_LACBIscaffold_11	885793	896487	+
IV	1660190	1662155	+	Lbic_S238N-H82_LACBIscaffold_1	993215	994929	+
IV	1662155	1676623	+	Lbic_S238N-H82_LACBIscaffold_11	866352	885793	+
IV	1676623	1697320	+	Lbic_S238N-H82_LACBIscaffold_11	1068421	1089969	+
IV	1697320	1716563	+	Lbic_S238N-H82_LACBIscaffold_11	764998	790273	-
IV	1716563	1725545	+	Lbic_S238N-H82_LACBIscaffold_11	1067090	1068421	+
IV	1725545	1729792	+	Lbic_S238N-H82_LACBIscaffold_11	1090414	1093770	-
IV	1729792	1730276	+	Lbic_S238N-H82_LACBIscaffold_11	1089969	1090414	+
IV	1730276	1742228	+	Lbic_S238N-H82_LACBIscaffold_11	427956	438344	+
IV	1742228	1746644	+	Lbic_S238N-H82_LACBIscaffold_11	442665	447936	-
IV	1746644	1753219	+	Lbic_S238N-H82_LACBIscaffold_11	438344	442665	-
IV	1753219	1755007	+	Lbic_S238N-H82_LACBIscaffold_11	1240235	1242079	+
IV	1755007	1766237	+	Lbic_S238N-H82_LACBIscaffold_11	942568	954382	-
IV	1766237	1772548	+	Lbic_S238N-H82_LACBIscaffold_11	954382	960516	-
IV	1772548	1795054	+	Lbic_S238N-H82_LACBIscaffold_11	472499	564390	+
IV	1795054	1814331	+	Lbic_S238N-H82_LACBIscaffold_11	1193810	1206546	-
IV	1814331	1819007	+	Lbic_S238N-H82_LACBIscaffold_11	1188876	1193810	-
IV	1819007	1830434	+	Lbic_S238N-H82_LACBIscaffold_8	470893	473284	+
IV	1830434	1833837	+	Lbic_S238N-H82_LACBIscaffold_8	473284	485143	+
IV	1833837	1859928	+	Lbic_S238N-H82_LACBIscaffold_11	459687	465234	+
IV	1859928	1864698	+	Lbic_S238N-H82_LACBIscaffold_11	344465	361486	-
IV	1864698	1879597	+	Lbic_S238N-H82_LACBIscaffold_11	447936	459687	-
IV	1879597	1889356	+	Lbic_S238N-H82_LACBIscaffold_11	1102976	1106131	-
IV	1889356	1890495	+	Lbic_S238N-H82_LACBIscaffold_9	55921	57050	-
IV	1890495	1955264	+	Lbic_S238N-H82_LACBIscaffold_11	1106131	1123688	+
IV	1955264	1957078	+	Lbic_S238N-H82_LACBIscaffold_11	322205	344465	-
IV	1957078	1960998	+	Lbic_S238N-H82_LACBIscaffold_11	424543	427956	+
IV	1960998	1973532	+	Lbic_S238N-H82_LACBIscaffold_11	1057804	1067090	+
