#gene	chrom	chrom_start	chrom_stop
CC1G_04006	VII	646238	647492
CC1G_04012	VII	675833	676197
CC1G_04017	VII	690556	691008
CC1G_04020	VII	700701	701671
CC1G_04026	VII	717434	718176
CC1G_04034	VII	754029	754698
CC1G_04037	VII	757428	759464
CC1G_04049	IV	3198992	3200402
CC1G_04050	IV	3202101	3203816
CC1G_04051	IV	3204469	3206700
CC1G_04057	IV	3228225	3228858
CC1G_04059	IV	3233657	3235115
CC1G_04069	IV	3265547	3267106
CC1G_04070	IV	3270656	3271143
CC1G_04074	IV	3279940	3281689
CC1G_04075	IV	3283171	3283643
CC1G_04077	IV	3288680	3289702
CC1G_04078	IV	3290207	3290527
CC1G_04080	IV	3296812	3297352
CC1G_04089	IV	3315308	3315850
CC1G_04091	IV	3319611	3323907
CC1G_04092	IV	3324169	3325430
CC1G_04095	IV	3338618	3339354
CC1G_04098	IV	3346773	3348374
CC1G_04101	IV	3354972	3355652
CC1G_04103	IV	3357689	3359482
CC1G_04104	IV	3359700	3360948
CC1G_04105	IV	3361503	3361966
CC1G_04107	IV	3364612	3365356
CC1G_04109	IV	3368339	3369262
CC1G_04110	IV	3369693	3370065
CC1G_04116	IV	3385535	3386960
CC1G_04118	IV	3390460	3391325
CC1G_04123	IV	3411488	3413050
CC1G_04129	IV	3423346	3425250
CC1G_04130	IV	3425943	3427430
CC1G_04132	IV	3434124	3434774
CC1G_04148	IV	3481264	3482550
CC1G_04154	IV	3492079	3492670
CC1G_04156	IV	3497678	3498474
CC1G_04160	IV	3505723	3508314
CC1G_04162	IV	3514319	3516288
CC1G_04163	IV	3517527	3517841
CC1G_04165	IV	3521026	3523262
CC1G_04171	IV	3541016	3541433
CC1G_04172	IV	3546077	3547513
CC1G_04174	IV	3551196	3552025
CC1G_04184	II	1375737	1377423
CC1G_04185	II	1378858	1379314
CC1G_04198	II	1403803	1405019
CC1G_04200	II	1407026	1409919
CC1G_04203	II	1414175	1416496
CC1G_04210	II	1431235	1439190
CC1G_04211	II	1439928	1441839
CC1G_04220	II	1466023	1466711
CC1G_04227	II	1484490	1485000
CC1G_04229	II	1489463	1489917
CC1G_04241	II	1519583	1520988
CC1G_04244	II	1525932	1528624
CC1G_04250	II	1537136	1540406
CC1G_04257	II	1561604	1563800
CC1G_04265	II	1580587	1583099
CC1G_04266	II	1583492	1585269
CC1G_04281	II	1626185	1627117
CC1G_04294	II	1653282	1653873
CC1G_04297	II	1656107	1658309
CC1G_04299	II	1664969	1665841
CC1G_04302	II	1668705	1668977
CC1G_04305	II	1677707	1678854
CC1G_04319	II	1705537	1707092
CC1G_04323	II	1710691	1712354
CC1G_04335	I	658144	661449
CC1G_04339	I	673475	675024
CC1G_04342	I	683797	686150
CC1G_04357	I	730415	732377
CC1G_04359	I	735978	737023
CC1G_04361	I	746143	748227
CC1G_04362	I	749485	749997
CC1G_04378	I	789905	790679
CC1G_04381	I	799326	801696
CC1G_04384	I	807709	809027
CC1G_04386	I	812032	812377
CC1G_04389	I	817991	819733
CC1G_04397	I	838124	839368
CC1G_04410	I	883128	884708
CC1G_04422	I	911587	912540
CC1G_04433	I	939800	940078
CC1G_04440	I	955401	955878
CC1G_04442	I	959734	961071
CC1G_04462	III	886435	887013
CC1G_04464	III	889376	891240
CC1G_04477	III	928345	929401
CC1G_04485	III	951125	951748
CC1G_04499	III	982683	983048
CC1G_04500	III	983666	987007
CC1G_04505	III	998640	999530
CC1G_04507	III	1003242	1004056
CC1G_04511	III	1010598	1013624
CC1G_04513	III	1016307	1018681
CC1G_04514	III	1019133	1023151
CC1G_04525	III	1053675	1054170
CC1G_04535	III	1080427	1081972
CC1G_04542	III	1096299	1098661
CC1G_04548	III	1111132	1114793
CC1G_04550	III	1120199	1121439
CC1G_04560	III	1153835	1154654
CC1G_04573	III	1187338	1188283
CC1G_04584	III	511723	513643
CC1G_04585	III	514385	516767
CC1G_04592	III	537847	538385
CC1G_04594	III	541674	542035
CC1G_04597	III	550763	552543
CC1G_04605	III	582911	587113
CC1G_04627	III	653330	654787
CC1G_04648	III	707141	707803
CC1G_04652	III	719698	720417
CC1G_04657	III	735055	737451
CC1G_04659	III	740891	742029
CC1G_04667	III	753476	755512
CC1G_04668	III	755957	756324
CC1G_04669	III	756954	757556
CC1G_04679	III	782525	786953
CC1G_04684	III	801951	804050
CC1G_04685	III	804704	806690
CC1G_04686	III	807397	808391
CC1G_04687	III	808981	810504
CC1G_04688	III	811273	812793
CC1G_04691	III	815508	818191
CC1G_04695	III	828819	830091
CC1G_04696	III	831662	833178
CC1G_04697	III	835227	836358
CC1G_04702	XIII	548548	548828
CC1G_04709	XIII	565218	566424
CC1G_04714	XIII	591025	593537
CC1G_04721	XIII	605294	606243
CC1G_04728	XIII	622020	623397
CC1G_04729	XIII	626277	627468
CC1G_04733	XIII	634041	636017
CC1G_04739	XIII	650663	651099
CC1G_04740	XIII	651600	652702
CC1G_04742	XIII	657372	658814
CC1G_04746	XIII	666949	668428
CC1G_04754	XIII	688769	689310
CC1G_04756	XIII	693595	695578
CC1G_04759	XIII	710402	712062
CC1G_04773	XIII	754278	756724
CC1G_04774	XIII	757748	758890
CC1G_04777	XIII	765119	765810
CC1G_04782	XIII	778799	779224
CC1G_04783	XIII	779523	781497
CC1G_04797	XIII	819039	821396
CC1G_04799	XIII	831193	831911
CC1G_04803	XIII	839400	840977
CC1G_04812	XIII	860898	861993
CC1G_04815	XIII	870367	871443
CC1G_04817	XIII	873788	877662
CC1G_04832	II	3418908	3419257
CC1G_04833	II	3420140	3420503
CC1G_04834	II	3421347	3421859
CC1G_04838	II	3428119	3429035
CC1G_04841	II	3433741	3434628
CC1G_04844	II	3440188	3442228
CC1G_04845	II	3442924	3443715
CC1G_04846	II	3445529	3449171
CC1G_04855	II	3470199	3474903
CC1G_04856	II	3475637	3477080
CC1G_04858	II	3479059	3480866
CC1G_04859	II	3481736	3482390
CC1G_04861	II	3484591	3485052
CC1G_04864	II	3494048	3494303
CC1G_04881	II	3535810	3536550
CC1G_04882	II	3536749	3537012
CC1G_04883	II	3537930	3538629
CC1G_04886	II	3540987	3541679
CC1G_04887	II	3541891	3542187
CC1G_04891	II	3544875	3545718
CC1G_04894	II	3550434	3552549
CC1G_04897	II	3569786	3570506
CC1G_04899	II	3577254	3579570
CC1G_04901	II	3585933	3588119
CC1G_04902	II	3588999	3589258
CC1G_04904	II	3590823	3592269
CC1G_04905	II	3593702	3594149
CC1G_04906	II	3594394	3595176
CC1G_04909	II	3604056	3608276
CC1G_04913	II	3617732	3618101
CC1G_04914	II	3618647	3620679
CC1G_04922	II	3637063	3638694
CC1G_04924	II	3642989	3645543
CC1G_04925	II	3647049	3647789
CC1G_04935	II	3666037	3667510
CC1G_04940	II	3684861	3685520
CC1G_04947	II	3705151	3710070
CC1G_04949	II	3714285	3717259
CC1G_04951	II	3731705	3732730
CC1G_04962	VIII	1689401	1691474
CC1G_04964	VIII	1695360	1695833
CC1G_04965	VIII	1696210	1696686
CC1G_04969	VIII	1702209	1704036
CC1G_04976	VIII	1721136	1722303
CC1G_04987	VIII	1749750	1750381
CC1G_04989	VIII	1751824	1752363
CC1G_04992	VIII	1763653	1765523
CC1G_04993	VIII	1765809	1767515
CC1G_04998	VIII	1777252	1779148
CC1G_05002	VIII	1784397	1784911
CC1G_05012	VIII	1804464	1806253
CC1G_05017	VIII	1814905	1817094
CC1G_05019	VIII	1821240	1824650
CC1G_05026	VIII	1847477	1852012
CC1G_05028	VIII	1856032	1856353
CC1G_05029	VIII	1856926	1859323
CC1G_05031	VIII	1866701	1868157
CC1G_05033	VIII	1871438	1875225
CC1G_05043	VIII	1908313	1908803
CC1G_05045	VIII	1912093	1913349
CC1G_05048	VIII	1917601	1919649
CC1G_05051	VIII	1932016	1933044
CC1G_05052	VIII	1933670	1935058
CC1G_05054	VIII	1939909	1942657
CC1G_05057	VIII	1953094	1954407
CC1G_05060	VIII	1960213	1961102
CC1G_05069	VIII	1977670	1978348
CC1G_05077	II	1786972	1788258
CC1G_05084	II	1809930	1810956
CC1G_05092	II	1832282	1833909
CC1G_05094	II	1835627	1836099
CC1G_05102	II	1860989	1862707
CC1G_05110	II	1880861	1881754
CC1G_05113	II	1896186	1896443
CC1G_05116	II	1903790	1905746
CC1G_05120	II	1912554	1916593
CC1G_05123	II	1924861	1926058
CC1G_05137	II	1951836	1952900
CC1G_05162	II	2018356	2019958
CC1G_05178	II	2055030	2058039
CC1G_05186	II	2074840	2076765
CC1G_05209	XI	736797	737726
CC1G_05210	XI	738295	740509
CC1G_05214	XI	747088	749308
CC1G_05222	XI	772990	774183
CC1G_05224	XI	778135	780536
CC1G_05226	XI	781867	782566
CC1G_05227	XI	783090	783944
CC1G_05228	XI	784577	785185
CC1G_05229	XI	786077	787006
CC1G_05232	XI	803984	805933
CC1G_05233	XI	806879	808669
CC1G_05234	XI	809500	811590
CC1G_05239	XI	822149	824792
CC1G_05244	XI	837134	839049
CC1G_05249	XI	849413	850763
CC1G_05251	XI	854568	855174
CC1G_05254	XI	861598	862077
CC1G_05263	XI	888380	889642
CC1G_05265	XI	895686	896620
CC1G_05269	XI	909124	909885
CC1G_05270	XI	910120	911092
CC1G_05274	XI	920114	920893
CC1G_05285	XI	956483	958269
CC1G_05286	XI	958660	960118
CC1G_05290	XI	966876	967749
CC1G_05295	XI	976991	980051
CC1G_05299	XI	984981	985676
CC1G_05311	XI	1017559	1018786
CC1G_05316	XI	1028872	1030387
CC1G_05318	XI	1033749	1034284
CC1G_05320	XI	1041503	1043593
CC1G_05326	VIII	23332	24174
CC1G_05332	VIII	39800	42047
CC1G_05339	VIII	54340	54880
CC1G_05340	VIII	58353	58713
CC1G_05345	VIII	74131	76024
CC1G_05348	VIII	83148	83512
CC1G_05354	VIII	100307	102151
CC1G_05358	VIII	114739	114996
CC1G_05360	VIII	119410	119824
CC1G_05361	VIII	121058	122563
CC1G_05362	VIII	122664	123346
CC1G_05369	VIII	141931	142224
CC1G_05370	VIII	143124	143440
CC1G_05374	VIII	155130	155669
CC1G_05379	VIII	171560	172138
CC1G_05384	VIII	180096	180491
CC1G_05386	VIII	184098	185740
CC1G_05389	VIII	192453	194016
CC1G_05390	VIII	195589	196207
CC1G_05391	VIII	197103	198158
CC1G_05395	VIII	204873	207883
CC1G_05397	VIII	212843	213643
CC1G_05404	VIII	226857	228142
CC1G_05415	VIII	261468	262455
CC1G_05423	VIII	283901	285243
CC1G_05424	VIII	286019	286543
CC1G_05425	VIII	287076	287525
CC1G_05432	VIII	306970	308071
CC1G_05440	VIII	329546	331476
CC1G_05444	VIII	340759	341323
CC1G_05447	VIII	345877	346884
CC1G_05451	XI	1605522	1608308
CC1G_05453	XI	1598728	1600108
CC1G_05454	XI	1596672	1598270
CC1G_05464	XI	1568233	1569776
CC1G_05467	XI	1558562	1560297
CC1G_05471	XI	1544840	1545175
CC1G_05481	XI	1518660	1519010
CC1G_05489	XI	1498372	1498947
CC1G_05502	XI	1459090	1460687
CC1G_05505	XI	1448379	1452967
CC1G_05506	XI	1446956	1447764
CC1G_05509	XI	1430009	1431866
CC1G_05511	XI	1422387	1424668
CC1G_05512	XI	1419756	1422094
CC1G_05515	XI	1411302	1412710
CC1G_05519	XI	1399652	1400068
CC1G_05521	XI	1391741	1392746
CC1G_05523	XI	1388499	1390211
CC1G_05528	XI	1376544	1378907
CC1G_05531	XI	1366806	1367279
CC1G_05542	XI	1335365	1336264
CC1G_05543	XI	1331412	1333153
CC1G_05545	XIII	247	4190
CC1G_05548	XIII	8915	9580
CC1G_05550	XIII	10697	11530
CC1G_05553	XIII	15801	17295
CC1G_05560	XIII	33654	34389
CC1G_05562	XIII	42128	42829
CC1G_05571	XIII	69391	70302
CC1G_05579	XIII	86329	87357
CC1G_05598	XIII	140002	141500
CC1G_05600	XIII	145006	145634
CC1G_05602	XIII	149224	153385
CC1G_05603	XIII	153578	156341
CC1G_05604	XIII	156668	158993
CC1G_05609	XIII	169060	170340
CC1G_05610	XIII	171289	172488
CC1G_05611	XIII	173429	174592
CC1G_05613	XIII	176818	178086
CC1G_05617	XIII	188682	189668
CC1G_05618	XIII	189945	190265
CC1G_05620	XIII	193539	196026
CC1G_05622	XIII	198716	199725
CC1G_05639	XIII	248370	249013
CC1G_05640	XIII	249764	250697
CC1G_05644	XIII	259293	260750
CC1G_05646	XIII	265339	265770
CC1G_05648	XIII	269144	270199
CC1G_05649	XIII	270328	272694
CC1G_05652	XIII	282690	283964
CC1G_05653	XIII	286377	289168
CC1G_05657	XIII	299788	300488
CC1G_05662	VII	2014808	2016005
CC1G_05675	VII	2055875	2056856
CC1G_05676	VII	2057211	2058470
CC1G_05685	VII	2081108	2081899
CC1G_05691	VII	2095182	2095670
CC1G_05697	VII	2110330	2110816
CC1G_05703	VII	2123767	2124979
CC1G_05707	VII	2142519	2142977
CC1G_05717	VII	2172466	2173924
CC1G_05721	VII	2183546	2184708
CC1G_05722	VII	2185160	2190336
CC1G_05726	VII	2196991	2197560
CC1G_05728	VII	2201356	2203401
CC1G_05730	VII	2205985	2206753
CC1G_05738	VII	2223435	2224192
CC1G_05740	VII	2226976	2227999
CC1G_05753	VII	2265358	2265767
CC1G_05755	VII	2268726	2269250
CC1G_05759	VII	2275188	2275875
CC1G_05763	VII	2285773	2288286
CC1G_05766	VII	2291465	2291989
CC1G_05777	XII	140759	142215
CC1G_05786	XII	161586	163298
CC1G_05793	XII	182633	183958
CC1G_05796	XII	189600	191829
CC1G_05799	XII	201863	202923
CC1G_05802	XII	210852	213265
CC1G_05806	XII	220095	222877
CC1G_05809	XII	228050	230492
CC1G_05817	XII	254203	255985
CC1G_05834	XII	300034	301566
CC1G_05836	XII	304348	305659
CC1G_05837	XII	306716	307000
CC1G_05839	XII	311306	312403
CC1G_05841	XII	316021	317348
CC1G_05842	XII	317722	318153
CC1G_05849	XII	337349	339154
CC1G_05853	XII	346062	346462
CC1G_05861	XII	366454	367044
CC1G_05863	XII	369152	372042
CC1G_05866	XII	378464	381385
CC1G_05868	XII	387800	388464
CC1G_05869	XII	389030	391349
CC1G_05872	XII	403097	404378
CC1G_05873	XII	406259	413214
CC1G_05893	VII	2568134	2569805
CC1G_05895	VII	2578980	2580952
CC1G_05898	VII	2591850	2594336
CC1G_05902	VII	2605034	2606373
CC1G_05905	VII	2609027	2609448
CC1G_05907	VII	2613748	2615922
CC1G_05911	VII	2625851	2628739
CC1G_05930	VII	2688627	2690188
CC1G_05940	VII	2726469	2729242
CC1G_05941	VII	2729948	2733418
CC1G_05944	VII	2743454	2744021
CC1G_05945	VII	2744565	2745517
CC1G_05946	VII	2747943	2749931
CC1G_05950	VII	2758553	2759158
CC1G_05951	VII	2759237	2759562
CC1G_05955	VII	2771613	2772995
CC1G_05963	III	139026	140498
CC1G_05969	III	162792	163436
CC1G_05971	III	171065	172824
CC1G_05972	III	173719	175958
CC1G_05974	III	179039	181434
CC1G_05975	III	181787	182532
CC1G_05977	III	185361	187092
CC1G_05983	III	200463	202606
CC1G_05984	III	204190	205185
CC1G_05985	III	205499	207728
CC1G_05986	III	208055	208971
CC1G_05987	III	210193	211852
CC1G_05994	III	225083	227151
CC1G_06002	III	248010	248552
CC1G_06004	III	254125	255908
CC1G_06005	III	258061	259395
CC1G_06006	III	260090	261443
CC1G_06007	III	262901	263300
CC1G_06012	III	272304	272744
CC1G_06037	III	343372	344905
CC1G_06038	III	345534	347569
CC1G_06039	III	348113	348896
CC1G_06040	III	349893	350588
CC1G_06044	III	359160	360742
CC1G_06047	III	372815	373197
CC1G_06048	III	375420	375914
CC1G_06050	III	383455	386508
CC1G_06051	III	389250	389681
CC1G_06067	II	2920236	2921261
CC1G_06068	II	2922847	2924269
CC1G_06069	II	2924898	2925766
CC1G_06071	II	2930595	2931081
CC1G_06077	II	2946675	2947594
CC1G_06078	II	2950889	2951467
CC1G_06079	II	2953035	2953944
CC1G_06080	II	2957552	2958136
CC1G_06081	II	2959626	2961359
CC1G_06083	II	2963928	2965146
CC1G_06085	II	2968995	2970237
CC1G_06091	II	2990265	2991219
CC1G_06092	II	2991784	2993172
CC1G_06093	II	2994912	2995401
CC1G_06095	II	2997460	2998021
CC1G_06099	II	3005204	3005890
CC1G_06108	II	3029432	3029953
CC1G_06109	II	3031027	3031463
CC1G_06115	II	3042336	3044720
CC1G_06123	II	3064281	3065289
CC1G_06126	II	3076275	3077840
CC1G_06129	II	3086737	3088178
CC1G_06139	II	3115644	3116191
CC1G_06143	II	3124382	3125244
CC1G_06148	II	3132458	3133169
CC1G_06149	II	3135085	3136403
CC1G_06156	II	3150551	3151341
CC1G_06166	IV	2765803	2766184
CC1G_06171	IV	2776706	2778841
CC1G_06172	IV	2779855	2782730
CC1G_06173	IV	2783603	2785019
CC1G_06174	IV	2785416	2787630
CC1G_06179	IV	2801348	2805966
CC1G_06187	IV	2825045	2827318
CC1G_06188	IV	2830876	2832293
CC1G_06190	IV	2837732	2840385
CC1G_06198	IV	2854867	2855284
CC1G_06212	IV	2891446	2893921
CC1G_06213	IV	2894179	2896866
CC1G_06214	IV	2897587	2898370
CC1G_06217	IV	2901137	2904351
CC1G_06227	IV	2929642	2933260
CC1G_06239	IV	2965295	2966953
CC1G_06242	IV	2974690	2975250
CC1G_06243	IV	2975764	2976410
CC1G_06249	IV	2992434	2993902
CC1G_06267	IV	1676881	1679964
CC1G_06268	IV	1680929	1683427
CC1G_06271	IV	1689663	1690730
CC1G_06277	IV	1704283	1705371
CC1G_06280	IV	1713195	1716091
CC1G_06283	IV	1722578	1722991
CC1G_06284	IV	1723433	1724404
CC1G_06285	IV	1724442	1725545
CC1G_06295	IV	1747790	1748776
CC1G_06296	IV	1749682	1751502
CC1G_06298	IV	1755136	1756111
CC1G_06300	IV	1763576	1765180
CC1G_06309	IV	1783434	1784807
CC1G_06314	IV	1796029	1798109
CC1G_06318	IV	1802959	1804028
CC1G_06320	IV	1807121	1809042
CC1G_06325	IV	1822858	1825238
CC1G_06326	IV	1826146	1827393
CC1G_06334	IV	1845335	1847827
CC1G_06338	IV	1853433	1854475
CC1G_06345	IV	1871996	1873079
CC1G_06349	IV	1885436	1889440
CC1G_06351	IV	1891240	1891973
CC1G_06356	IV	1906058	1906831
CC1G_06366	IV	1942530	1944416
CC1G_06367	IV	1945016	1946697
CC1G_06369	IV	1952590	1953960
CC1G_06375	IV	1970630	1972528
CC1G_06380	IV	1981686	1983130
CC1G_06383	IV	1988074	1989295
CC1G_06395	IV	2027449	2028702
CC1G_06401	IV	2040788	2041715
CC1G_06402	IV	2041851	2044843
CC1G_06403	IV	2045179	2047205
CC1G_06407	IV	2055731	2057309
CC1G_06411	IV	2067908	2068994
CC1G_06414	IV	2074485	2075863
CC1G_06425	IV	2107598	2108346
CC1G_06440	IV	2147871	2151460
CC1G_06443	IV	2157689	2159067
CC1G_06451	XII	1270597	1275555
CC1G_06452	XII	1277578	1280162
CC1G_06454	XII	1286801	1288470
CC1G_06458	XII	1298435	1299596
CC1G_06459	XII	1299922	1300235
CC1G_06465	XII	1312756	1313544
CC1G_06469	XII	1321794	1323842
CC1G_06470	XII	1325515	1327322
CC1G_06474	XII	1337126	1338729
CC1G_06475	XII	1339225	1339605
CC1G_06478	XII	1344319	1344789
CC1G_06481	XII	1348346	1350052
CC1G_06489	XII	1365799	1366445
CC1G_06491	XII	1368189	1368569
CC1G_06495	XII	1377139	1377593
CC1G_06496	XII	1378089	1379399
CC1G_06503	XII	1405236	1405745
CC1G_06507	XII	1415455	1415724
CC1G_06508	XII	1416557	1416892
CC1G_06522	XII	1457087	1457251
CC1G_06523	XII	1459471	1459942
CC1G_06529	XII	1479373	1479855
CC1G_06533	XII	1493055	1496397
CC1G_06541	I	2779808	2780363
CC1G_06545	I	2784603	2785149
CC1G_06575	I	2864375	2865240
CC1G_06577	I	2867422	2869829
CC1G_06580	I	2874134	2875786
CC1G_06581	I	2876285	2879448
CC1G_06584	I	2885351	2887109
CC1G_06588	I	2892258	2892577
CC1G_06589	I	2893863	2894785
CC1G_06609	I	2937351	2937809
CC1G_06610	I	2939315	2940883
CC1G_06618	I	2958645	2961305
CC1G_06622	I	2976077	2978134
CC1G_06642	V	364338	366524
CC1G_06644	V	359330	360164
CC1G_06648	V	343435	344926
CC1G_06649	V	340439	343024
CC1G_06668	V	285262	289098
CC1G_06669	V	282714	283035
CC1G_06671	V	279166	280622
CC1G_06677	V	264977	266612
CC1G_06686	V	236789	241814
CC1G_06687	V	232548	236308
CC1G_06695	V	219153	220077
CC1G_06699	V	209694	210513
CC1G_06717	I	1663898	1669025
CC1G_06723	I	1682237	1685974
CC1G_06730	I	1697323	1698851
CC1G_06747	I	1733194	1734638
CC1G_06750	I	1739664	1740209
CC1G_06768	I	1771982	1774022
CC1G_06772	I	1782885	1783410
CC1G_06773	I	1783900	1784664
CC1G_06777	I	1790708	1791296
CC1G_06787	I	1813572	1815773
CC1G_06793	I	1829484	1832619
CC1G_06795	I	1834822	1837389
CC1G_06808	I	1864836	1865988
CC1G_06813	III	2264587	2265933
CC1G_06821	III	2278071	2280626
CC1G_06824	III	2287758	2290989
CC1G_06826	III	2295006	2296077
CC1G_06833	III	2308332	2308781
CC1G_06835	III	2312429	2313407
CC1G_06847	III	2340431	2341795
CC1G_06850	III	2347804	2348484
CC1G_06853	III	2352520	2355583
CC1G_06858	III	2365102	2366197
CC1G_06861	III	2371812	2374978
CC1G_06888	III	2436782	2437153
CC1G_06890	III	2442459	2443397
CC1G_06898	III	2457686	2458464
CC1G_06900	III	2462482	2464060
CC1G_06902	III	2468193	2471184
CC1G_06906	VI	545096	548061
CC1G_06912	VI	564296	565276
CC1G_06913	VI	565749	566768
CC1G_06915	VI	569625	569996
CC1G_06922	VI	588848	592318
CC1G_06933	VI	626585	627034
CC1G_06941	VI	649684	652055
CC1G_06946	VI	663697	665175
CC1G_06953	VI	681256	681994
CC1G_06962	VI	709396	711319
CC1G_06965	VI	719464	720253
CC1G_06967	VI	723248	724718
CC1G_06977	VI	747890	750003
CC1G_06980	IX	4065	4430
CC1G_06982	IX	16395	16673
CC1G_06985	IX	23123	23885
CC1G_06986	IX	24116	24909
CC1G_06987	IX	26500	30087
CC1G_06989	IX	34095	35164
CC1G_06993	IX	50126	51410
CC1G_07013	IX	127915	128262
CC1G_07023	IX	153250	154258
CC1G_07030	IX	174886	177450
CC1G_07043	IV	2249452	2250576
CC1G_07049	IV	2260022	2261905
CC1G_07050	IV	2265609	2265958
CC1G_07051	IV	2266237	2267245
CC1G_07053	IV	2269140	2269660
CC1G_07061	IV	2296036	2296647
CC1G_07070	IV	2331703	2332705
CC1G_07084	IV	2369050	2371505
CC1G_07088	IV	2381356	2382853
CC1G_07096	IV	2405457	2406241
CC1G_07100	IV	2411838	2412364
CC1G_07102	IV	2415918	2421631
CC1G_07104	IV	2428508	2430269
CC1G_07108	IV	2436994	2438579
CC1G_07109	IV	2441216	2442857
CC1G_07110	IV	2443184	2444865
CC1G_07111	IV	2445597	2446660
CC1G_07120	VIII	920237	921840
CC1G_07128	VIII	940298	941084
CC1G_07135	VIII	953313	954372
CC1G_07136	VIII	954643	958616
CC1G_07141	VIII	966195	966939
CC1G_07148	VIII	978205	979479
CC1G_07151	VIII	982670	984149
CC1G_07155	VIII	989711	990568
CC1G_07158	VIII	999899	1000556
CC1G_07159	VIII	1000863	1002032
CC1G_07161	VIII	1007761	1010757
CC1G_07168	VIII	1028373	1028531
CC1G_07182	VIII	1078681	1080066
CC1G_07188	VIII	1088748	1089791
CC1G_07189	VIII	1090432	1090707
CC1G_07195	VIII	1105073	1106628
CC1G_07197	VIII	1108237	1108979
CC1G_07199	VIII	1111162	1111519
CC1G_07208	VI	2003429	2004146
CC1G_07209	VI	2001300	2002730
CC1G_07214	VI	1977981	1981417
CC1G_07216	VI	1969584	1970298
CC1G_07233	VI	1914789	1918676
CC1G_07273	VI	1822532	1828069
CC1G_07283	XII	1536810	1537289
CC1G_07288	XII	1548526	1549340
CC1G_07302	XII	1593167	1594976
CC1G_07303	XII	1596031	1596535
CC1G_07308	XII	1605779	1606323
CC1G_07309	XII	1606699	1609627
CC1G_07315	XII	1634454	1636239
CC1G_07316	XII	1637342	1638643
CC1G_07330	XII	1671814	1672027
CC1G_07335	XII	1694161	1695787
CC1G_07337	XII	1699075	1699695
CC1G_07338	XII	1700603	1706157
CC1G_07341	XII	1710122	1710551
CC1G_07348	III	1967919	1969502
CC1G_07354	III	1981577	1983030
CC1G_07356	III	1985681	1986962
CC1G_07359	III	1989595	1990296
CC1G_07366	III	2003318	2004754
CC1G_07367	III	2005449	2006934
CC1G_07370	III	2017438	2018613
CC1G_07395	III	2079471	2081179
CC1G_07398	III	2085065	2086177
CC1G_07405	III	2110875	2117895
CC1G_07410	III	2124952	2125593
CC1G_07415	III	2133844	2134853
CC1G_07417	III	2136126	2136605
CC1G_07420	III	2144295	2144771
CC1G_07438	IX	454433	456302
CC1G_07440	IX	459137	459811
CC1G_07448	IX	488343	492467
CC1G_07449	IX	492929	494428
CC1G_07461	IX	523130	523807
CC1G_07465	IX	531764	532194
CC1G_07470	IX	550942	553088
CC1G_07473	IX	560185	561841
CC1G_07476	IX	567408	569867
CC1G_07485	IX	591361	592293
CC1G_07488	IX	600907	601206
CC1G_07495	VI	1355504	1356013
CC1G_07509	VI	1388911	1389412
CC1G_07531	VI	1467280	1467765
CC1G_07544	VI	1503607	1505593
CC1G_07560	IV	2481170	2481985
CC1G_07562	IV	2487339	2487855
CC1G_07563	IV	2488372	2489937
CC1G_07570	IV	2508324	2509250
CC1G_07575	IV	2523200	2525459
CC1G_07578	IV	2531391	2532921
CC1G_07579	IV	2533010	2534559
CC1G_07581	IV	2540784	2541545
CC1G_07594	IV	2569415	2571919
CC1G_07611	IV	2630852	2633582
CC1G_07615	IV	2640818	2641814
CC1G_07616	IV	2645297	2647045
CC1G_07618	IX	1345697	1347055
CC1G_07619	IX	1347528	1349250
CC1G_07625	IX	1363800	1365853
CC1G_07629	IX	1373062	1373274
CC1G_07630	IX	1373373	1374213
CC1G_07631	IX	1375105	1376129
CC1G_07646	IX	1414415	1415923
CC1G_07651	IX	1431181	1432423
CC1G_07654	IX	1441745	1442168
CC1G_07659	IX	1461279	1463389
CC1G_07665	IX	1477932	1480263
CC1G_07667	IX	1481757	1484008
CC1G_07668	IX	1485129	1485941
CC1G_07672	IX	1493016	1495321
CC1G_07675	IX	1502601	1502774
CC1G_07676	IX	1504915	1505281
CC1G_07680	IX	1514146	1518541
CC1G_07687	IX	1159339	1160077
CC1G_07688	IX	1168042	1169260
CC1G_07691	IX	1180717	1182263
CC1G_07699	IX	1207687	1214378
CC1G_07701	IX	1216654	1216878
CC1G_07702	IX	1218528	1218944
CC1G_07706	IX	1227650	1233020
CC1G_07712	IX	1241401	1241943
CC1G_07714	IX	1244751	1246692
CC1G_07716	IX	1251425	1253602
CC1G_07719	IX	1259180	1261247
CC1G_07721	IX	1268184	1270584
CC1G_07731	IX	1298764	1299392
CC1G_07738	IX	1325240	1325932
CC1G_07741	IX	1333943	1336344
CC1G_07743	IX	1340324	1341082
CC1G_07748	XII	1725504	1727995
CC1G_07750	XII	1729931	1731080
CC1G_07751	XII	1732519	1733857
CC1G_07762	XII	1763461	1764387
CC1G_07768	XII	1776714	1778773
CC1G_07769	XII	1780699	1782334
CC1G_07771	XII	1785971	1787116
CC1G_07772	XII	1787402	1789570
CC1G_07778	XII	1809243	1810718
CC1G_07780	XII	1816013	1818375
CC1G_07787	XII	1835043	1835586
CC1G_07790	XII	1843726	1843982
CC1G_07791	XII	1844277	1844721
CC1G_07801	XII	1866430	1867001
CC1G_07804	XII	1871379	1872079
CC1G_07805	XII	1872968	1874095
CC1G_07815	IV	1142211	1144572
