#chrom	src_start	src_stop	strand	pc	pc_start	pc_stop	pc_strand
V	1713084	1727327	+	pchr_scaffold_2	1812336	1851652	-
V	1727327	1738955	+	pchr_scaffold_2	1860817	1862837	-
V	1738955	1754190	+	pchr_scaffold_2	1851652	1860817	-
V	1763396	1779569	+	pchr_scaffold_2	1862837	1903435	-
V	1779569	1789631	+	pchr_scaffold_2	1936868	1941283	+
V	1789631	1801370	+	pchr_scaffold_2	1920146	1936868	-
V	1801370	1803846	+	pchr_scaffold_2	1919566	1920146	+
V	1803846	1810509	+	pchr_scaffold_2	1903435	1919566	-
V	1810509	1826178	+	pchr_scaffold_2	1402758	1476736	+
V	1826178	1839751	+	pchr_scaffold_2	2095168	2100581	-
V	1839751	1846260	+	pchr_scaffold_2	2788705	2823064	-
V	1846260	1923823	+	pchr_scaffold_2	1476736	1487752	+
V	1950956	2033307	+	pchr_scaffold_2	1035952	1181003	+
V	2033307	2037480	+	pchr_scaffold_2	970429	985715	+
V	2037480	2045397	+	pchr_scaffold_2	390474	469536	-
V	2045397	2051323	+	pchr_scaffold_2	469536	503251	-
V	2051323	2058632	+	pchr_scaffold_2	387459	390474	+
V	2058632	2066704	+	pchr_scaffold_2	893013	900499	+
V	2066704	2093666	+	pchr_scaffold_2	900499	910148	+
V	2093666	2123493	+	pchr_scaffold_2	992228	1017130	+
V	2123493	2145179	+	pchr_scaffold_13	1161912	1211126	-
V	2145179	2151654	+	pchr_scaffold_2	1625028	1639557	-
V	2151654	2169933	+	pchr_scaffold_2	257717	262189	-
V	2169933	2180871	+	pchr_scaffold_2	1639557	1691642	-
V	2180871	2185658	+	pchr_scaffold_2	1691642	1705316	-
V	2185658	2215163	+	pchr_scaffold_2	1563468	1564358	+
V	2215163	2242219	+	pchr_scaffold_2	1539705	1563468	-
V	2242219	2287623	+	pchr_scaffold_2	1514710	1527297	+
V	2322872	2350611	+	pchr_scaffold_22	259034	324215	-
V	2350611	2372680	+	pchr_scaffold_22	10289	11612	-
V	2385835	2393219	+	pchr_scaffold_22	89514	125542	-
V	2393219	2412706	+	pchr_scaffold_2	123162	129901	+
V	2412706	2426581	+	pchr_scaffold_2	1326497	1354313	+
V	2426581	2445309	+	pchr_scaffold_2	1354313	1358931	-
V	2445309	2460035	+	pchr_scaffold_2	1358931	1376700	+
V	2460035	2471250	+	pchr_scaffold_2	1261534	1326497	+
V	2495510	2578547	+	pchr_scaffold_2	89879	107414	-
V	2623205	2626548	+	pchr_scaffold_4	1259074	1270821	+
V	2626548	2635805	+	pchr_scaffold_2	204592	216012	+
V	2648975	2653482	+	pchr_scaffold_2	618996	627301	+
V	2653482	2707906	+	pchr_scaffold_2	1376700	1402758	-
V	2707906	2722878	+	pchr_scaffold_2	198976	204592	+
V	2722878	2774411	+	pchr_scaffold_22	156643	160257	-
V	2774411	2803382	+	pchr_scaffold_22	140110	156643	-
V	2803382	2807292	+	pchr_scaffold_22	160257	248389	+
V	2871479	2876062	+	pchr_scaffold_22	125542	140110	-
V	2975644	2985123	+	pchr_scaffold_22	324215	346767	+
V	3008478	3018823	+	pchr_scaffold_27	148273	148966	+
V	3018823	3023663	+	pchr_scaffold_22	248389	259034	-
V	3023663	3054470	+	pchr_scaffold_2	66864	89879	+
V	3081703	3126586	+	pchr_scaffold_5	799628	855981	+
VII	3281	53565	+	pchr_scaffold_28	46429	64606	+
VII	158236	181806	+	pchr_scaffold_3	2389247	2391361	-
VII	741901	754517	+	pchr_scaffold_3	2284868	2293207	-
VII	754517	838379	+	pchr_scaffold_3	2391361	2403369	+
VII	838890	859344	+	pchr_scaffold_3	1717902	1763834	-
VII	859344	864624	+	pchr_scaffold_3	1833331	1860374	+
VII	979769	984520	+	pchr_scaffold_3	2293207	2389247	+
VII	984520	999846	+	pchr_scaffold_3	2147311	2153599	-
VII	999846	1005956	+	pchr_scaffold_3	2192213	2197218	+
VII	1005956	1040098	+	pchr_scaffold_3	2197218	2240620	+
VII	1040098	1043286	+	pchr_scaffold_3	662269	761885	+
VII	1046923	1062479	+	pchr_scaffold_3	1776462	1833331	+
VII	1067798	1085335	+	pchr_scaffold_3	1886966	1976494	-
VII	1091875	1127667	+	pchr_scaffold_3	660514	662269	+
VII	1127667	1145044	+	pchr_scaffold_3	1763834	1776462	-
VII	1185472	1203993	+	pchr_scaffold_3	944108	953071	-
VII	1206997	1226395	+	pchr_scaffold_7	846768	857205	+
VII	1226395	1239231	+	pchr_scaffold_3	2153599	2192213	-
VII	1273128	1279750	+	pchr_scaffold_3	1024785	1054449	-
VII	1288533	1322871	+	pchr_scaffold_3	1992309	2029256	-
VII	1322871	1347692	+	pchr_scaffold_3	1985103	1986122	-
VII	1347692	1358996	+	pchr_scaffold_3	1333839	1447499	-
VII	1358996	1388773	+	pchr_scaffold_42	6019	13111	-
VII	1395015	1403510	+	pchr_scaffold_3	763516	826235	-
VII	1403510	1405926	+	pchr_scaffold_3	826235	828503	+
VII	1429527	1432450	+	pchr_scaffold_20	42346	125590	+
VII	1432450	1432719	+	pchr_scaffold_3	2131841	2147311	+
VII	1432719	1441725	+	pchr_scaffold_3	2029256	2131841	-
VII	1441725	1449318	+	pchr_scaffold_3	761885	763516	-
VII	1449318	1474127	+	pchr_scaffold_3	78741	133492	-
VII	1479252	1521615	+	pchr_scaffold_3	1007765	1024785	-
VII	1521615	1557589	+	pchr_scaffold_3	315312	345673	+
VII	1561350	1586969	+	pchr_scaffold_3	485157	502044	+
VII	1610687	1651771	+	pchr_scaffold_3	1540078	1597889	+
VII	1651771	1655584	+	pchr_scaffold_3	424288	427241	-
VII	1655584	1679360	+	pchr_scaffold_3	953071	1002526	-
VII	1679360	1695396	+	pchr_scaffold_3	345673	355533	+
VII	1695396	1702813	+	pchr_scaffold_3	1085646	1100740	-
VII	1828009	1856859	+	pchr_scaffold_3	1054449	1062479	+
VII	1856859	1859485	+	pchr_scaffold_3	1084375	1085646	+
VII	1937914	1987651	+	pchr_scaffold_3	828503	944108	+
VII	2006673	2040841	+	pchr_scaffold_3	1100740	1108958	-
VII	2040841	2047721	+	pchr_scaffold_3	1108958	1146652	+
VII	2070676	2088687	+	pchr_scaffold_3	1146652	1277695	+
VII	2122737	2153082	+	pchr_scaffold_3	381654	424288	-
VII	2153082	2202900	+	pchr_scaffold_3	355533	381654	+
VII	2202900	2243829	+	pchr_scaffold_3	1277695	1305354	+
VII	2243829	2246786	+	pchr_scaffold_3	1305354	1312109	-
VII	2246786	2269983	+	pchr_scaffold_3	427241	447511	+
VII	2269983	2284087	+	pchr_scaffold_3	1640277	1712266	+
VII	2284087	2343746	+	pchr_scaffold_3	447511	485157	-
VII	2343746	2345005	+	pchr_scaffold_3	1712266	1717902	+
VII	2345005	2360347	+	pchr_scaffold_3	1597889	1598243	+
VII	2365989	2373770	+	pchr_scaffold_3	1598243	1640277	+
VII	2373770	2454664	+	pchr_scaffold_3	555055	660514	-
VII	2667091	2940615	+	pchr_scaffold_3	502044	555055	-
VIII	153780	185578	+	pchr_scaffold_16	592415	612273	-
VIII	197021	209988	+	pchr_scaffold_50	3320	5801	-
VIII	295668	310505	+	pchr_scaffold_8	578992	658377	+
VIII	356436	383219	+	pchr_scaffold_8	1581692	1699545	-
VIII	393686	434032	+	pchr_scaffold_12	105403	130959	+
VIII	434032	436349	+	pchr_scaffold_8	658377	659291	+
VIII	486607	518252	+	pchr_scaffold_8	1250063	1345016	-
VIII	518252	543676	+	pchr_scaffold_16	70457	71728	+
VIII	642206	648074	+	pchr_scaffold_8	1699545	1703131	-
VIII	708124	733642	+	pchr_scaffold_8	941129	1175449	+
VIII	736692	752759	+	pchr_scaffold_17	265711	338374	-
VIII	764468	776239	+	pchr_scaffold_17	338374	407054	-
VIII	843629	907503	+	pchr_scaffold_8	1464532	1469631	+
VIII	907503	925641	+	pchr_scaffold_12	131382	241170	-
VIII	925641	927471	+	pchr_scaffold_8	890605	941129	-
VIII	927471	936748	+	pchr_scaffold_12	241170	284715	-
VIII	936748	941799	+	pchr_scaffold_12	130959	131382	-
VIII	941799	952364	+	pchr_scaffold_8	426778	429573	+
VIII	993498	1010932	+	pchr_scaffold_8	830712	890605	-
VIII	1010932	1013573	+	pchr_scaffold_8	498919	567453	+
VIII	1013573	1015536	+	pchr_scaffold_8	474598	498919	+
VIII	1015536	1029986	+	pchr_scaffold_8	429573	474598	-
VIII	1029986	1036168	+	pchr_scaffold_17	515829	519250	-
VIII	1036168	1040213	+	pchr_scaffold_17	513342	515829	+
VIII	1059018	1083433	+	pchr_scaffold_8	659291	771835	-
VIII	1161942	1171643	+	pchr_scaffold_8	1176172	1245451	+
VIII	1171643	1176296	+	pchr_scaffold_8	1245451	1250063	+
VIII	1183692	1185924	+	pchr_scaffold_20	282274	371753	-
VIII	1185924	1190052	+	pchr_scaffold_20	252921	257677	-
VIII	1227039	1275046	+	pchr_scaffold_5	1074261	1088734	-
VIII	1275046	1287023	+	pchr_scaffold_11	1346349	1349338	-
VIII	1294292	1297472	+	pchr_scaffold_12	100622	105403	-
VIII	1297472	1326074	+	pchr_scaffold_8	1577407	1581692	+
VIII	1326074	1334864	+	pchr_scaffold_8	1175449	1176172	+
VIII	1352512	1366447	+	pchr_scaffold_12	61365	100622	+
VIII	1391804	1394554	+	pchr_scaffold_12	336076	347666	+
VIII	1394554	1419463	+	pchr_scaffold_17	436338	513342	-
VIII	1419463	1424018	+	pchr_scaffold_20	177814	204718	-
VIII	1424018	1462678	+	pchr_scaffold_4	1270821	1321005	+
VIII	1462678	1464652	+	pchr_scaffold_17	98213	99493	-
VIII	1521710	1546094	+	pchr_scaffold_20	204718	252921	+
VIII	1546094	1559798	+	pchr_scaffold_20	257677	282274	-
VIII	1679373	1718190	+	pchr_scaffold_8	771835	830712	+
VIII	1718190	1776044	+	pchr_scaffold_8	567453	578992	+
VIII	1880935	1888809	+	pchr_scaffold_8	1469631	1477973	-
VIII	1888809	1937218	+	pchr_scaffold_8	1477973	1577407	+
VIII	1943377	1957608	+	pchr_scaffold_17	433454	436338	-
VIII	1977182	2017308	+	pchr_scaffold_8	1386878	1464532	-
VIII	2017308	2029350	+	pchr_scaffold_17	407054	433454	-
VIII	2029350	2050315	+	pchr_scaffold_6	1369698	1570810	-
VIII	2176931	2197634	+	pchr_scaffold_17	105629	120752	-
VIII	2197634	2215235	+	pchr_scaffold_17	99493	105629	+
VIII	2220678	2248049	+	pchr_scaffold_17	50343	98213	-
VIII	2289367	2308625	+	pchr_scaffold_17	253765	265711	-
IX	8806	16179	+	pchr_scaffold_13	422188	428722	+
IX	16179	438118	+	pchr_scaffold_7	1433577	1558957	-
IX	438118	492026	+	pchr_scaffold_1	2145632	2176085	+
IX	558243	635063	+	pchr_scaffold_7	1404921	1433577	-
IX	661287	667422	+	pchr_scaffold_7	1402006	1404921	-
IX	724867	815375	+	pchr_scaffold_7	1564539	1620365	-
IX	815375	830643	+	pchr_scaffold_7	857205	869372	+
IX	832200	847729	+	pchr_scaffold_31	4823	19826	+
IX	851153	860714	+	pchr_scaffold_7	1620365	1623635	+
IX	860714	893781	+	pchr_scaffold_3	1447499	1540078	-
IX	1144541	1181361	+	pchr_scaffold_10	461600	635986	-
IX	1259218	1283158	+	pchr_scaffold_7	1691796	1714031	+
IX	1283158	1287593	+	pchr_scaffold_7	1889764	1895525	+
IX	1299054	1311149	+	pchr_scaffold_7	1095788	1141833	+
IX	1311149	1317798	+	pchr_scaffold_7	1048705	1059642	+
IX	1317798	1395315	+	pchr_scaffold_7	996767	1048705	-
IX	1395315	1417525	+	pchr_scaffold_7	834056	846768	-
IX	1458464	1471244	+	pchr_scaffold_7	869372	939374	-
IX	1471244	1485936	+	pchr_scaffold_7	1720369	1738968	-
IX	1485936	1495765	+	pchr_scaffold_7	1089553	1095788	-
IX	1495765	1546766	+	pchr_scaffold_7	1059642	1070278	+
IX	1546766	1557230	+	pchr_scaffold_7	1623635	1633279	-
IX	1557230	1563321	+	pchr_scaffold_7	939374	944403	+
IX	1563321	1570672	+	pchr_scaffold_7	1681478	1691796	+
IX	1615083	1690137	+	pchr_scaffold_7	1738968	1799846	+
IX	1690137	1700510	+	pchr_scaffold_7	1633279	1681478	+
IX	1700510	1747231	+	pchr_scaffold_7	1714031	1720369	-
IX	1747231	1806193	+	pchr_scaffold_7	805117	834056	-
IX	1816021	1839445	+	pchr_scaffold_7	1799846	1889764	+
IX	1839445	1849303	+	pchr_scaffold_19	97150	109006	-
IX	2124966	2174732	+	pchr_scaffold_3	1002526	1007765	+
IX	2228743	2354159	+	pchr_scaffold_12	284715	336076	-
IX	2354159	2366520	+	pchr_scaffold_5	2117734	2121724	+
IX	2366520	2461278	+	pchr_scaffold_13	182673	244285	-
IX	2461278	2486397	+	pchr_scaffold_7	654464	805117	+
X	37299	172972	+	pchr_scaffold_9	1754636	1756099	-
X	355418	358040	+	pchr_scaffold_3	2280559	2284868	+
X	402132	424193	+	pchr_scaffold_9	1245174	1397736	+
X	585434	616534	+	pchr_scaffold_9	623737	778100	+
X	616534	627303	+	pchr_scaffold_9	1494832	1553808	+
X	627303	693632	+	pchr_scaffold_9	1553808	1559495	-
X	956512	967941	+	pchr_scaffold_9	334649	376099	+
X	972198	973097	+	pchr_scaffold_9	376099	376426	-
X	987876	1012182	+	pchr_scaffold_9	376426	459457	-
X	1059336	1067716	+	pchr_scaffold_9	602433	623737	+
X	1067716	1113088	+	pchr_scaffold_9	459457	492078	-
X	1113088	1199489	+	pchr_scaffold_9	492078	602433	-
X	1269353	1273358	+	pchr_scaffold_2	2823064	2824298	+
X	1273358	1298684	+	pchr_scaffold_24	70972	71966	+
X	1381000	1391865	+	pchr_scaffold_9	918558	925216	-
X	1417192	1453879	+	pchr_scaffold_9	908072	918558	-
X	1453879	1465567	+	pchr_scaffold_9	903745	908072	+
X	1465567	1546678	+	pchr_scaffold_9	1559495	1754636	-
X	1546678	1555634	+	pchr_scaffold_9	1397736	1423344	-
X	1555634	1653625	+	pchr_scaffold_9	925216	1233286	+
X	1795731	1874460	+	pchr_scaffold_9	128670	312185	-
XII	192367	195680	+	pchr_scaffold_14	859641	861112	+
XII	215681	244108	+	pchr_scaffold_10	1353584	1356371	-
XII	244108	245233	+	pchr_scaffold_10	1352581	1353584	-
XII	293239	339863	+	pchr_scaffold_10	1356371	1374836	-
XII	339863	519371	+	pchr_scaffold_14	135603	158646	-
XII	540766	596657	+	pchr_scaffold_12	347666	547867	-
XII	745174	756240	+	pchr_scaffold_3	1860374	1886966	-
XII	756240	812368	+	pchr_scaffold_12	678242	731289	-
XII	1045481	1146632	+	pchr_scaffold_12	598319	678242	-
XII	1164079	1168515	+	pchr_scaffold_5	598474	604626	-
XII	1168515	1177653	+	pchr_scaffold_1	1526146	1527446	+
XII	1188004	1199427	+	pchr_scaffold_31	19826	26633	+
XII	1199427	1223871	+	pchr_scaffold_31	26633	30462	-
XII	1223871	1241397	+	pchr_scaffold_12	874240	964682	+
XII	1251956	1285910	+	pchr_scaffold_12	547867	551734	+
XII	1285910	1294797	+	pchr_scaffold_10	891594	919898	+
XII	1347255	1375696	+	pchr_scaffold_12	779806	874240	+
XII	1375696	1402042	+	pchr_scaffold_10	919898	1032734	+
XII	1410244	1422724	+	pchr_scaffold_10	875246	891594	+
XII	1519364	1557986	+	pchr_scaffold_12	551734	598319	+
XII	1557986	1565106	+	pchr_scaffold_10	1051252	1079248	-
XII	1669977	1695254	+	pchr_scaffold_10	1046474	1051252	+
XII	1695254	1713820	+	pchr_scaffold_10	1079248	1085382	-
XII	1713820	1720183	+	pchr_scaffold_12	742461	767573	+
XII	1852368	1860401	+	pchr_scaffold_16	591483	592415	-
VI	215158	230794	+	pchr_scaffold_5	971230	980701	-
VI	236039	247207	+	pchr_scaffold_5	237087	475110	-
VI	414895	424215	+	pchr_scaffold_1	616355	657300	+
VI	451580	470334	+	pchr_scaffold_3	133492	315312	+
VI	471649	491247	+	pchr_scaffold_5	980701	1074261	+
VI	549527	566370	+	pchr_scaffold_4	1733135	1783543	+
VI	566370	574120	+	pchr_scaffold_4	1697587	1733135	+
VI	687472	711319	+	pchr_scaffold_4	2229699	2233560	+
VI	740391	750003	+	pchr_scaffold_5	236122	237087	+
VI	764722	771242	+	pchr_scaffold_5	901179	920873	-
VI	819214	862387	+	pchr_scaffold_14	754751	761795	-
VI	862387	918013	+	pchr_scaffold_4	1783543	1856469	+
VI	959076	985141	+	pchr_scaffold_5	920873	971230	-
VI	991710	1039241	+	pchr_scaffold_4	2177197	2217945	+
VI	1039241	1059834	+	pchr_scaffold_5	860560	901179	+
VI	1122599	1176647	+	pchr_scaffold_2	1191057	1216223	+
VI	1176647	1181418	+	pchr_scaffold_4	2217945	2229699	+
VI	1212707	1216447	+	pchr_scaffold_4	2233560	2237039	-
VI	1355354	1370041	+	pchr_scaffold_5	1154571	1197656	+
VI	1384122	1395323	+	pchr_scaffold_5	1088734	1154571	-
VI	1458080	1482829	+	pchr_scaffold_4	1856469	1878426	+
VI	1575721	1590286	+	pchr_scaffold_5	1204005	1263481	-
VI	1599191	1663807	+	pchr_scaffold_4	1890669	1894166	-
VI	1663807	1667423	+	pchr_scaffold_4	1878426	1890669	-
VI	1667423	1734503	+	pchr_scaffold_4	1894166	2177197	-
VI	1800333	1916992	+	pchr_scaffold_14	740123	754751	+
VI	1916992	1929086	+	pchr_scaffold_7	1563619	1564539	+
VI	1929086	1935669	+	pchr_scaffold_7	1558957	1563619	-
XI	400289	418162	+	pchr_scaffold_5	797287	799628	+
XI	659386	662519	+	pchr_scaffold_5	796521	797287	+
XI	666126	684422	+	pchr_scaffold_5	604626	796521	+
XI	758150	773633	+	pchr_scaffold_5	1263481	1290476	+
XI	871220	886633	+	pchr_scaffold_5	109102	134704	-
XI	886633	887719	+	pchr_scaffold_5	25239	26261	-
XI	887719	912741	+	pchr_scaffold_5	26261	109102	+
XI	912741	917232	+	pchr_scaffold_5	21922	25239	-
XI	917232	932058	+	pchr_scaffold_5	1464279	1509320	+
XI	932058	938335	+	pchr_scaffold_5	146187	150017	+
XI	938335	978244	+	pchr_scaffold_5	1438028	1464279	-
XI	1033253	1040440	+	pchr_scaffold_5	1584831	1634515	+
XI	1040440	1069039	+	pchr_scaffold_4	1549838	1697587	-
XI	1220041	1331919	+	pchr_scaffold_5	1290476	1432456	+
XI	1358424	1416125	+	pchr_scaffold_5	1509320	1584831	-
XI	1416125	1441296	+	pchr_scaffold_5	1432456	1438028	-
XI	1441296	1455005	+	pchr_scaffold_5	855981	860560	+
XI	1469905	1518153	+	pchr_scaffold_5	134704	146187	+
XI	1701159	1726857	+	pchr_scaffold_5	1672194	1854166	-
XIII	187108	272444	+	pchr_scaffold_5	1634515	1672194	+
XIII	294661	317231	+	pchr_scaffold_19	109006	131549	-
XIII	334543	345532	+	pchr_scaffold_19	380430	422071	+
XIII	385875	395978	+	pchr_scaffold_15	698025	764127	-
XIII	395978	425968	+	pchr_scaffold_15	764127	832715	-
XIII	425968	427705	+	pchr_scaffold_15	832715	833572	-
XIII	441045	445665	+	pchr_scaffold_7	75703	78107	+
XIII	453792	457897	+	pchr_scaffold_15	695078	698025	-
XIII	457897	464654	+	pchr_scaffold_9	1233286	1245174	-
XIII	652310	663777	+	pchr_scaffold_10	426043	461600	+
XIII	663777	723349	+	pchr_scaffold_10	680156	716760	-
XIII	738720	764641	+	pchr_scaffold_6	1918719	1927216	+
XIII	764641	777827	+	pchr_scaffold_12	964682	970947	-
XIII	787406	793643	+	pchr_scaffold_10	635986	659980	-
XIII	812026	897667	+	pchr_scaffold_1	3041227	3062526	-
XIII	901943	926107	+	pchr_scaffold_10	76508	378993	-
XIII	935506	945787	+	pchr_scaffold_1	2197072	2209142	-
XIII	945787	982665	+	pchr_scaffold_8	200446	426778	+
